Origins_auto,Destinations_auto,Origins_medium_truck,Destinations_medium_truck,Origins_heavy_truck,Destinations_heavy_truck
22430.450415320694,13860.695435129106,371.9373421500005,383.7373418800001,28.193559240000003,26.99355919
20535.049024030566,14576.74705863744,459.25149653999915,457.9514964,0.0,0.0
20240.65394423902,6933.062732733786,206.91409160000038,210.21409151000003,0.0,0.0
13953.330786548555,8951.157923087478,297.2420325399984,302.24203201,0.0,0.0
7489.684912420809,4953.235877029598,171.3199217900002,171.11992173000002,0.0,0.0
8840.768127970397,3571.5757205560803,112.88109986000035,111.08109990000001,0.0,0.0
28691.854078263044,18843.6071543023,839.9536716399906,842.7536723800001,132.48896857999986,130.58896712400002
31318.38559690118,23622.845142804086,934.517802299995,942.81780259,0.0,0.0
12063.97937053442,10910.935327365994,351.6197808399951,353.919780795,52.62685225000006,54.62685253
6877.941296875477,4607.2266362681985,136.14648646999962,133.74648619,0.0,0.0
16862.58991765976,12702.068616561592,511.2862829099947,504.78628327599995,64.89080936600008,63.59080954
21226.86031587422,17067.373548552394,1296.7122573600104,1298.3122558700002,116.14722477,112.34722473
68223.83290095627,32818.916409656405,2470.4168237659896,2457.8168231649993,406.20269855900005,407.10269822
79792.79688989371,61125.17292775959,5203.762250020968,5211.562254854001,300.73872614999976,304.53872729
8286.845435135067,7921.5683471784,359.3871577999955,354.3871571700001,0.0,0.0
19337.738526307046,6594.264258496463,401.3289082249977,409.92890833,0.0,0.0
32443.0584968552,23057.39570441842,945.3245380799942,944.3245370040001,201.3043599999998,202.40435949
18925.493408486247,10123.461548298597,305.36040275999994,307.66040284,0.0,0.0
23157.83772070706,10264.137964248657,257.83650222000097,256.5365021,0.0,0.0
18621.512744367123,7515.865491636097,306.89890921999984,318.99890926,0.0,0.0
21556.277551814914,14809.189600214362,468.375101689998,464.37510179000003,49.72620611000007,48.82620595
27771.208717286587,13312.883498594165,1258.2786746859883,1267.47867558,0.0,0.0
27451.754322566092,13164.970570363104,1059.8820874199919,1064.98208648,24.504730329999994,27.604730160000003
127253.5045607239,58138.476826280355,5827.018420761983,5822.718422669,60.11301925000006,58.513018540000004
45155.64626606554,31413.78590337932,2469.096737049985,2465.496736904,0.0,0.0
13275.142810732126,5684.476526707411,301.85154650999857,292.35154688,0.0,0.0
30557.09821908921,19011.12619690597,1004.4678793739901,1009.167879625,377.2811841500003,375.78118352599995
39169.00424930453,20660.333669304848,1149.9998807499974,1152.0998801210003,0.0,0.0
27892.221839673817,13982.500440143049,553.656097969997,552.45609729,0.0,0.0
14538.578931696713,7875.905750282109,214.7062327000001,217.10623260000003,0.0,0.0
20870.626489557326,10125.863355085254,347.01107203999834,340.71107194999996,0.0,0.0
25491.584083095193,10831.054286040366,279.297606870001,283.99760695,0.0,0.0
30081.40172254294,19795.24768128991,620.5264008699962,612.9264015639999,955.837200756,960.4372014500001
16605.293237790465,7497.364453658462,341.75554932999864,342.25554888,0.0,0.0
20044.33042101562,12597.972986400127,756.2786654699989,759.67866537,91.52767251999998,93.62767225
149499.03326853365,96515.23511166126,6008.132412761025,6002.132418363,3798.2825195820024,3796.1825181109994
39389.50865675509,23876.52540399134,949.8965244600065,946.9965253800001,0.0,0.0
37122.67685640603,13181.884400613606,502.1301215999986,504.8301212,0.0,0.0
18496.03689095378,9162.714221403003,274.7643587600006,277.16435879,0.0,0.0
10183.824085094035,5919.337940223515,215.98680566999894,211.68680590000002,0.0,0.0
31172.092982061207,13885.976612776518,396.43359675999926,397.13359705,0.0,0.0
30687.61972746998,17909.627271465957,536.3447869699961,546.84478673,0.0,0.0
38580.60207642615,14173.429579012096,1047.1959023490026,1034.59590277,7361.122976910002,7358.422976559999
19284.900085784495,11314.142077893019,370.67630807999797,359.17630818500004,0.0,0.0
11671.458386994898,6908.543774582446,153.76449173000086,161.86449194,0.0,0.0
27760.24400679767,15883.562500149012,418.4804046299984,429.58040417,1876.3888051199997,1873.7888029800001
19179.120410352945,7483.800708428025,156.5687026600007,158.56870262,0.0,0.0
21210.75283253938,18747.290723331273,466.7504746439945,464.450475105,234.7263947099995,236.92639589499998
11106.527466110885,6719.251745902002,124.10000180999992,121.50000195999999,11.245620639999993,10.845620660000002
23748.897229410708,8164.100488625467,216.75081803000057,217.75081797,0.0,0.0
42349.409180641174,26940.313025683165,681.5365070799955,686.73650664,0.0,0.0
32726.040015913546,12657.420508772135,311.41500688000144,310.71500686999997,117.17393367000004,118.07393348
7483.584119051695,3499.0247316658497,76.43085970000033,75.7308595,76.54375014000003,77.94375024
8149.943383857608,6597.949170105159,167.53882527999968,167.63882538000001,0.0,0.0
29065.6522353217,13250.885206229985,395.0174508499997,395.41745069999996,1303.807226370002,1304.707225364
62097.69734086841,38584.47678424418,3185.46118044503,3158.7611803500004,1022.9474252700008,1018.6474243539999
13336.483105674386,7466.278173722327,166.87603665999924,170.97603654,62.4151374100001,63.115137680000004
15072.94770553708,5816.4406986013055,150.25879853000058,152.15879887,26.30254771,27.202547510000002
19918.181567057967,8407.935901403427,202.23444726000093,204.93444706000002,35.84517529000002,33.945175096
14596.492053501308,6200.4476925730705,139.30013429999957,140.20013424,0.0,0.0
30323.56174378842,17089.05826548487,1359.3361660099833,1374.236166334,363.15195240999935,367.65195142000005
24332.295886971056,11797.263147339225,429.12151257999767,425.12151204,169.43458575399967,169.23458547
19230.32216834277,7169.754016816616,210.2973634699993,213.49736336,0.0,0.0
18693.15493172407,12650.44161412865,262.10793816999995,259.80793805999997,146.39928396999986,144.89928384
15612.060767441988,5046.957080870867,123.83501822000036,124.53501824,0.0,0.0
27997.316883310676,10146.195911996067,219.93780013000054,224.03780001,0.0,0.0
31640.998890273273,8342.03765939176,441.7339349099979,438.03393533599996,412.6659529000002,411.26595183
34420.98698812723,14175.121839791536,368.9622152600016,367.66221482000003,113.85720245999995,113.75720286
32834.62113126367,11092.56977596879,259.91987484999987,257.51987519,0.0,0.0
14747.739441208541,4997.58149459213,136.21682886000053,131.41682877,0.0,0.0
9982.103308610618,2641.204663336277,57.80000000000001,59.500000050000004,0.0,0.0
