day,fhtindx1,fhtindx2,hhno,jtindex,parent,pdpurp,phtindx1,phtindx2,pno,subtrs,tardest,tarorig,tautocost,tautodist,tautotime,tdadtyp,tdpcl,tdtaz,tlvdest,tlvorig,tmodetp,toadtyp,toexpfac,topcl,totaz,tour,tpathtp,tripsh1,tripsh2
2,0,0,17801,0,0,1,0,0,2,0,730,1730,0.0,21.96,39.68,2,522963,1018,1700,700,3,1,56.13,403093,68,1,0,1,1
2,0,0,17801,0,0,2,0,0,3,0,1230,1520,0.0,0.9,7.33,3,292825,123,1501,1210,1,1,56.13,403093,68,1,0,1,1
2,0,0,17801,1,0,3,0,0,4,0,1230,1250,0.0,0.9,7.33,4,292825,123,1231,1210,1,1,56.13,403093,68,1,0,1,1
2,0,0,17801,2,0,3,0,0,4,0,1500,1520,0.0,0.9,7.33,4,292825,123,1501,1440,1,1,56.13,403093,68,2,0,1,1
1,0,0,17805,0,0,1,0,0,1,0,823,1728,0.0,3.85,21.92,2,59076,543,1659,744,6,1,74.87,49647,386,1,1,1,1
1,0,0,17805,0,0,3,0,0,1,0,1756,1800,0.0,0.29,7.17,4,49105,386,1758,1729,4,1,74.87,49647,386,2,0,3,1
1,0,0,17805,0,0,2,0,0,2,0,815,1800,0.0,3.3,18.65,3,421639,408,1521,744,8,1,74.87,49647,386,1,0,1,2
2,0,0,17805,0,0,1,0,0,1,1,835,2005,0.0,3.85,21.92,2,59076,543,1640,748,4,1,74.87,49647,386,1,0,3,4
2,0,0,17805,0,1,5,0,0,1,0,1230,1329,0.0,0.86,16.59,4,147797,512,1307,1205,1,2,74.87,59076,543,2,0,2,2
2,0,0,17805,0,0,2,0,0,2,0,815,2005,0.0,3.3,18.65,3,421639,408,1520,749,8,1,74.87,49647,386,1,0,1,4
1,0,0,17806,0,0,6,0,0,1,0,1315,1630,0.0,7.58,27.64,4,228839,69,1600,1130,3,1,70.56,306337,398,1,0,4,1
2,0,0,17806,0,0,5,0,0,1,0,1510,1610,0.0,0.44,6.77,4,358839,400,1545,1505,3,1,70.56,306337,398,1,0,1,2
1,0,0,17814,0,0,1,0,0,1,0,740,1815,0.0,3.04,19.06,2,147855,515,1701,640,3,1,75.94,23773,592,1,0,1,2
1,0,0,17814,0,0,1,0,0,2,0,730,1915,0.0,10.35,28.61,2,246366,1556,1830,701,3,1,75.94,23773,592,1,0,1,1
2,0,0,17814,0,0,1,0,0,1,0,815,1735,0.0,3.04,19.06,2,147855,515,1701,740,3,1,75.94,23773,592,1,0,2,1
2,0,0,17814,0,0,1,0,0,2,0,735,1745,0.0,10.35,28.61,2,246366,1556,1701,701,3,1,75.94,23773,592,1,0,1,1
1,0,0,17815,0,0,3,0,0,1,0,1107,1324,0.0,5.42,22.42,4,898262,2754,1115,1020,5,1,55.6,766881,2785,1,0,3,3
1,0,0,17815,0,0,3,0,0,1,0,1547,1619,0.0,5.42,22.42,4,898262,2754,1605,1415,4,1,55.6,766881,2785,2,0,2,1
1,0,0,17815,0,0,1,0,0,2,0,845,1540,0.0,1.55,13.09,4,763230,2864,1530,835,3,1,55.6,766881,2785,1,0,1,1
2,0,0,17815,0,0,7,0,0,1,0,1548,1724,0.0,11.56,31.11,4,369659,1144,1705,1345,3,1,55.6,766881,2785,1,0,3,1
2,0,0,17815,0,0,1,0,0,2,0,840,1625,0.0,1.55,13.09,4,763230,2864,1615,830,3,1,55.6,766881,2785,1,0,1,1
1,0,0,17816,0,0,1,0,0,1,0,1536,1825,0.0,21.19,49.68,4,881321,3427,1703,1330,3,1,143.76,779765,2799,1,0,2,3
2,0,0,17816,0,0,1,0,0,1,0,1500,1754,0.0,13.88,36.68,2,712409,3370,1710,1400,3,1,143.76,779765,2799,1,0,2,2
1,0,0,17823,0,0,5,0,0,1,0,1035,1500,0.0,17.13,49.58,4,279285,1569,1430,1000,3,1,105.04,29387,141,1,0,1,1
1,0,0,17834,0,0,1,0,0,1,2,730,1820,0.0,1.91,14.78,2,147857,515,1750,700,6,1,64.78,336066,424,1,1,2,1
1,0,0,17834,0,1,1,0,0,1,0,850,930,0.0,1.96,10.37,4,464456,634,920,840,1,2,64.78,147857,515,2,0,1,1
1,0,0,17834,0,1,6,0,0,1,0,1235,1320,0.0,0.12,6.34,4,147775,514,1315,1230,1,2,64.78,147857,515,3,0,1,1
1,0,0,17834,0,0,5,0,0,1,0,1904,1912,0.0,0.21,4.86,4,336058,424,1910,1902,1,1,64.78,336066,424,4,0,1,1
1,0,0,17834,0,0,1,0,0,2,1,855,1800,0.0,2.07,14.93,2,502861,626,1720,845,3,1,64.78,336066,424,1,0,1,1
1,0,0,17834,0,1,1,0,0,2,0,950,1055,0.0,1.54,15.29,4,58991,541,1035,930,4,2,64.78,502861,626,2,0,1,1
1,0,0,17834,0,0,8,0,0,2,0,650,755,0.0,1.23,9.0,4,437489,558,750,640,3,1,64.78,336066,424,3,0,1,1
2,0,0,17834,0,0,1,0,0,1,0,735,2055,0.0,1.91,14.78,2,147857,515,1740,700,4,1,64.78,336066,424,1,0,1,2
2,0,0,17834,0,0,1,0,0,2,1,830,1440,0.0,2.07,14.93,2,502861,626,1250,755,3,1,64.78,336066,424,1,0,1,2
2,0,0,17834,0,1,1,0,0,2,0,900,910,0.0,2.6,12.65,4,486369,714,901,850,3,2,64.78,502861,626,2,0,1,1
2,0,0,17834,0,0,4,0,0,2,0,1745,2055,0.0,1.6,15.09,4,148091,572,2040,1720,4,1,64.78,336066,424,3,0,2,1
1,0,0,17853,0,0,1,0,0,1,0,800,1515,0.0,13.56,32.49,2,41061,503,1445,735,3,1,142.41,370178,1450,1,0,1,1
1,0,0,17853,0,0,4,0,0,1,0,1600,1800,0.0,7.11,19.01,4,360234,1537,1700,1540,5,1,142.41,370178,1450,2,0,1,2
1,0,0,17853,0,0,4,0,0,2,0,1600,1830,0.0,8.2,23.33,4,110360,1545,1655,1545,5,1,142.41,370178,1450,1,0,1,2
1,0,0,17853,0,0,4,0,0,3,0,1600,1830,0.0,8.2,23.33,4,110360,1545,1655,1540,5,1,142.41,370178,1450,1,0,1,2
1,0,0,17853,0,0,4,0,0,4,0,1600,1800,0.0,8.2,23.33,4,110360,1545,1655,1540,5,1,142.41,370178,1450,1,0,1,2
2,0,0,17853,0,0,1,0,0,1,0,730,1735,0.0,13.56,32.49,2,41061,503,1700,700,5,1,142.41,370178,1450,1,0,1,1
2,0,0,17853,1,0,3,0,0,2,0,930,945,0.0,2.69,9.59,4,531136,1452,935,920,5,1,142.41,370178,1450,1,0,1,1
2,0,0,17853,2,0,3,0,0,2,0,1430,1540,0.0,2.69,9.59,4,531136,1452,1435,1415,5,1,142.41,370178,1450,2,0,1,2
2,0,0,17853,0,0,2,0,0,3,0,930,1540,0.0,2.69,9.59,3,531136,1452,1435,920,5,1,142.41,370178,1450,1,0,1,2
2,0,0,17853,1,0,3,0,0,4,0,930,945,0.0,2.69,9.59,4,531136,1452,935,920,5,1,142.41,370178,1450,1,0,1,1
2,0,0,17853,2,0,3,0,0,4,0,1430,1540,0.0,2.69,9.59,4,531136,1452,1435,1415,5,1,142.41,370178,1450,2,0,1,2
1,0,0,17857,0,0,1,0,0,1,0,630,1500,0.0,7.31,27.88,2,306494,398,1410,612,3,1,52.28,59896,698,1,0,2,5
2,0,0,17857,0,0,1,0,0,1,0,631,1532,0.0,7.31,27.88,2,306494,398,1457,614,3,1,52.28,59896,698,1,0,2,2
1,0,0,17858,1,0,5,0,0,1,0,1410,1610,0.0,22.66,43.82,4,657979,3528,1530,1340,4,1,28.58,574644,3675,1,0,1,1
1,0,0,17858,1,0,5,0,0,2,0,1410,1610,0.0,22.66,43.82,4,657979,3528,1530,1340,4,1,28.58,574644,3675,1,0,1,1
2,0,0,17858,1,0,8,0,0,1,0,1550,2005,0.0,12.32,28.7,4,645878,3641,1815,1530,4,1,28.58,574644,3675,1,0,1,2
2,0,0,17858,1,0,8,0,0,2,0,1550,2005,0.0,12.32,28.7,4,645878,3641,1815,1530,4,1,28.58,574644,3675,1,0,1,2
1,0,0,17863,0,0,1,0,0,1,0,1010,1948,0.0,5.73,32.24,2,506406,534,1800,941,5,1,54.54,419522,345,1,0,2,4
2,0,0,17863,0,0,1,0,0,1,0,1011,1825,0.0,5.73,32.24,2,506406,534,1750,940,4,1,54.54,419522,345,1,0,2,2
1,0,0,17868,0,0,1,0,0,1,0,620,1555,0.0,22.57,59.04,2,218235,983,1455,545,3,1,145.49,50314,2040,1,0,1,1
1,0,0,17868,0,0,3,0,0,2,0,801,807,-1.0,-1.0,-1.0,4,0,-1,805,757,4,1,145.49,50314,2040,1,0,1,1
1,0,0,17868,0,0,3,0,0,2,0,1502,1522,-1.0,-1.0,-1.0,4,0,-1,1520,1500,4,1,145.49,50314,2040,2,0,1,1
1,0,0,17868,0,0,5,0,0,2,0,1210,1340,0.0,7.14,20.88,4,217815,1230,1255,1050,3,1,145.49,50314,2040,3,0,4,3
1,0,0,17868,0,0,2,0,0,3,0,835,1522,-1.0,-1.0,-1.0,3,0,-1,1440,801,8,1,145.49,50314,2040,1,0,1,1
2,0,0,17868,0,0,1,0,0,1,0,620,1555,0.0,22.57,59.04,2,218235,983,1455,545,3,1,145.49,50314,2040,1,0,1,1
2,0,0,17868,0,0,3,0,0,2,0,1512,1519,-1.0,-1.0,-1.0,4,0,-1,1517,1510,4,1,145.49,50314,2040,1,0,1,1
2,0,0,17868,0,0,2,0,0,3,0,745,1520,-1.0,-1.0,-1.0,3,0,-1,1500,700,8,1,145.49,50314,2040,1,0,1,1
1,0,0,17890,0,0,1,0,0,1,0,905,1815,0.0,14.51,32.16,4,407141,1613,1720,830,4,1,49.18,27107,638,1,0,1,2
2,0,0,17890,0,0,1,0,0,1,1,900,1925,0.0,3.28,20.79,2,463546,527,1600,810,6,1,49.18,27107,638,1,1,1,3
2,0,0,17890,0,1,6,0,0,1,0,1150,1250,0.0,0.29,11.0,4,463539,478,1240,1140,1,2,49.18,463546,527,2,0,1,1
1,0,0,17893,0,0,1,0,0,1,1,850,1830,0.0,1.09,13.87,2,59044,530,1800,830,6,1,73.9,41121,484,1,1,1,1
1,0,0,17893,0,1,6,0,0,1,0,1305,1335,0.0,0.16,12.98,4,59033,522,1330,1300,1,2,73.9,59044,530,2,0,1,1
2,0,0,17893,0,0,1,0,0,1,0,840,1920,0.0,1.09,13.87,2,59044,530,1830,820,6,1,73.9,41121,484,1,1,1,2
1,0,0,17901,0,0,1,0,0,1,0,1115,1945,0.0,15.38,49.37,2,14205,971,1915,1045,3,1,192.46,101859,2010,1,0,1,1
1,0,0,17901,0,0,8,0,0,1,0,850,1030,0.0,2.76,9.32,4,206428,2022,1015,830,3,1,192.46,101859,2010,2,0,2,1
1,0,0,17901,0,0,1,0,0,2,0,830,1940,0.0,28.91,51.15,2,71806,1517,1655,732,3,1,192.46,101859,2010,1,0,1,4
1,0,0,17901,0,0,2,0,0,3,0,810,1540,0.0,4.21,16.03,3,133379,1278,1515,750,3,1,192.46,101859,2010,1,0,1,2
1,0,0,17901,0,0,2,0,0,4,0,725,1500,0.0,6.12,19.31,3,71183,2002,1435,700,8,1,192.46,101859,2010,1,0,1,1
2,0,0,17901,0,0,1,0,0,1,0,1245,1815,0.0,15.38,49.37,2,14205,971,1745,930,3,1,192.46,101859,2010,1,0,3,1
2,0,0,17901,0,0,3,0,0,2,0,1805,2225,-1.0,-1.0,-1.0,4,0,-1,1820,1745,5,1,192.46,101859,2010,1,0,2,4
2,0,0,17901,0,0,2,0,0,3,0,810,1745,0.0,4.21,16.03,3,133379,1278,1510,750,3,1,192.46,101859,2010,1,0,1,2
2,0,0,17901,0,0,2,0,0,4,0,725,1500,0.0,6.12,19.31,3,71183,2002,1435,700,8,1,192.46,101859,2010,1,0,1,1
1,0,0,17932,0,0,1,0,0,1,0,600,1440,0.0,2.12,10.02,2,56945,1397,1430,555,3,1,135.45,104593,1363,1,0,1,1
1,0,0,17932,1,0,4,0,0,1,0,1900,2045,0.0,6.89,21.63,4,261042,1416,2030,1845,4,1,135.45,104593,1363,2,0,1,1
1,0,0,17932,0,0,1,0,0,2,0,650,1835,0.0,10.99,34.33,2,256813,1011,1800,620,3,1,135.45,104593,1363,1,0,1,1
1,0,0,17932,1,0,4,0,0,2,0,1900,2045,0.0,6.89,21.63,4,261042,1416,2030,1845,4,1,135.45,104593,1363,2,0,1,1
2,0,0,17932,0,0,1,0,0,1,0,600,1440,0.0,2.12,10.02,2,56945,1397,1430,555,3,1,135.45,104593,1363,1,0,1,1
2,0,0,17932,0,0,1,0,0,2,0,640,1740,0.0,10.99,34.33,2,256813,1011,1150,615,3,1,135.45,104593,1363,1,0,1,3
1,0,0,17968,0,0,3,0,0,1,0,710,720,0.0,2.82,10.4,4,218282,1332,711,700,5,1,207.17,4197,1341,1,0,1,1
1,1,0,17968,0,0,3,0,0,1,0,900,920,0.0,1.96,7.65,4,233489,1347,910,845,4,1,207.17,4197,1341,2,0,1,1
1,0,2,17968,0,0,3,0,0,1,0,1530,1550,0.0,1.96,7.65,4,233489,1347,1535,1515,4,1,207.17,4197,1341,3,0,1,1
1,0,0,17968,0,0,1,0,0,2,0,600,1525,0.0,20.18,48.43,2,166962,1931,1130,520,3,1,207.17,4197,1341,1,0,1,3
1,0,0,17968,0,0,2,0,0,3,0,710,1420,0.0,2.82,10.4,4,218282,1332,1405,700,8,1,207.17,4197,1341,1,0,1,1
1,0,0,17968,0,0,2,0,0,4,0,755,1445,0.0,0.39,3.55,3,227731,1341,1430,745,1,1,207.17,4197,1341,1,0,1,1
1,1,2,17968,0,0,2,0,0,5,0,900,1550,0.0,1.96,7.65,3,233489,1347,1535,845,4,1,207.17,4197,1341,1,0,1,1
2,1,0,17968,0,0,3,0,0,1,0,710,720,0.0,2.82,10.4,4,218282,1332,711,700,4,1,207.17,4197,1341,1,0,1,1
2,2,0,17968,0,0,3,0,0,1,0,855,920,0.0,1.96,7.65,4,233489,1347,910,845,4,1,207.17,4197,1341,2,0,1,1
2,0,0,17968,0,0,1,0,0,2,0,600,1520,0.0,20.18,48.43,2,166962,1931,1130,530,3,1,207.17,4197,1341,1,0,1,3
2,0,0,17968,0,0,3,0,0,2,0,1855,1910,0.0,1.86,7.75,4,218284,1336,1900,1850,4,1,207.17,4197,1341,2,0,1,1
2,0,0,17968,0,0,3,0,0,2,0,1958,2010,0.0,1.86,7.75,4,218284,1336,2005,1950,4,1,207.17,4197,1341,3,0,1,1
2,1,0,17968,0,0,2,0,0,3,0,710,1420,0.0,2.82,10.4,4,218282,1332,1405,700,8,1,207.17,4197,1341,1,0,1,1
2,0,0,17968,0,0,8,0,0,3,0,1855,2010,0.0,1.86,7.75,4,218284,1336,2005,1850,4,1,207.17,4197,1341,2,0,1,1
2,0,0,17968,0,0,2,0,0,4,0,755,1445,0.0,0.39,3.55,3,227731,1341,1430,745,1,1,207.17,4197,1341,1,0,1,1
2,2,0,17968,0,0,2,0,0,5,0,855,1550,0.0,1.96,7.65,3,233489,1347,1535,845,4,1,207.17,4197,1341,1,0,1,1
1,1,2,17971,0,0,1,0,0,1,0,825,1715,0.0,10.36,25.18,2,84821,966,1630,730,4,1,94.28,206765,811,1,0,1,1
1,1,0,17971,0,0,3,0,0,2,0,825,1050,0.0,10.36,25.18,4,84877,966,832,730,4,1,94.28,206765,811,1,0,1,2
1,0,2,17971,0,0,3,0,0,2,0,1630,1715,0.0,10.36,25.18,4,84877,966,1630,1600,4,1,94.28,206765,811,2,0,1,1
1,0,0,17971,0,0,1,0,0,4,0,1530,2115,0.0,7.5,23.12,2,202089,974,2100,1500,3,1,94.28,206765,811,1,0,1,1
2,1,2,17971,0,0,1,0,0,1,0,800,1715,0.0,10.36,25.18,2,84821,966,1630,730,4,1,94.28,206765,811,1,0,1,1
2,1,0,17971,0,0,3,0,0,2,0,800,830,0.0,10.36,25.18,4,84877,966,801,730,4,1,94.28,206765,811,1,0,1,1
2,0,2,17971,0,0,3,0,0,2,0,1630,1715,0.0,10.36,25.18,4,84877,966,1630,1600,4,1,94.28,206765,811,2,0,1,1
2,0,0,17990,0,0,6,0,0,1,0,1730,2130,0.0,15.93,49.89,4,535658,519,2015,1500,7,1,176.75,242823,1361,1,3,2,2
2,0,0,17990,0,0,8,0,0,1,0,1105,1335,0.0,9.58,26.02,4,218650,1441,1200,1045,3,1,176.75,242823,1361,2,0,1,3
1,0,0,18001,0,0,1,1,2,1,0,728,1720,0.0,5.61,18.69,2,886306,3301,1630,700,5,1,144.59,113471,2066,1,0,2,2
1,0,0,18001,0,0,1,0,0,2,0,527,1709,0.0,20.37,52.78,2,276754,1222,1615,500,3,1,144.59,113471,2066,1,0,1,1
1,0,0,18001,0,0,2,1,2,3,0,715,1720,0.0,4.89,17.2,4,778945,3300,1700,700,5,1,144.59,113471,2066,1,0,1,1
1,0,0,18001,0,0,2,1,2,4,0,715,1720,0.0,4.89,17.2,4,778945,3300,1700,700,5,1,144.59,113471,2066,1,0,1,1
2,0,0,18001,0,0,1,1,2,1,0,728,1715,0.0,5.61,18.69,2,886306,3301,1630,700,5,1,144.59,113471,2066,1,0,2,2
2,0,0,18001,0,0,1,0,0,2,0,531,1720,0.0,20.37,52.78,2,276754,1222,1620,459,3,1,144.59,113471,2066,1,0,1,1
2,0,0,18001,0,0,2,1,2,3,0,715,1715,0.0,4.89,17.2,4,778945,3300,1655,700,5,1,144.59,113471,2066,1,0,1,1
2,0,0,18001,0,0,2,1,2,4,0,715,1715,0.0,4.89,17.2,4,778945,3300,1655,700,5,1,144.59,113471,2066,1,0,1,1
1,0,0,18005,0,0,5,0,0,1,0,1402,1417,0.0,0.18,6.72,4,254527,425,1415,1401,1,1,47.38,254554,425,1,0,1,1
1,0,0,18005,0,0,5,0,0,1,0,1714,1725,0.0,0.94,8.2,4,336058,424,1719,1710,1,1,47.38,254554,425,2,0,1,1
1,0,0,18005,0,0,5,0,0,1,0,2140,2146,0.0,0.94,8.2,4,336058,424,2143,2135,1,1,47.38,254554,425,3,0,1,1
2,0,0,18005,0,0,5,0,0,1,0,1253,1401,0.0,0.94,8.2,4,336058,424,1340,1230,1,1,47.38,254554,425,1,0,2,1
2,0,0,18005,0,0,5,0,0,1,0,1705,1716,0.0,0.18,6.72,4,254527,425,1711,1701,1,1,47.38,254554,425,2,0,1,1
2,0,0,18005,0,0,5,0,0,1,0,2250,2301,0.0,0.94,8.2,4,336058,424,2255,2245,1,1,47.38,254554,425,3,0,1,1
2,0,0,18005,0,0,6,0,0,1,0,1605,1656,0.0,0.18,6.72,4,254549,425,1645,1604,1,1,47.38,254554,425,4,0,1,2
1,0,0,18024,0,0,4,0,0,1,0,1010,1040,0.0,1.95,10.25,4,94839,392,1030,1000,3,1,62.08,109128,345,1,0,1,1
1,0,0,18024,0,0,5,0,0,1,0,1410,1615,0.0,1.79,9.51,4,500414,349,1500,1400,3,1,62.08,109128,345,2,0,1,2
1,0,0,18024,0,0,1,0,0,2,0,845,1840,0.0,15.64,43.07,2,64006,1471,1800,752,3,1,62.08,109128,345,1,0,1,1
2,0,0,18024,0,0,4,0,0,1,0,1100,1145,0.0,1.79,9.51,4,169194,349,1130,1050,3,1,62.08,109128,345,1,0,1,1
2,0,0,18024,0,0,1,0,0,2,0,900,1940,0.0,15.64,43.07,2,64006,1471,1815,750,3,1,62.08,109128,345,1,0,2,2
1,0,0,18040,0,0,2,0,0,3,0,815,1600,0.0,4.49,19.47,3,433172,1078,1545,800,8,1,314.6,121929,1123,1,0,1,1
2,0,0,18040,0,0,2,0,0,3,0,815,1600,0.0,4.49,19.47,3,433172,1078,1545,800,8,1,314.6,121929,1123,1,0,1,1
1,0,0,18044,0,0,1,0,0,1,0,1000,1800,0.0,9.17,31.97,2,181153,1616,1715,820,3,1,806.18,135731,1788,1,0,2,1
1,0,0,18044,0,0,1,0,0,2,0,920,1640,0.0,6.32,23.92,2,432802,1653,1620,900,3,1,806.18,135731,1788,1,0,1,1
1,0,0,18044,0,0,5,0,0,2,0,1715,1750,0.0,5.81,18.79,4,440432,1777,1735,1700,3,1,806.18,135731,1788,2,0,1,1
2,0,0,18044,0,0,1,1,2,1,0,915,1700,0.0,9.17,31.97,2,181153,1616,1600,835,4,1,806.18,135731,1788,1,0,2,2
2,0,0,18044,0,0,1,1,2,2,0,855,1700,0.0,6.32,23.92,2,432802,1653,1630,835,4,1,806.18,135731,1788,1,0,1,1
1,0,0,18049,0,0,1,0,0,1,0,655,1725,0.0,6.42,14.2,2,904705,3295,1700,640,3,1,197.38,888778,3287,1,0,1,1
1,0,0,18049,1,0,6,0,0,1,0,1855,2215,0.0,17.93,40.69,4,167565,2072,2130,1815,4,1,197.38,888778,3287,2,0,1,1
1,0,0,18049,1,0,3,0,0,2,0,1855,2215,0.0,17.93,40.69,4,167565,2072,2130,1815,4,1,197.38,888778,3287,1,0,1,1
2,0,0,18049,0,0,1,0,0,1,0,655,1740,0.0,6.42,14.2,2,904705,3295,1715,640,3,1,197.38,888778,3287,1,0,1,1
2,0,0,18049,2,0,3,0,0,1,0,2150,30,0.0,1.21,8.84,4,955032,3286,20,2105,4,1,197.38,888778,3287,2,0,3,1
2,0,0,18049,1,0,6,0,0,1,0,1835,2040,0.0,2.03,10.2,4,735312,3315,2030,1825,4,1,197.38,888778,3287,3,0,1,1
2,0,0,18049,0,0,1,0,0,2,0,950,1645,0.0,6.42,14.2,2,904705,3295,1630,935,3,1,197.38,888778,3287,1,0,1,1
2,0,0,18049,1,0,3,0,0,2,0,1835,2040,0.0,2.03,10.2,4,735312,3315,2030,1825,4,1,197.38,888778,3287,2,0,1,1
2,0,0,18049,2,0,3,0,0,2,0,2150,30,0.0,1.21,8.84,4,955032,3286,20,2105,4,1,197.38,888778,3287,3,0,3,1
1,0,0,18055,0,0,3,0,0,1,0,1000,1220,0.0,2.22,12.25,4,957058,2514,1014,940,5,1,118.49,1058338,2593,1,0,1,6
2,0,0,18055,0,0,4,0,0,1,0,1000,1355,0.0,1.14,8.98,4,1009000,2574,1200,900,5,1,118.49,1058338,2593,1,0,2,2
1,0,0,18108,0,0,5,0,0,1,0,925,1003,0.0,1.4,8.53,4,210207,244,955,918,3,1,70.56,221209,153,1,0,1,1
1,0,0,18108,0,0,7,0,0,1,0,1415,1430,0.0,0.67,6.16,4,346370,149,1416,1400,1,1,70.56,221209,153,2,0,1,1
2,0,0,18108,0,0,4,0,0,1,0,810,835,0.0,1.95,11.3,4,210168,242,830,800,3,1,70.56,221209,153,1,0,1,1
2,0,0,18108,0,0,7,0,0,1,0,1520,1540,0.0,0.67,6.16,4,346370,149,1521,1500,1,1,70.56,221209,153,2,0,1,1
1,0,0,18114,0,0,1,0,0,1,0,835,1230,0.0,2.42,12.4,4,995709,2644,1225,830,3,1,189.51,1071474,2586,1,0,1,1
1,0,0,18114,0,0,4,0,0,1,0,1810,1935,0.0,1.66,9.25,4,994745,2629,1930,1805,4,1,189.51,1071474,2586,2,0,1,1
1,0,0,18114,1,0,4,0,0,1,0,1950,2105,0.0,2.52,12.79,4,1101173,2637,2100,1945,4,1,189.51,1071474,2586,3,0,1,1
1,0,0,18114,0,0,9,0,0,1,0,1350,1435,0.0,14.17,50.44,4,144097,357,1415,1330,4,1,189.51,1071474,2586,4,0,1,1
1,0,0,18114,0,0,2,0,0,2,0,730,1435,0.0,0.88,7.04,3,1132729,2587,1425,720,1,1,189.51,1071474,2586,1,0,1,1
1,0,0,18114,1,0,4,0,0,2,0,1950,2105,0.0,2.52,12.79,4,1101173,2637,2100,1945,4,1,189.51,1071474,2586,2,0,1,1
2,0,0,18114,0,0,3,0,0,1,0,1607,1615,0.0,2.42,12.4,4,991995,2644,1610,1530,5,1,189.51,1071474,2586,1,0,3,1
2,0,0,18114,0,0,7,0,0,1,0,1410,1505,0.0,1.66,9.25,4,994745,2629,1500,1320,3,1,189.51,1071474,2586,2,0,2,1
2,0,0,18114,0,0,2,0,0,2,0,730,1500,0.0,0.88,7.04,3,1132729,2587,1425,720,1,1,189.51,1071474,2586,1,0,1,2
2,0,0,18114,0,0,4,0,0,2,0,1540,1615,0.0,2.42,12.4,4,991995,2644,1610,1530,4,1,189.51,1071474,2586,2,0,1,1
1,0,0,18118,0,0,1,0,0,1,0,1015,1210,0.0,13.11,45.76,4,701010,2743,1140,945,3,1,545.79,845704,2675,1,0,1,1
1,0,0,18118,1,0,3,0,0,1,0,2215,2320,0.0,41.37,283.89,4,218235,983,2220,1730,5,1,545.79,845704,2675,2,0,3,1
1,0,0,18118,1,0,3,0,0,2,0,2215,2320,0.0,41.37,283.89,4,218235,983,2220,1730,5,1,545.79,845704,2675,1,0,3,1
2,0,0,18118,0,0,1,0,0,1,0,1000,1915,0.0,11.83,43.71,4,700922,2738,1845,930,3,1,545.79,845704,2675,1,0,1,1
2,0,0,18118,0,0,8,0,0,2,0,1425,1530,0.0,2.87,9.92,4,688789,2679,1525,1400,3,1,545.79,845704,2675,1,0,2,1
1,0,0,18146,0,0,1,0,0,1,0,805,1830,0.0,31.77,246.0,2,480856,1017,1630,700,3,1,613.86,700992,2740,1,0,1,1
2,0,0,18146,0,0,1,0,0,1,0,730,1750,0.0,31.77,246.0,2,480856,1017,1600,645,3,1,613.86,700992,2740,1,0,1,2
2,0,0,18146,0,0,4,0,0,1,0,1950,2035,0.0,22.99,45.22,4,579417,3607,2010,1930,4,1,613.86,700992,2740,2,0,1,1
2,0,0,18146,0,0,4,0,0,1,0,2100,2345,0.0,8.21,195.49,4,716719,2933,2330,2045,4,1,613.86,700992,2740,3,0,1,1
1,0,0,18167,0,0,1,0,0,1,0,530,1445,0.0,3.37,14.35,2,159048,1445,1430,515,3,1,152.26,288278,1977,1,0,1,1
1,0,0,18167,0,0,7,0,0,1,0,1800,2130,0.0,12.68,30.21,4,206907,1429,2100,1730,3,1,152.26,288278,1977,2,0,1,1
2,0,0,18167,0,0,1,0,0,1,0,535,1530,0.0,3.37,14.35,2,159048,1445,1130,520,3,1,152.26,288278,1977,1,0,1,3
2,0,0,18167,0,0,7,0,0,1,0,1830,2145,0.0,13.28,31.9,4,110381,1548,2115,1800,3,1,152.26,288278,1977,2,0,1,1
1,1,0,18170,0,0,3,0,0,1,0,1220,1230,0.0,0.65,4.62,4,1134422,2470,1225,1215,5,1,205.6,1103459,2470,1,0,1,1
1,0,2,18170,0,0,3,0,0,1,0,1450,1500,0.0,0.65,4.62,4,1134422,2470,1455,1445,5,1,205.6,1103459,2470,2,0,1,1
1,0,0,18170,2,0,3,0,0,1,0,1550,1715,0.0,4.41,16.05,4,1148819,2423,1645,1530,4,1,205.6,1103459,2470,3,0,1,1
1,0,0,18170,1,0,8,0,0,1,0,1000,1130,0.0,4.41,16.05,4,1148819,2423,1105,945,4,1,205.6,1103459,2470,4,0,1,1
1,0,0,18170,0,0,1,0,0,2,0,1105,1555,0.0,43.73,91.44,4,162275,1127,1410,930,3,1,205.6,1103459,2470,1,0,2,2
1,1,2,18170,0,0,2,0,0,3,0,1220,1500,0.0,0.65,4.62,3,1134422,2470,1455,1215,5,1,205.6,1103459,2470,1,0,1,1
1,0,0,18170,1,0,8,0,0,3,0,1000,1130,0.0,4.41,16.05,4,1148819,2423,1105,945,4,1,205.6,1103459,2470,2,0,1,1
1,0,0,18170,2,0,8,0,0,3,0,1550,1715,0.0,4.41,16.05,4,1148819,2423,1645,1530,4,1,205.6,1103459,2470,3,0,1,1
2,0,0,18170,1,0,8,0,0,1,0,1000,1135,0.0,4.41,16.05,4,1148819,2423,1110,945,4,1,205.6,1103459,2470,1,0,1,1
2,0,0,18170,1,0,8,0,0,3,0,1000,1135,0.0,4.41,16.05,4,1148819,2423,1110,945,4,1,205.6,1103459,2470,1,0,1,1
