day,fhtindx1,fhtindx2,hhno,jtindex,parent,pdpurp,phtindx1,phtindx2,pno,subtrs,tardest,tarorig,tautocost,tautodist,tautotime,tdadtyp,tdpcl,tdtaz,tlvdest,tlvorig,tmodetp,toadtyp,toexpfac,topcl,totaz,tour,tpathtp,tripsh1,tripsh2
1,0,0,2502,0,0,1,0,0,1,0,600,1600,0.0,14.64,42.13,2,110391,1548,1520,510,5,1,59.32,393510,733,1,0,1,1
1,0,0,2502,0,0,4,0,0,1,0,1645,1915,0.0,3.56,14.23,4,188460,833,1900,1630,5,1,59.32,393510,733,2,0,1,1
1,0,0,2502,0,0,8,0,0,1,0,1930,2050,0.0,0.45,6.04,4,60145,732,2045,1925,1,1,59.32,393510,733,3,0,1,1
1,0,0,2502,0,0,6,0,0,2,0,1300,1400,0.0,0.63,7.3,4,105670,738,1330,1255,3,1,59.32,393510,733,1,0,1,1
1,0,0,2502,0,0,6,0,0,2,0,1432,1510,0.0,2.57,12.96,4,473071,691,1500,1420,3,1,59.32,393510,733,2,0,1,1
1,0,0,2502,0,0,8,0,0,2,0,530,700,0.0,0.45,6.04,4,60145,732,630,500,3,1,59.32,393510,733,3,0,1,1
2,0,0,2502,0,0,1,0,0,1,0,600,1600,0.0,14.64,42.13,2,110391,1548,1520,510,5,1,59.32,393510,733,1,0,1,1
2,0,0,2502,0,0,6,0,0,2,0,930,1012,0.0,0.93,7.03,4,184081,747,1000,900,3,1,59.32,393510,733,1,0,1,1
2,0,0,2502,0,0,6,0,0,2,0,1125,1310,0.0,2.57,12.96,4,473071,691,1300,1115,3,1,59.32,393510,733,2,0,1,1
2,0,0,2502,0,0,8,0,0,2,0,530,705,0.0,0.45,6.04,4,60145,732,700,500,3,1,59.32,393510,733,3,0,1,1
1,0,0,2503,0,0,7,0,0,1,0,1123,1441,0.0,3.74,17.5,4,765203,2919,1345,1105,3,1,105.43,954780,2829,1,0,1,3
2,0,0,2503,0,0,9,0,0,1,0,752,852,0.0,4.9,19.7,4,774155,2977,838,738,3,1,105.43,954780,2829,1,0,1,1
1,0,0,2507,0,0,6,0,0,1,0,1215,1345,0.0,9.5,17.05,4,647203,3528,1300,1110,5,1,54.15,591944,3476,1,0,2,3
1,0,0,2507,0,0,4,0,0,2,0,858,1029,0.0,3.7,15.14,4,664756,3492,1017,845,3,1,54.15,591944,3476,1,0,1,1
2,0,0,2507,0,0,7,0,0,1,0,1730,2130,0.0,10.12,25.24,4,597836,3484,2100,1700,5,1,54.15,591944,3476,1,0,1,1
1,0,0,2509,0,0,4,0,0,1,0,1316,1406,0.0,1.14,6.82,4,718480,3254,1400,1114,3,1,130.39,952065,3252,1,0,5,1
1,0,0,2509,0,0,4,0,0,1,0,1908,2232,0.0,1.14,6.82,4,718480,3254,2227,1906,3,1,130.39,952065,3252,2,0,1,1
1,0,0,2509,0,0,8,0,0,1,0,1745,1851,0.0,2.85,13.34,4,768611,3185,1844,1735,3,1,130.39,952065,3252,3,0,1,1
2,0,0,2509,0,0,3,0,0,1,0,1340,1522,0.0,1.14,6.82,4,718480,3254,1355,1332,5,1,130.39,952065,3252,1,0,1,3
2,0,0,2509,0,0,4,0,0,1,0,1019,1115,0.0,9.11,21.92,4,817337,3374,1050,952,3,1,130.39,952065,3252,2,0,1,1
2,0,0,2509,0,0,4,0,0,1,0,1829,2008,0.0,1.14,6.82,4,718480,3254,2003,1825,3,1,130.39,952065,3252,3,0,1,1
1,0,0,2512,0,0,1,0,0,1,0,830,1800,0.0,6.45,21.67,2,208552,762,1725,810,3,1,60.83,429662,561,1,0,1,2
1,0,0,2512,0,0,1,0,0,2,0,827,1858,0.0,10.52,24.51,4,311139,1471,1835,805,3,1,60.83,429662,561,1,0,1,1
2,0,0,2512,0,0,1,0,0,1,0,940,1725,0.0,31.26,49.78,4,1094843,2373,1135,808,3,1,60.83,429662,561,1,0,2,6
2,0,0,2512,0,0,3,0,0,1,0,1802,1825,0.0,2.98,20.58,4,148685,434,1803,1745,5,1,60.83,429662,561,2,0,1,1
2,0,0,2512,0,0,3,0,0,1,0,2100,2115,0.0,2.98,20.58,4,148685,434,2101,2045,5,1,60.83,429662,561,3,0,1,1
2,0,0,2512,0,0,1,0,0,2,0,830,1730,0.0,10.52,24.51,4,311139,1471,1650,808,3,1,60.83,429662,561,1,0,1,1
2,0,0,2512,0,0,9,0,0,2,0,1755,1811,0.0,1.78,12.91,4,386515,553,1800,1744,5,1,60.83,429662,561,2,0,1,1
1,0,0,2535,1,0,4,0,0,1,0,850,940,0.0,5.62,21.71,4,41069,493,930,818,4,1,86.72,154341,186,1,0,1,1
1,0,0,2535,2,0,7,0,0,1,0,1415,1505,0.0,5.09,24.3,4,565811,562,1445,1340,4,1,86.72,154341,186,2,0,2,1
1,0,0,2535,2,0,3,0,0,2,0,1400,1505,0.0,6.06,23.56,4,496191,555,1410,1340,4,1,86.72,154341,186,1,0,1,2
1,0,0,2535,1,0,4,0,0,2,0,850,940,0.0,5.62,21.71,4,41069,493,930,818,4,1,86.72,154341,186,2,0,1,1
2,0,0,2535,1,0,5,0,0,1,0,955,1030,0.0,1.26,7.6,4,489041,191,1025,945,4,1,86.72,154341,186,1,0,1,1
2,0,0,2535,0,0,9,0,0,1,0,1310,1415,0.0,1.01,7.71,4,27550,190,1400,1245,1,1,86.72,154341,186,2,0,1,1
2,0,0,2535,1,0,5,0,0,2,0,955,1030,0.0,1.26,7.6,4,489041,191,1025,945,4,1,86.72,154341,186,1,0,1,1
1,0,0,2539,0,0,1,0,0,1,0,800,2030,0.0,16.29,39.0,2,988207,2281,1500,720,3,1,114.18,1172682,2216,1,0,1,3
1,0,0,2539,0,0,3,0,0,2,0,1800,1910,0.0,33.45,73.18,4,1014068,2642,1820,1203,4,1,114.18,1172682,2216,1,0,3,1
2,0,0,2539,0,0,1,0,0,2,0,825,1845,0.0,20.93,45.66,2,1147912,2391,1756,740,3,1,114.18,1172682,2216,1,0,1,1
1,0,0,2542,0,0,4,0,0,1,0,820,1255,0.0,7.27,18.23,4,219847,649,1125,800,3,1,41.38,143987,221,1,0,1,2
1,0,0,2543,0,0,1,0,0,1,0,830,1835,0.0,21.52,48.93,2,152629,1446,1700,800,3,1,147.89,130557,1743,1,0,1,3
1,0,0,2543,1,0,4,0,0,2,0,1735,1815,0.0,6.36,24.49,4,470821,1656,1755,1715,4,1,147.89,130557,1743,1,0,1,1
1,0,0,2543,0,0,1,0,0,3,1,1307,2030,0.0,8.33,27.94,2,189062,1663,2000,1245,3,1,147.89,130557,1743,1,0,1,1
1,0,0,2543,0,1,5,0,0,3,0,1335,1348,0.0,0.4,3.59,4,479522,1663,1345,1330,3,2,147.89,189062,1663,2,0,1,1
1,0,0,2543,1,0,3,0,0,4,0,1735,1815,0.0,6.36,24.49,4,470821,1656,1755,1715,4,1,147.89,130557,1743,1,0,1,1
2,0,0,2543,0,0,1,0,0,1,0,745,1820,0.0,21.52,48.93,2,152629,1446,1715,715,3,1,147.89,130557,1743,1,0,1,2
2,0,0,2543,0,0,1,0,0,3,0,845,1212,0.0,8.33,27.94,2,189062,1663,1055,756,3,1,147.89,130557,1743,1,0,2,4
2,0,0,2543,0,0,1,0,0,3,1,1352,2116,0.0,8.33,27.94,2,189062,1663,2045,1335,3,1,147.89,130557,1743,2,0,1,2
2,0,0,2543,0,2,5,0,0,3,0,1755,1815,0.0,0.4,3.59,4,479522,1663,1804,1754,3,2,147.89,189062,1663,3,0,1,2
1,0,0,2551,0,0,1,0,0,1,0,735,1735,0.0,12.83,37.02,2,115549,1188,1655,705,5,1,165.21,743549,3174,1,0,1,1
1,0,0,2551,0,0,5,0,0,2,0,1222,1252,0.0,5.05,14.17,4,735309,3315,1240,1205,3,1,165.21,743549,3174,1,0,2,1
2,0,0,2551,0,0,1,0,0,1,0,744,1810,0.0,12.83,37.02,2,115549,1188,1710,710,5,1,165.21,743549,3174,1,0,1,2
2,0,0,2551,0,0,3,0,0,1,0,1900,2143,0.0,4.61,14.77,4,955032,3286,2125,1845,5,1,165.21,743549,3174,2,0,1,2
2,0,0,2551,0,0,2,0,0,2,0,1150,1540,0.0,12.83,37.02,3,115549,1188,1510,1125,3,1,165.21,743549,3174,1,0,1,1
1,0,0,2563,0,0,4,0,0,1,0,1924,2208,0.0,3.56,15.95,4,203596,1821,2148,1915,3,1,158.87,441332,1834,1,0,1,1
1,0,0,2575,0,0,5,0,0,1,0,1636,1715,0.0,1.61,8.66,4,722567,3269,1710,1631,3,1,390.99,929167,3329,1,0,1,1
1,0,0,2575,0,0,8,0,0,1,0,1101,1427,0.0,1.41,6.08,4,710654,3334,1410,1052,3,1,390.99,929167,3329,2,0,1,2
2,0,0,2575,0,0,5,0,0,1,0,1440,1703,0.0,8.33,25.41,4,835441,3436,1625,1201,5,1,390.99,929167,3329,1,0,3,1
1,0,0,2591,0,0,1,0,0,1,0,800,1220,0.0,3.98,17.08,2,946507,2946,1210,750,3,1,92.72,821190,2794,1,0,1,1
1,0,0,2591,0,0,8,0,0,1,0,1400,1500,0.0,5.43,21.88,4,928677,2959,1445,1335,4,1,92.72,821190,2794,2,0,2,1
1,0,0,2591,0,0,4,0,0,2,0,820,840,0.0,3.15,16.05,4,716639,2934,830,810,3,1,92.72,821190,2794,1,0,1,1
1,0,0,2591,0,0,5,0,0,2,0,1115,1150,0.0,0.99,7.48,4,913498,2790,1145,1050,3,1,92.72,821190,2794,2,0,2,1
2,0,0,2591,0,0,1,0,0,1,0,800,1610,0.0,3.98,17.08,2,946507,2946,1230,750,3,1,92.72,821190,2794,1,0,1,2
2,0,0,2591,0,0,5,0,0,2,0,950,1130,0.0,4.66,20.43,4,851705,2958,1105,915,3,1,92.72,821190,2794,1,0,1,1
2,0,0,2591,0,0,6,0,0,2,0,1315,1600,-1.0,-1.0,-1.0,4,0,-1,1430,1300,3,1,92.72,821190,2794,2,0,1,3
1,0,0,2605,0,0,1,0,0,1,0,620,1731,0.0,19.62,44.86,2,23145,1792,1600,535,3,1,140.59,1121446,2240,1,0,1,3
1,0,0,2605,0,0,1,0,0,2,0,603,1851,0.0,15.2,30.84,2,961555,2419,1814,535,3,1,140.59,1121446,2240,1,0,1,1
2,0,0,2605,0,0,1,0,0,1,0,612,1654,0.0,19.62,44.86,2,23145,1792,1613,538,3,1,140.59,1121446,2240,1,0,1,1
2,0,0,2605,0,0,1,0,0,2,0,601,1846,0.0,15.2,30.84,2,961555,2419,1818,534,3,1,140.59,1121446,2240,1,0,1,1
1,0,0,2622,0,0,3,0,0,1,0,1705,1855,0.0,3.08,17.85,4,944710,2813,1706,1650,4,1,134.1,781797,2763,1,0,1,3
1,0,0,2622,0,0,1,0,0,2,1,936,1856,0.0,4.81,23.96,2,716672,2956,1715,916,3,1,134.1,781797,2763,1,0,1,2
1,0,0,2622,0,1,1,0,0,2,0,1429,1443,0.0,3.45,17.04,4,763548,2892,1433,1240,3,2,134.1,716672,2956,2,0,2,1
2,0,0,2622,0,0,4,0,0,1,0,705,820,0.0,2.48,15.37,4,777192,2834,810,653,3,1,134.1,781797,2763,1,0,1,1
2,0,0,2622,0,0,1,0,0,2,0,852,1818,0.0,4.81,23.96,2,716672,2956,1509,836,3,1,134.1,781797,2763,1,0,1,3
1,0,0,2658,0,0,1,0,0,1,0,755,1810,0.0,6.57,16.82,2,1173675,2135,1801,745,3,1,143.22,1181923,2099,1,0,1,1
1,0,0,2658,0,0,1,0,0,2,0,730,1745,0.0,29.76,48.01,2,1146819,2394,1701,645,3,1,143.22,1181923,2099,1,0,1,1
2,0,0,2658,0,0,1,0,0,1,0,801,1715,0.0,6.57,16.82,2,1173675,2135,1701,745,3,1,143.22,1181923,2099,1,0,1,1
2,0,0,2658,1,0,6,0,0,1,0,2010,2140,0.0,1.07,6.28,4,1182735,2099,2130,2001,4,1,143.22,1181923,2099,2,0,1,1
2,0,0,2658,0,0,1,0,0,2,0,840,1730,0.0,52.09,103.35,4,147809,500,1430,630,4,1,143.22,1181923,2099,1,0,2,2
2,0,0,2658,1,0,6,0,0,2,0,2010,2140,0.0,1.07,6.28,4,1182735,2099,2130,2001,4,1,143.22,1181923,2099,2,0,1,1
2,0,0,2673,0,0,3,0,0,1,0,2130,2145,0.0,3.78,15.83,4,117001,166,2131,1730,4,1,54.54,357811,2,1,0,4,1
1,0,0,2702,0,0,1,0,0,1,0,813,1845,0.0,3.25,12.67,2,140727,1169,1830,800,3,1,137.93,523717,1164,1,0,2,1
2,0,0,2702,0,0,1,0,0,1,0,920,1915,0.0,3.25,12.67,2,140727,1169,1900,810,3,1,137.93,523717,1164,1,0,2,1
1,0,0,2707,0,0,4,0,0,1,0,1310,1441,0.0,2.51,12.6,4,460707,739,1345,1258,3,1,70.56,540920,678,1,0,1,3
2,0,0,2707,0,0,6,0,0,1,0,1810,1825,0.0,2.26,12.1,4,59859,732,1820,1805,3,1,70.56,540920,678,1,0,1,1
2,0,0,2707,0,0,9,0,0,1,0,1327,1350,0.0,0.61,5.88,4,391570,679,1345,1307,3,1,70.56,540920,678,2,0,2,1
1,0,0,2709,0,0,2,0,0,1,0,755,945,0.0,11.52,27.28,3,698244,3029,915,730,3,1,257.74,825054,3258,1,0,1,1
1,0,0,2709,0,0,1,0,0,2,0,630,1650,0.0,16.66,34.57,2,1500003,3354,1630,600,3,1,257.74,825054,3258,1,0,1,1
2,0,0,2709,0,0,2,0,0,1,0,755,945,0.0,11.52,27.28,3,698244,3029,915,730,3,1,257.74,825054,3258,1,0,1,1
2,0,0,2709,0,0,2,0,0,1,0,1400,1700,0.0,11.52,27.28,3,698244,3029,1615,1330,3,1,257.74,825054,3258,2,0,1,1
2,0,0,2709,0,0,1,0,0,2,0,630,1650,0.0,16.66,34.57,2,1500003,3354,1630,600,3,1,257.74,825054,3258,1,0,1,1
1,0,0,2736,0,0,8,0,0,1,0,1115,1440,0.0,2.78,13.31,4,207389,1563,1330,1100,3,1,194.88,447971,1516,1,0,1,2
1,0,0,2753,0,0,1,0,0,1,0,930,1640,0.0,16.8,35.66,2,97276,1045,1615,900,3,1,68.65,547817,700,1,0,1,1
1,0,0,2753,1,0,8,0,0,1,0,1700,1945,0.0,3.34,15.09,4,9986,693,1930,1645,5,1,68.65,547817,700,2,0,1,1
1,0,0,2753,2,0,3,0,0,2,0,1150,1210,0.0,1.62,11.91,4,177797,740,1200,850,5,1,68.65,547817,700,1,0,5,1
1,0,0,2753,3,0,3,0,0,2,0,1510,1540,0.0,2.83,12.95,4,473071,691,1525,1500,5,1,68.65,547817,700,2,0,1,1
1,0,0,2753,1,0,8,0,0,2,0,1700,1945,0.0,3.34,15.09,4,9986,693,1930,1645,5,1,68.65,547817,700,3,0,1,1
1,0,0,2753,0,0,2,0,0,3,0,900,1540,0.0,2.83,12.95,4,473071,691,1525,850,5,1,68.65,547817,700,1,0,1,1
1,0,0,2753,1,0,8,0,0,3,0,1700,1945,0.0,3.34,15.09,4,9986,693,1930,1645,5,1,68.65,547817,700,2,0,1,1
1,0,0,2753,2,0,3,0,0,4,0,900,1210,0.0,2.83,12.95,4,473071,691,915,850,5,1,68.65,547817,700,1,0,1,5
1,0,0,2753,3,0,3,0,0,4,0,1510,1540,0.0,2.83,12.95,4,473071,691,1525,1500,5,1,68.65,547817,700,2,0,1,1
1,0,0,2753,1,0,8,0,0,4,0,1700,1945,0.0,3.34,15.09,4,9986,693,1930,1645,5,1,68.65,547817,700,3,0,1,1
2,0,0,2753,0,0,1,0,0,1,0,930,1900,0.0,16.8,35.66,2,97276,1045,1830,900,3,1,68.65,547817,700,1,0,1,1
2,0,0,2753,1,0,3,0,0,2,0,900,940,0.0,2.83,12.95,4,473071,691,905,850,5,1,68.65,547817,700,1,0,1,2
2,0,1,2753,0,0,3,0,0,2,0,1510,1540,0.0,2.83,12.95,4,473071,691,1525,1500,4,1,68.65,547817,700,2,0,1,1
2,0,1,2753,0,0,2,0,0,3,0,900,1540,0.0,2.83,12.95,4,473071,691,1525,850,5,1,68.65,547817,700,1,0,1,1
2,0,0,2753,1,0,3,0,0,4,0,900,940,0.0,2.83,12.95,4,473071,691,905,840,5,1,68.65,547817,700,1,0,1,2
1,0,0,2759,0,0,1,0,0,1,0,1455,2015,0.0,2.19,10.86,2,157744,1061,2005,1450,3,1,120.79,455238,1063,1,0,1,1
1,0,0,2759,0,0,2,0,0,1,0,730,1312,0.0,15.29,34.25,3,115549,1188,1000,700,3,1,120.79,455238,1063,2,0,1,3
1,0,0,2759,0,0,1,0,0,2,0,800,1848,0.0,3.3,14.51,2,275093,1031,1748,745,3,1,120.79,455238,1063,1,0,1,2
2,0,0,2759,0,0,2,0,0,1,0,730,1510,0.0,15.29,34.25,3,115549,1188,1030,700,3,1,120.79,455238,1063,1,0,1,3
2,0,0,2759,0,0,8,0,0,1,0,1940,2205,0.0,8.13,23.79,4,278640,974,2145,1900,5,1,120.79,455238,1063,2,0,1,1
2,0,0,2759,0,0,1,0,0,2,0,805,1732,0.0,3.3,14.51,2,275093,1031,1650,745,3,1,120.79,455238,1063,1,0,1,2
1,0,0,2760,0,0,7,0,0,1,0,1255,1605,0.0,14.95,42.27,4,52344,1769,1510,1223,3,1,163.44,1059807,2637,1,0,1,1
2,0,0,2760,0,0,7,0,0,1,0,1255,1601,0.0,19.12,43.79,4,1057112,2283,1520,1205,3,1,163.44,1059807,2637,1,0,1,1
1,0,0,2778,0,0,5,0,0,1,0,1053,1129,0.0,1.53,7.63,4,592337,3492,1123,1036,3,1,47.83,649959,3501,1,0,2,1
1,0,0,2828,0,0,8,0,0,1,0,1300,1745,0.0,13.5,23.02,4,588446,3543,1730,1015,3,1,26.07,659046,3493,1,0,3,1
1,0,0,2828,0,0,1,0,0,2,0,905,1515,0.0,1.22,9.06,4,609950,3492,1505,715,3,1,26.07,659046,3493,1,0,2,1
1,0,0,2828,0,0,7,0,0,2,0,1800,1815,0.0,1.22,9.06,4,592336,3492,1805,1750,3,1,26.07,659046,3493,2,0,1,1
2,0,0,2828,0,0,7,0,0,1,0,1000,1400,0.0,1.22,9.06,4,609949,3492,1130,950,3,1,26.07,659046,3493,1,0,1,3
2,0,0,2828,0,0,5,0,0,2,0,1510,1620,0.0,5.47,12.35,4,584146,3518,1605,1450,5,1,26.07,659046,3493,1,0,1,1
2,0,0,2828,0,0,7,0,0,2,0,1205,1420,0.0,1.22,9.06,4,609949,3492,1410,1145,3,1,26.07,659046,3493,2,0,1,1
2,0,0,2828,0,0,8,0,0,2,0,820,1020,0.0,5.47,12.35,4,584146,3518,950,800,5,1,26.07,659046,3493,3,0,1,1
2,0,0,2828,0,0,8,0,0,2,0,1825,2005,0.0,5.47,12.35,4,584146,3518,1950,1805,3,1,26.07,659046,3493,4,0,1,1
1,0,0,2829,0,0,8,0,0,1,0,1040,1210,0.0,4.97,16.78,4,590627,3694,1155,1025,3,1,34.21,651029,3700,1,0,1,1
1,0,0,2829,0,0,8,0,0,2,0,745,1545,0.0,40.1,73.68,4,569864,3634,1230,645,5,1,34.21,651029,3700,1,0,2,6
2,0,0,2829,0,0,9,0,0,2,0,925,1100,0.0,4.97,16.78,4,666748,3694,945,845,3,1,34.21,651029,3700,1,0,4,2
1,0,0,2839,0,0,4,0,0,1,0,914,1056,0.0,1.14,6.46,4,591935,3495,1030,900,3,1,45.33,592038,3479,1,0,2,4
1,0,0,2844,0,0,5,0,0,1,0,1355,1440,0.0,2.16,12.94,4,103714,18,1430,1310,5,1,140.29,468422,1867,1,0,3,1
1,0,0,2859,1,0,3,0,0,1,0,1048,2007,0.0,14.21,37.8,4,793015,2999,1052,1025,5,1,206.53,1500003,3354,1,0,1,6
1,0,0,2859,1,0,3,0,0,2,0,1048,2007,0.0,14.21,37.8,4,793015,2999,1052,1025,5,1,206.53,1500003,3354,1,0,1,6
1,0,0,2859,1,0,3,0,0,3,0,1048,2007,0.0,14.21,37.8,4,793015,2999,1052,1025,5,1,206.53,1500003,3354,1,0,1,6
1,0,0,2859,1,0,3,0,0,4,0,1048,2007,0.0,14.21,37.8,4,793015,2999,1052,1025,5,1,206.53,1500003,3354,1,0,1,6
1,0,0,2859,1,0,3,0,0,5,0,1048,2007,0.0,14.21,37.8,4,793015,2999,1052,1025,5,1,206.53,1500003,3354,1,0,1,6
1,0,0,2873,0,0,3,0,0,1,0,1130,1155,0.0,2.94,13.04,4,494075,853,1140,1020,5,1,101.4,68883,771,1,0,4,2
2,0,0,2873,0,0,3,0,0,1,0,920,1440,0.0,3.13,16.4,4,21637,847,940,900,5,1,101.4,68883,771,1,0,1,7
1,0,0,2891,0,0,1,0,0,1,0,745,1730,0.0,11.89,38.76,2,425619,398,1630,700,3,1,145.96,184454,1560,1,0,1,1
1,0,0,2891,0,0,1,0,0,3,0,650,1615,0.0,6.77,17.88,2,45598,1931,1500,600,6,1,145.96,184454,1560,1,1,1,1
2,0,0,2891,0,0,1,0,0,1,0,740,1735,0.0,11.89,38.76,2,425619,398,1620,700,3,1,145.96,184454,1560,1,0,1,1
2,0,0,2891,0,0,1,0,0,3,0,650,1615,0.0,6.77,17.88,2,45598,1931,1500,600,6,1,145.96,184454,1560,1,1,1,1
1,0,0,2896,0,0,1,0,0,1,0,728,1648,0.0,25.54,47.52,2,430873,1931,1535,650,3,1,102.72,422149,877,1,0,1,2
2,0,0,2896,0,0,1,0,0,1,1,752,1800,0.0,25.54,47.52,2,430873,1931,1550,700,3,1,102.72,422149,877,1,0,2,3
2,0,0,2896,0,1,4,0,0,1,0,1235,1334,0.0,0.68,5.25,4,359343,1649,1330,1216,3,2,102.72,430873,1931,2,0,2,1
2,0,0,2896,0,0,4,0,0,1,0,1815,1828,0.0,4.55,15.58,4,142162,1350,1820,1810,3,1,102.72,422149,877,3,0,1,1
1,0,0,2901,0,0,4,0,0,1,0,945,953,0.0,2.39,8.55,4,668532,3607,948,942,3,1,214.7,576728,3565,1,0,1,1
1,0,0,2901,1,0,4,0,0,1,0,1406,1530,0.0,6.69,14.69,4,650385,3529,1439,1354,4,1,214.7,576728,3565,2,0,1,2
1,0,0,2901,2,0,8,0,0,1,0,1827,2007,0.0,4.44,12.54,4,619200,3527,1950,1812,4,1,214.7,576728,3565,3,0,1,2
1,0,0,2901,0,0,2,0,0,2,0,1850,2230,0.0,8.96,18.61,4,584198,3518,2212,1830,3,1,214.7,576728,3565,1,0,1,1
1,0,0,2901,0,0,4,0,0,2,0,1138,1625,0.0,4.75,19.49,3,674828,3596,1600,1115,3,1,214.7,576728,3565,2,0,1,1
1,0,0,2901,1,0,3,0,0,3,0,1406,1530,0.0,6.69,14.69,4,650385,3529,1439,1354,4,1,214.7,576728,3565,1,0,1,2
1,0,0,2901,2,0,3,0,0,3,0,2002,2007,0.0,2.39,8.55,4,668532,3607,2003,1812,4,1,214.7,576728,3565,2,0,2,1
2,0,0,2901,0,0,4,0,0,1,0,1006,1013,0.0,2.39,8.55,4,668532,3607,1008,1004,3,1,214.7,576728,3565,1,0,1,1
2,0,0,2901,0,0,4,0,0,1,0,1949,1954,0.0,2.39,8.55,4,668532,3607,1950,1945,3,1,214.7,576728,3565,2,0,1,1
2,0,0,2901,1,0,5,0,0,1,0,1255,1331,0.0,4.48,18.67,4,602218,3597,1320,1245,4,1,214.7,576728,3565,3,0,1,1
2,0,0,2901,0,0,2,0,0,2,0,1650,1935,0.0,4.75,19.49,3,674828,3596,1910,1530,3,1,214.7,576728,3565,1,0,3,1
2,0,0,2901,1,0,3,0,0,3,0,1255,1331,0.0,4.48,18.67,4,602218,3597,1320,1245,4,1,214.7,576728,3565,1,0,1,1
1,0,0,2903,0,0,5,0,0,1,0,1443,1533,0.0,3.52,11.7,4,834109,3090,1527,1400,3,1,96.89,503160,1108,1,0,2,1
1,0,0,2903,0,0,9,0,0,1,0,1050,1241,0.0,2.65,9.91,4,539730,1139,1140,1040,3,1,96.89,503160,1108,2,0,1,2
1,0,0,2903,0,0,1,0,0,2,0,745,1700,0.0,26.1,61.71,2,147920,469,1600,645,6,1,96.89,503160,1108,1,3,1,1
2,0,0,2903,0,0,1,0,0,2,0,845,1845,0.0,26.1,61.71,2,147920,469,1745,745,6,1,96.89,503160,1108,1,3,1,1
1,0,0,2925,0,0,1,0,0,1,0,849,1705,0.0,21.91,46.42,4,595795,3506,1235,638,3,1,67.46,604794,3582,1,0,2,4
2,0,0,2925,0,0,1,0,0,1,0,852,1718,0.0,21.91,46.42,4,595795,3506,1242,637,3,1,67.46,604794,3582,1,0,2,4
1,0,0,2930,0,0,1,0,0,1,0,600,1720,0.0,35.82,87.54,2,361140,611,1600,500,7,1,337.14,1084418,2234,1,3,1,2
1,1,0,2930,0,0,3,0,0,2,0,740,755,0.0,2.15,8.25,4,1120067,2344,745,730,4,1,337.14,1084418,2234,1,0,1,1
1,0,2,2930,0,0,3,0,0,2,0,1740,1755,0.0,2.15,8.25,4,1120067,2344,1745,1730,4,1,337.14,1084418,2234,2,0,1,1
1,0,0,2930,0,0,2,0,0,3,0,745,1500,0.0,2.2,9.3,3,1158629,2246,1430,730,8,1,337.14,1084418,2234,1,0,1,1
1,1,2,2930,0,0,2,0,0,4,0,740,1755,0.0,2.15,8.25,3,1120067,2344,1745,730,4,1,337.14,1084418,2234,1,0,1,1
2,0,0,2930,0,0,1,0,0,1,0,700,1745,0.0,35.82,87.54,2,361140,611,1630,545,7,1,337.14,1084418,2234,1,4,2,2
2,0,0,2930,0,0,2,0,0,3,0,745,1500,0.0,2.2,9.3,3,1158629,2246,1430,730,8,1,337.14,1084418,2234,1,0,1,1
2,0,0,2930,0,0,2,0,0,4,0,745,1755,0.0,2.15,8.25,3,1120067,2344,1745,730,4,1,337.14,1084418,2234,1,0,1,1
1,0,0,2933,0,0,1,0,0,1,0,723,1736,0.0,7.17,25.71,2,147803,501,1706,703,3,1,60.83,563093,61,1,0,1,1
1,0,0,2933,0,0,5,0,0,2,0,1320,1428,0.0,3.98,17.78,4,143592,7,1408,1301,3,1,60.83,563093,61,1,0,1,1
2,0,0,2933,0,0,1,0,0,1,0,726,1802,0.0,7.17,25.71,2,147803,501,1441,707,3,1,60.83,563093,61,1,0,1,2
1,0,0,2934,0,0,1,0,0,1,0,830,1800,0.0,3.92,26.39,2,41077,492,1300,755,6,1,204.79,213581,391,1,1,1,3
1,0,0,2934,0,0,5,0,0,1,0,1830,1930,0.0,3.59,20.82,4,147281,324,1900,1805,6,1,204.79,213581,391,2,1,1,1
2,0,0,2934,0,0,1,0,0,1,0,830,1800,0.0,3.92,26.39,2,41077,492,1300,755,6,1,204.79,213581,391,1,1,1,3
1,0,0,2935,1,0,4,0,0,1,0,1605,1715,0.0,3.32,11.48,4,808297,2707,1700,1550,5,1,295.1,808610,2700,1,0,1,1
1,0,0,2935,0,0,5,0,0,1,0,1740,1815,0.0,3.32,11.48,4,810558,2707,1805,1730,3,1,295.1,808610,2700,2,0,1,1
1,0,0,2935,0,0,7,0,0,1,0,1933,2023,0.0,0.78,5.13,4,808619,2700,2020,1930,1,1,295.1,808610,2700,3,0,1,1
1,0,0,2935,1,0,7,0,0,2,0,1605,1715,0.0,3.32,11.48,4,808297,2707,1700,1550,5,1,295.1,808610,2700,1,0,1,1
1,0,0,2935,0,0,2,0,0,3,0,800,1505,0.0,2.72,9.14,3,699263,2710,1450,750,8,1,295.1,808610,2700,1,0,1,1
1,0,0,2935,1,0,7,0,0,3,0,1605,1715,0.0,3.32,11.48,4,808297,2707,1700,1550,5,1,295.1,808610,2700,2,0,1,1
1,0,0,2935,0,0,2,0,0,4,0,850,1545,0.0,3.64,9.64,3,687840,2703,1515,830,8,1,295.1,808610,2700,1,0,1,1
1,0,0,2935,1,0,7,0,0,4,0,1605,1715,0.0,3.32,11.48,4,808297,2707,1700,1550,5,1,295.1,808610,2700,2,0,1,1
