hh515,hhcu5,hhexpfac,hhftw,hhhsc,hhincome,hhno,hhoad,hhparcel,hhptw,hhret,hhsize,hhtaz,hhuni,hhvehs,hhwkrs,hownrent,hrestype,samptype
0,0,376.74,0,0,-1,12252,0,320910,0,2,2,1564,0,2,2,1,1,1
0,0,1394.25,1,0,5000,12272,0,502035,0,0,1,574,0,1,1,1,3,1
0,0,562.55,2,1,135000,12307,1,369563,1,0,5,1293,0,4,5,1,1,1
0,0,383.18,2,0,115000,12310,0,260202,0,0,2,1201,0,2,2,1,4,1
0,0,98.36,1,0,105000,12323,0,220954,0,0,1,353,0,1,1,1,1,1
0,0,228.87,0,0,-1,12338,0,850083,0,1,1,3053,0,1,1,1,1,1
0,0,386.63,1,0,115000,12343,1,477635,0,0,2,1473,0,2,2,1,1,1
0,0,324.86,1,0,45000,12358,0,175,0,0,1,957,0,1,1,2,3,1
0,0,363.73,2,0,175000,12362,0,725295,0,0,2,2781,0,2,2,1,1,1
0,0,133.98,1,0,45000,12371,0,637616,0,0,1,3657,0,1,1,1,2,1
0,0,145.78,0,0,15000,12375,0,601468,0,2,2,3610,0,1,2,1,1,1
2,0,254.17,1,0,55000,12379,0,1187474,0,0,3,2109,0,3,1,1,1,1
0,0,86.93,0,0,45000,12405,0,571416,0,1,1,3654,0,1,1,1,6,1
0,0,324.86,1,0,45000,12410,0,113844,0,0,1,1866,0,1,1,2,6,1
0,0,246.18,1,0,55000,12414,1,824523,0,0,2,3197,0,1,2,1,1,1
0,0,349.88,0,0,35000,12417,0,219957,0,2,2,1489,0,2,2,1,1,1
0,0,110.21,1,0,65000,12429,1,650186,0,0,2,3659,0,2,2,1,1,1
0,0,357.64,1,0,85000,12432,0,448978,1,0,3,1342,1,3,3,1,1,1
1,1,364.45,1,0,175000,12436,0,569100,1,0,4,3677,0,2,2,1,1,1
0,0,94.76,0,0,55000,12437,0,457005,1,0,1,701,0,1,1,2,2,1
0,0,219.45,0,0,25000,12441,0,311497,0,1,1,1857,0,2,1,1,3,1
2,0,142.51,0,0,175000,12450,1,92764,1,0,4,410,0,2,2,1,1,1
0,0,211.71,2,0,-1,12467,0,501141,0,0,2,423,0,2,2,1,1,1
0,0,582.37,2,0,175000,12485,0,131645,0,0,2,218,0,2,2,2,1,1
0,0,294.34,1,0,35000,12490,0,439528,0,2,3,1401,0,3,3,1,1,1
0,0,398.97,4,0,145000,12493,0,176001,0,0,4,1560,0,5,4,1,1,1
0,0,233.35,0,0,-1,12498,0,147661,0,2,2,1722,0,2,2,1,1,1
2,0,110.69,1,0,75000,12512,0,443716,1,0,4,751,0,2,2,1,1,1
0,1,577.49,2,0,5000,12525,0,580716,0,0,3,3645,0,1,2,2,3,1
0,1,140.8,2,0,175000,12538,0,553320,0,0,3,171,0,2,2,1,1,1
2,0,279.62,1,0,55000,12560,1,510973,0,0,4,1753,0,3,2,1,1,1
0,1,955.19,3,0,-1,12562,1,573930,0,0,5,3664,0,5,4,1,1,1
0,0,87.07,1,0,125000,12568,1,657162,0,0,2,3667,0,3,2,1,1,1
0,0,119.44,1,0,65000,12570,0,630519,0,0,1,3674,0,3,1,1,1,1
0,0,191.99,1,0,55000,12572,0,396618,0,0,1,1854,0,1,1,1,1,1
0,0,231.93,1,0,45000,12576,0,998494,0,0,1,2319,0,1,1,1,1,1
0,0,194.75,0,0,65000,12577,1,304407,0,1,2,1077,0,2,2,1,1,1
0,0,165.4,0,0,15000,12630,2,611911,0,0,2,3475,0,2,2,1,1,1
0,0,119.98,0,0,25000,12650,1,630847,0,1,2,3681,0,2,2,1,1,1
0,0,249.68,0,0,15000,12652,0,420274,1,0,1,251,0,1,1,1,3,1
0,0,307.79,1,0,55000,12655,1,798060,0,0,2,3300,0,2,2,2,2,1
0,0,176.34,1,0,55000,12656,1,1090796,0,0,2,2158,0,4,2,1,1,1
1,1,379.96,2,0,105000,12661,0,47396,0,0,4,2070,0,4,2,1,1,1
0,0,243.38,1,0,175000,12664,1,693296,0,0,2,3055,0,3,2,1,1,1
0,0,338.7,0,0,25000,12669,1,901049,0,0,1,3361,0,1,1,1,1,1
0,0,342.82,2,1,85000,12686,0,858539,0,0,3,3208,0,4,3,1,1,1
0,0,370.96,1,0,45000,12690,0,524784,0,0,1,1266,0,1,1,2,3,1
1,0,584.33,2,0,65000,12700,0,972940,0,0,3,2267,0,3,2,1,1,1
0,0,414.25,0,0,35000,12719,1,1169384,1,0,2,2155,0,3,2,1,1,1
0,1,258.46,1,0,55000,12739,1,182265,0,0,3,1754,0,2,2,1,1,1
0,0,389.12,1,0,35000,12751,0,1165861,0,0,1,2158,0,1,1,1,1,1
0,0,354.35,0,0,25000,12762,0,836059,0,2,2,3439,0,2,2,1,1,1
0,0,285.97,0,0,-1,12764,0,512443,0,1,1,1760,0,1,1,1,3,1
2,0,445.12,1,0,75000,12784,0,428670,0,0,3,1206,0,1,1,1,1,1
0,0,481.3,1,0,35000,12790,0,497783,0,0,1,1976,0,1,1,1,3,1
0,0,178.96,1,0,45000,12803,0,125367,0,0,1,397,0,0,1,2,3,1
0,0,207.59,0,0,75000,12818,0,117402,1,0,1,1468,0,1,1,1,1,1
0,0,124.16,2,0,115000,12824,0,195534,0,0,2,442,0,2,2,1,3,1
0,0,146.83,1,0,175000,12827,0,541487,1,0,2,678,0,3,2,1,1,1
0,0,180.29,1,0,45000,12828,0,1004897,0,0,1,2647,0,1,1,1,2,1
3,1,366.39,1,0,-1,12829,0,335515,1,0,6,1081,0,2,2,1,1,1
0,0,232.87,1,0,65000,12894,0,851187,0,0,1,2761,0,1,1,2,1,1
0,0,287.52,1,0,35000,12923,0,897858,0,0,1,2772,0,1,1,1,1,1
0,0,174.51,1,0,115000,12932,1,1130750,0,0,2,2634,0,2,2,1,1,2
0,0,72.91,1,0,75000,12936,0,604146,1,0,2,3589,0,3,2,1,1,1
0,0,219.42,0,0,55000,12944,0,453319,0,2,2,1836,0,1,2,1,1,2
0,0,123.8,2,0,95000,12966,0,284702,0,0,2,374,0,1,2,1,1,2
0,0,269.67,0,0,45000,12974,0,401891,0,2,2,1636,0,2,2,1,1,2
0,0,359.14,1,0,65000,12977,1,557466,0,0,2,1494,0,1,2,1,3,2
0,0,243.76,1,0,55000,12982,1,382506,0,0,2,1849,0,2,2,1,1,2
0,0,79.08,0,0,95000,12983,0,529043,0,1,1,251,0,1,1,1,3,2
0,0,124.81,2,0,55000,12984,0,148107,0,0,2,573,0,1,2,2,3,2
0,3,500.32,1,0,25000,12985,1,968042,0,0,5,2323,0,2,2,2,2,2
0,0,250.43,0,0,-1,12990,0,487943,0,1,1,1560,0,1,1,1,1,2
0,0,113.01,0,0,45000,13000,0,326981,1,0,1,362,0,1,1,1,6,2
0,0,210.08,0,0,-1,13006,0,427256,0,1,1,849,0,1,1,1,1,2
0,0,126.81,0,0,35000,13008,1,500614,0,0,1,322,0,1,1,2,2,2
0,0,141.12,0,0,25000,13036,0,541858,0,1,1,682,0,1,1,1,1,2
0,0,601.21,0,0,35000,13042,0,311814,0,1,1,997,0,0,1,2,3,2
1,1,123.73,1,0,-1,13044,1,57537,0,0,4,212,0,2,2,1,1,2
0,1,137.98,1,0,105000,13046,1,337231,0,0,3,245,0,2,2,1,1,2
0,0,108.12,0,0,45000,13048,0,490601,0,2,2,31,0,2,2,1,2,2
0,0,481.72,0,0,35000,13052,1,481043,0,1,2,896,0,1,2,1,1,2
0,0,344.62,0,0,15000,13053,0,414355,0,1,1,181,0,0,1,2,3,2
0,0,265.09,2,0,175000,13057,1,33062,0,0,3,1501,0,3,3,1,1,2
0,0,876.19,0,0,25000,13059,0,948651,1,0,1,2840,0,1,1,2,2,2
0,0,124.16,2,0,135000,13077,0,352409,0,0,2,97,0,2,2,1,1,2
0,0,431.46,0,0,-1,13086,0,184960,0,2,2,1330,0,2,2,1,1,2
1,1,145.43,2,0,115000,13106,0,363185,0,0,4,121,0,2,2,1,1,2
0,0,342.62,0,0,15000,13108,1,763820,0,0,1,2860,0,0,1,2,3,2
0,0,134.07,1,0,55000,13124,0,186663,0,2,3,1328,0,3,3,1,1,2
2,0,282.49,2,0,95000,13138,0,379048,0,0,4,1858,0,2,2,1,1,2
0,0,173.45,0,0,25000,13141,0,257730,0,2,2,61,0,1,2,1,1,2
0,0,91.79,0,0,45000,13147,0,84602,0,1,1,641,0,1,1,1,1,2
0,0,235.72,1,0,115000,13148,0,504991,0,1,2,1831,0,2,2,1,1,2
0,0,82.78,1,0,85000,13150,0,227016,0,0,1,139,0,1,1,1,1,2
0,0,104.49,2,0,85000,13162,0,228565,0,0,2,26,0,2,2,1,1,2
0,0,275.13,1,0,25000,13177,0,228728,0,0,1,48,0,0,1,2,6,2
0,0,632.96,1,0,45000,13179,1,336287,0,0,2,387,0,2,2,2,3,2
0,0,597.09,0,0,15000,13188,0,694502,0,1,1,2825,0,0,1,2,3,2
1,0,136.05,1,0,125000,13192,0,209997,1,0,3,244,0,2,2,1,1,2
0,0,1004.13,0,0,15000,13196,0,359234,1,0,1,423,0,1,1,2,3,2
0,0,585.95,0,0,-1,13200,0,281346,0,2,2,1719,0,1,2,1,3,2
0,0,77.48,1,0,75000,13201,0,349648,0,0,1,346,0,1,1,1,1,2
0,0,216.27,0,0,45000,13202,0,78482,0,1,1,1086,0,1,1,2,3,2
0,0,280.59,0,0,35000,13203,0,15685,0,1,1,1012,0,1,1,1,1,2
0,0,266.67,1,0,115000,13212,0,448272,0,0,1,1513,0,1,1,1,1,2
0,0,512.69,1,0,5000,13216,0,293128,0,0,1,894,0,1,1,2,3,2
0,0,210.08,0,0,15000,13233,0,302646,0,1,1,16,0,1,1,2,3,2
0,0,82.04,0,0,85000,13235,0,343533,0,2,2,373,0,2,2,2,3,2
1,0,274.11,2,0,65000,13238,0,207392,0,0,3,1563,0,2,2,2,3,2
1,0,107.16,2,0,75000,13250,0,212201,0,0,3,343,0,2,2,1,1,2
0,0,1542.55,1,0,15000,13253,0,451013,1,0,2,429,0,1,2,2,3,2
0,1,137.98,1,0,175000,13254,1,92648,0,0,3,410,0,2,2,1,1,2
0,0,167.41,1,0,-1,13255,0,982942,1,0,2,2634,0,2,2,1,1,1
0,1,355.84,1,0,55000,13258,1,202913,0,0,3,1568,0,1,2,2,3,2
0,0,150.58,0,0,45000,13259,0,275249,0,1,1,24,0,0,1,1,1,2
1,0,133.32,1,0,175000,13263,1,246931,0,0,3,94,0,2,2,1,1,2
0,0,185.38,1,0,45000,13270,0,204633,0,0,1,408,0,0,1,2,3,2
0,0,241.58,2,0,55000,13276,0,375990,0,0,2,1042,0,2,2,1,1,2
0,0,126.1,2,0,85000,13290,0,461253,0,0,2,747,0,5,2,1,1,2
0,0,216.27,0,0,45000,13293,0,551253,0,1,1,1633,0,1,1,1,1,2
0,0,431.46,0,0,15000,13296,0,315955,0,2,2,1862,0,2,2,1,1,2
0,0,166.23,0,0,25000,13301,1,241685,0,1,2,116,0,2,2,1,1,2
2,0,374.94,1,1,95000,13307,0,455302,1,0,5,1063,0,4,3,1,1,2
0,0,249.68,1,0,15000,13310,0,221761,0,0,1,169,0,1,1,2,1,2
0,0,302.14,0,0,25000,13315,0,184812,0,1,1,1330,0,1,1,1,1,2
0,0,79.89,0,0,-1,13323,1,496533,0,0,1,151,0,1,1,1,1,2
0,0,291.7,0,0,-1,13328,0,146419,0,1,1,364,0,1,1,1,1,2
0,0,157.98,1,0,65000,13330,0,79519,2,0,3,892,0,2,3,1,1,2
0,0,109.09,1,0,45000,13331,0,352568,0,0,1,68,0,1,1,2,1,2
0,0,268.09,1,0,65000,13338,0,524034,1,0,2,1263,0,3,2,1,1,2
0,0,154.88,0,0,-1,13346,0,81718,0,2,2,1696,0,7,2,1,1,2
0,0,221.37,0,0,115000,13363,0,144749,0,2,2,1506,0,2,2,1,1,2
0,0,168.47,2,0,45000,13366,0,224750,0,0,2,383,0,4,2,1,1,2
0,0,210.08,0,0,15000,13368,0,67478,0,1,1,12,0,1,1,1,3,2
0,0,98.36,1,0,115000,13370,0,533926,0,0,1,311,0,1,1,1,1,2
0,0,338.58,1,0,115000,13375,0,349234,0,0,2,1143,1,2,2,2,1,2
0,0,136.1,1,0,55000,13377,0,378419,0,0,1,1494,0,1,1,2,3,2
0,2,366.39,1,0,135000,13386,0,25234,1,0,4,1877,0,2,2,1,1,2
0,0,102.39,1,0,-1,13388,1,373219,0,0,2,73,0,2,2,1,1,2
0,0,113.01,1,0,45000,13394,0,106106,0,0,1,643,0,1,1,1,1,2
0,0,346.02,0,0,15000,13410,0,396696,0,1,1,1854,0,1,1,2,3,2
0,0,82.76,0,0,175000,13415,0,42721,0,1,1,407,0,1,1,1,3,2
0,2,136.18,1,0,95000,13419,1,34398,0,0,4,143,0,2,2,1,1,1
0,0,324.86,0,0,45000,13421,0,203028,1,0,1,1570,0,1,1,2,3,2
1,0,132.93,1,0,55000,13423,1,223166,0,0,3,118,0,2,2,1,1,2
0,1,156.17,2,0,45000,13432,0,235759,0,0,3,163,0,2,2,2,3,2
0,1,128.97,2,0,65000,13434,0,80255,0,0,3,260,0,2,2,1,1,2
0,0,294.31,0,0,65000,13449,0,372302,0,0,1,400,1,1,1,2,3,2
0,0,335.56,1,0,105000,13462,0,429287,1,0,2,1013,0,2,2,1,1,2
0,0,443.06,0,0,5000,13470,1,1131791,0,0,1,2515,0,2,1,2,3,2
0,0,344.62,0,0,15000,13486,0,268654,0,1,1,774,0,0,1,2,3,2
0,0,124.16,2,0,175000,13496,0,125990,0,0,2,592,0,2,2,1,1,2
0,0,204.23,0,0,35000,13502,0,1051024,0,1,1,2635,0,1,1,1,1,2
0,0,453.85,1,0,25000,13503,0,308288,0,0,1,1665,0,1,1,2,3,2
0,0,332.24,1,0,-1,13505,0,163624,0,0,1,806,0,2,1,1,1,2
0,0,141.12,0,0,25000,13508,0,373188,0,1,1,73,0,1,1,1,3,2
0,0,143.69,2,0,45000,13511,0,538327,0,0,2,26,0,1,2,1,1,2
2,0,140.52,1,0,105000,13522,0,171702,1,0,4,38,0,2,2,1,1,2
0,0,1107.24,0,0,15000,13538,1,443257,0,2,3,1853,0,0,3,1,1,2
0,0,65.19,0,0,-1,13543,0,187626,0,1,1,790,0,1,1,1,1,2
0,0,556.63,2,0,65000,13544,0,535658,0,0,2,519,0,1,2,1,3,2
0,2,145.43,1,0,115000,13545,0,239930,1,0,4,309,0,2,2,1,1,2
0,0,90.1,1,0,65000,13548,0,289880,0,0,1,619,0,1,1,1,3,2
0,0,93.92,0,0,55000,13561,0,501130,0,2,2,152,0,2,2,1,3,2
0,0,167.72,1,0,25000,13569,0,259314,0,0,1,768,0,1,1,2,1,2
0,0,302.14,0,0,25000,13571,0,537241,0,1,1,1406,0,1,1,1,1,2
0,0,94.26,1,0,-1,13586,0,40993,0,0,1,459,0,2,1,1,3,2
0,0,94.76,1,0,-1,13590,0,130277,0,0,1,352,0,1,1,1,3,2
0,0,98.14,0,0,-1,13593,0,142086,0,1,1,997,0,2,1,1,1,2
0,0,95.84,1,0,75000,13594,1,24046,0,0,2,334,0,2,2,1,1,2
0,0,533.44,1,0,65000,13600,0,189662,0,0,2,853,1,2,2,1,1,2
0,0,160.0,0,0,25000,13610,0,1072166,0,1,1,2635,0,1,1,1,3,2
0,0,93.92,0,0,55000,13611,1,325805,0,1,2,311,0,2,2,1,1,2
1,0,492.64,2,1,105000,13612,0,126316,0,0,4,1641,0,3,3,1,1,2
0,0,439.49,1,1,65000,13613,0,287882,0,0,2,1438,0,1,2,2,2,2
0,1,116.12,1,0,-1,13624,1,459679,0,0,3,141,0,2,2,1,1,2
0,0,124.16,1,0,145000,13628,0,272805,1,0,2,58,0,2,2,1,1,2
1,1,151.75,1,0,115000,13634,0,140439,1,0,4,94,0,1,2,1,1,2
0,0,298.79,0,0,35000,13638,0,441755,1,0,1,1836,0,1,1,1,1,2
0,0,582.37,2,0,-1,13642,0,3430,0,0,2,691,0,2,2,1,1,2
2,0,140.52,2,0,175000,13645,0,519534,0,0,4,293,0,2,2,1,1,2
0,0,113.73,2,0,65000,13647,0,382935,0,0,2,31,0,2,2,2,3,2
0,1,140.8,2,0,175000,13650,0,562678,0,0,3,229,0,2,2,1,1,2
0,0,167.72,0,0,25000,13653,0,338673,1,0,1,798,0,1,1,1,1,2
0,0,167.41,1,0,55000,13655,0,1013300,1,0,2,2510,0,2,2,1,1,2
0,0,121.73,0,0,45000,13666,0,1131987,0,1,1,2579,0,1,1,2,3,2
0,0,85.75,1,0,85000,13670,0,496566,0,0,1,153,0,1,1,1,1,2
0,0,151.89,2,0,175000,13687,0,227031,0,0,2,139,0,3,2,1,1,2
0,0,349.88,0,0,-1,13688,0,448257,0,2,2,1513,0,2,2,1,1,2
0,0,518.7,0,0,25000,13690,0,429364,0,2,2,1013,0,1,2,1,1,2
0,0,104.49,2,0,85000,13692,0,212053,0,0,2,343,0,2,2,2,2,2
0,2,868.55,1,0,35000,13695,0,1121265,1,0,4,2617,0,2,2,2,2,2
0,0,97.49,0,0,175000,13717,1,387289,0,1,2,146,0,2,2,1,1,2
1,0,136.05,2,0,175000,13736,0,211208,0,0,3,236,0,2,2,1,1,2
0,0,112.82,0,0,45000,13757,0,92989,0,2,2,410,0,1,2,2,3,1
0,0,90.1,1,0,65000,13760,0,387479,0,0,1,146,0,1,1,1,1,2
0,1,140.8,1,0,105000,13761,0,562303,1,0,3,276,0,2,2,1,1,2
0,0,324.86,1,0,-1,13769,0,103423,0,0,1,897,0,1,1,1,1,2
0,0,382.22,2,0,85000,13774,0,1050927,1,0,3,2635,0,4,3,1,1,2
2,0,303.27,0,1,135000,13777,1,1024286,1,0,5,2586,0,2,3,1,1,1
0,0,124.16,1,0,175000,13781,0,336279,1,0,2,386,0,2,2,1,1,2
0,0,302.72,2,0,175000,13789,0,42183,0,0,3,1577,1,3,3,1,1,2
0,0,124.16,1,0,175000,13792,0,496649,1,0,2,151,0,2,2,1,1,2
0,0,109.09,1,0,45000,13797,0,499075,0,0,1,768,0,1,1,1,1,2
0,0,109.03,2,0,85000,13798,0,557721,0,0,2,269,0,1,2,1,1,2
0,0,255.38,2,0,95000,13800,0,331550,0,0,2,1638,0,2,2,1,1,2
0,0,478.51,0,0,5000,13809,0,40954,0,1,1,459,0,0,1,2,3,2
2,0,146.63,1,0,175000,13814,0,531457,1,0,4,559,0,1,2,1,1,2
0,0,190.5,0,0,-1,13818,0,227122,1,1,2,139,0,2,2,1,1,1
0,0,318.53,1,0,15000,13827,0,762994,0,0,1,2853,0,0,1,3,2,2
0,0,66.75,0,0,85000,13835,0,343470,0,1,1,373,0,2,1,1,1,2
0,2,629.19,1,0,25000,13836,1,403024,0,0,4,1265,0,2,2,1,3,2
0,0,178.96,0,0,45000,13844,0,397857,1,0,1,80,0,0,1,2,2,2
0,0,82.78,1,0,85000,13846,0,444227,0,0,1,382,0,1,1,2,3,2
0,0,90.81,0,0,55000,13847,0,202554,1,0,1,770,0,2,1,1,1,2
1,1,145.01,2,0,95000,13857,0,437736,0,0,4,587,0,1,2,1,1,2
0,0,97.8,2,0,75000,13861,0,492118,0,0,2,66,0,2,2,2,2,2
0,0,244.83,0,0,45000,13863,0,899236,0,2,2,2794,0,1,2,2,6,2
0,0,123.25,0,0,-1,13867,0,1111746,0,1,1,2634,0,1,1,1,3,2
0,0,567.87,1,0,45000,13869,1,443276,0,0,2,1853,0,1,2,1,1,2
0,0,97.49,0,0,105000,13883,0,565269,0,2,2,417,0,2,2,1,1,2
0,0,141.12,0,0,25000,13890,0,103699,0,1,1,18,0,1,1,1,1,2
0,0,183.5,0,0,75000,13893,0,337864,1,1,2,943,0,2,2,1,1,2
0,0,859.01,1,0,35000,13897,0,15772,0,0,1,1014,0,1,1,2,1,2
0,0,627.89,1,0,35000,13907,0,372423,0,0,1,400,0,1,1,2,3,2
0,0,712.47,2,0,175000,13914,0,516312,0,0,2,376,0,3,2,1,1,2
0,0,113.73,2,0,65000,13923,0,20314,0,0,2,741,0,2,2,1,1,2
0,0,218.57,2,0,-1,13928,0,957678,0,0,2,2491,0,2,2,1,1,2
0,0,118.64,2,0,95000,13933,0,383452,0,0,2,665,0,2,2,1,1,2
0,0,205.59,0,0,15000,13935,1,821470,0,0,1,2830,0,1,1,1,1,2
0,0,112.35,0,0,95000,13940,0,1156756,0,2,2,2306,0,2,2,1,1,2
0,0,129.55,2,0,105000,13953,0,552771,0,0,2,58,0,1,2,1,1,2
0,0,354.66,1,1,-1,13957,0,342085,1,0,4,1450,1,4,4,1,1,2
0,0,129.55,1,0,175000,13963,0,415261,0,0,2,282,1,1,2,2,3,2
1,0,394.79,1,1,85000,13970,1,117272,0,0,4,1459,0,2,3,2,2,2
0,0,193.12,1,1,35000,13973,0,326071,0,0,2,312,0,2,2,1,1,2
0,0,124.16,2,0,115000,13980,0,565807,0,0,2,562,0,2,2,1,1,2
0,0,247.9,0,0,5000,13990,0,469944,0,1,1,892,0,2,1,1,1,2
0,0,240.35,0,0,45000,13998,0,767857,0,3,3,3191,0,2,3,1,3,2
0,0,185.08,0,0,35000,14002,0,366811,0,1,1,979,0,3,1,1,1,2
0,0,118.67,1,0,65000,14003,0,503143,1,0,2,682,0,1,2,1,1,2
0,0,167.72,1,0,25000,14005,0,170764,0,0,1,585,0,1,1,2,3,2
0,0,94.76,1,0,55000,14006,0,33268,0,0,1,182,0,1,1,1,1,2
0,1,108.69,1,0,75000,14008,1,225566,0,0,3,79,0,2,2,2,1,2
1,0,492.64,1,1,115000,14015,0,312723,1,0,4,1824,0,5,3,1,1,2
0,0,136.77,0,0,-1,14016,0,498562,0,1,1,1498,0,1,1,1,3,2
0,0,280.59,0,0,35000,14017,0,184458,0,1,1,1560,0,1,1,1,1,2
0,0,279.55,0,0,5000,14026,0,562069,0,1,1,274,0,2,1,1,1,2
0,1,140.8,2,0,175000,14027,0,284732,0,0,3,375,0,2,2,1,1,2
0,0,411.56,1,0,5000,14040,0,161635,0,1,2,961,0,3,2,1,1,2
0,0,79.73,0,0,55000,14041,0,94462,0,1,1,348,0,1,1,1,1,2
0,0,95.24,0,0,-1,14047,2,348545,0,0,2,683,0,3,2,1,1,2
0,0,210.08,0,0,15000,14053,0,205249,0,1,1,170,0,1,1,1,1,2
0,0,118.67,2,0,65000,14060,0,519012,0,0,2,370,0,1,2,1,1,2
1,0,136.05,2,0,135000,14064,0,253525,0,0,3,829,0,2,2,1,1,2
0,0,204.65,1,0,25000,14071,0,359781,0,1,2,103,0,2,2,1,1,2
0,0,2389.55,1,0,45000,14079,1,516394,0,0,2,1570,0,1,2,2,3,2
0,0,98.54,0,0,95000,14091,2,391749,0,0,2,509,0,1,2,1,3,2
0,0,786.26,2,0,-1,14092,0,380099,0,0,2,883,0,1,2,2,3,2
0,0,156.13,1,0,35000,14094,0,404862,0,0,1,29,0,1,1,1,1,2
0,0,178.96,1,0,45000,14104,0,398184,0,0,1,318,0,0,1,1,3,2
2,0,146.63,2,0,115000,14111,0,312034,0,0,4,708,0,1,2,1,1,2
0,0,258.52,1,0,65000,14116,0,432896,1,0,2,1083,0,2,2,1,1,2
0,0,82.78,1,0,-1,14120,0,405440,0,0,1,12,0,1,1,1,1,2
0,0,93.15,0,0,95000,14124,0,401907,0,2,2,37,0,2,2,1,1,2
0,0,371.28,0,0,45000,14134,0,130271,0,2,2,1720,0,1,2,1,3,2
0,0,139.11,1,1,175000,14150,1,284883,0,0,3,411,0,1,3,1,1,2
0,1,245.5,1,0,25000,14154,1,499005,0,0,3,767,0,1,2,1,1,2
0,1,172.26,2,0,135000,14157,0,561819,0,0,3,183,0,3,2,1,1,2
0,0,184.17,0,0,25000,14159,2,449442,1,0,3,98,0,2,3,2,1,2
0,0,127.8,2,0,115000,14162,0,372483,0,0,2,399,0,1,2,1,1,2
0,0,126.96,1,0,175000,14167,1,137566,0,0,2,388,0,1,2,1,1,2
0,0,202.8,0,0,15000,14174,0,266032,0,0,1,172,1,1,1,1,1,2
1,1,371.32,1,0,115000,14179,1,765809,0,0,4,2804,0,2,2,1,1,2
0,0,304.73,2,0,105000,14182,0,133102,0,0,2,1264,0,3,2,1,1,2
0,0,232.74,2,1,105000,14186,0,240606,0,0,4,831,1,4,4,1,1,2
0,0,118.64,2,0,95000,14196,0,223332,0,0,2,119,0,2,2,1,1,2
0,0,124.16,2,0,-1,14205,0,406559,0,0,2,131,0,2,2,1,1,2
1,0,335.73,1,0,85000,14208,1,342106,0,0,3,1450,0,2,2,1,1,2
0,0,235.95,0,0,45000,14210,0,119467,1,0,1,1835,0,2,1,1,1,2
3,0,337.08,2,1,175000,14212,0,468573,0,0,6,1859,0,3,3,1,1,1
0,0,1286.26,2,0,25000,14213,0,437769,0,0,4,563,2,1,4,2,3,2
0,0,94.76,1,0,55000,14227,0,421253,0,0,1,428,0,1,1,2,3,2
2,0,282.49,1,0,95000,14236,0,186122,1,0,4,1332,0,2,2,1,1,2
0,0,305.31,1,0,115000,14237,0,396250,1,0,2,1820,0,2,2,1,1,2
0,0,97.8,2,0,75000,14256,0,350026,0,0,2,48,0,2,2,1,3,2
0,0,66.75,0,0,-1,14264,0,187619,0,1,1,790,0,2,1,1,1,2
0,0,122.12,0,0,-1,14265,0,151272,2,0,2,392,0,1,2,1,1,2
0,0,116.26,1,0,95000,14268,1,187725,0,0,2,790,0,2,2,1,1,2
0,0,250.65,0,0,25000,14286,0,937991,0,1,1,2818,0,1,1,1,1,2
0,0,221.37,0,0,-1,14287,0,296425,0,2,2,1695,0,2,2,1,1,2
0,0,124.16,2,0,175000,14294,0,113076,0,0,2,694,0,2,2,1,2,2
0,0,131.36,0,0,35000,14295,0,365197,0,1,1,560,0,1,1,1,1,2
0,1,118.5,2,0,85000,14297,0,222105,0,0,3,169,0,2,2,1,1,2
0,0,453.85,1,0,25000,14299,0,215509,0,0,1,1560,0,1,1,1,2,2
0,0,124.16,2,0,125000,14302,0,347599,0,0,2,423,0,2,2,1,1,2
0,0,404.73,0,0,5000,14304,0,113587,2,0,4,61,2,1,4,1,1,2
0,0,82.78,1,0,85000,14305,0,450239,0,0,1,737,0,1,1,1,1,2
4,0,387.21,0,0,35000,14314,0,291253,1,0,5,708,0,0,1,2,3,1
0,0,77.48,1,0,75000,14315,0,402081,0,0,1,15,0,1,1,1,1,2
0,0,94.54,1,0,-1,14342,0,272730,0,1,2,103,0,2,2,1,2,2
0,1,267.32,1,0,45000,14345,0,421515,1,0,3,425,0,0,2,2,3,2
0,0,146.42,0,0,75000,14351,0,1130444,2,0,2,2584,0,2,2,1,1,2
0,0,168.48,0,0,95000,14358,0,124086,0,2,2,1637,0,2,2,1,3,2
0,2,284.82,1,0,65000,14371,1,98559,0,0,4,1337,0,2,2,1,1,2
0,0,93.18,0,0,65000,14380,0,300325,0,2,2,17,0,1,2,2,6,2
0,0,161.46,0,0,35000,14382,0,24443,0,2,2,852,0,1,2,1,1,2
0,0,148.85,1,0,175000,14389,1,336701,0,0,2,332,0,3,2,1,1,2
0,0,158.32,1,0,45000,14398,0,998230,0,1,2,2581,0,2,2,1,1,2
0,0,221.58,0,0,45000,14405,1,9083,0,0,1,1838,0,2,1,1,1,2
1,0,107.16,2,0,75000,14408,0,325403,0,0,3,55,0,2,2,1,1,2
0,0,599.31,1,0,-1,14417,1,108025,0,0,2,925,0,3,2,1,1,2
2,0,140.52,1,0,-1,14439,0,93470,1,0,4,378,0,2,2,1,2,2
0,0,183.5,0,0,75000,14473,0,315954,1,1,2,1862,0,2,2,1,1,2
0,0,888.2,0,0,-1,14480,0,207392,2,0,2,1563,0,1,2,2,3,2
0,0,129.55,2,0,135000,14481,0,188619,0,0,2,784,0,1,2,1,1,2
0,0,280.59,0,0,35000,14482,0,281810,0,0,1,1570,1,1,1,1,3,2
