w_geocode,zone
530330114011008,795
530330112002048,804
530330260011027,855
530330201003008,1840
530330006003011,29
530330264001028,872
530330093001019,635
530330093001014,630
530330262001123,953
530330284024001,950
530330278001001,940
530330279006004,940
530330279006013,941
530330279006016,997
530330279005004,997
530330279005008,997
530330275001020,937
530330275003017,939
530330279001028,941
530330279001010,941
530330279001030,941
530330279004012,997
530330274001003,899
530330274001004,899
530330274001013,899
530330275002013,935
530330097022012,695
530330049005018,319
530330075004009,565
530330093002058,653
530330087001025,596
530330039001004,111
530330041002030,202
530330041002018,202
530330203002014,1830
530330288012032,1032
530330288012028,1032
530330288011008,1032
530330288011016,1033
530330289014008,1036
530330289012013,1037
530330289012005,1038
530330289011010,1038
530330291021003,1059
530330097022014,696
530330097023010,740
530330097023002,696
530330024003002,112
530330042005005,188
530330038001007,189
530330038001005,189
530330265002013,863
530330265002012,863
530330093003187,728
530330104021005,723
530330109001016,780
530330109001007,778
530330109002094,762
530330042001012,204
530330041004010,295
530330041004003,295
530330027002010,94
530330288021005,1009
530330282002008,950
530330262001140,974
530330297002022,1215
530330070006011,396
530330086002013,584
530330078002007,590
530330206003005,1849
530330045002018,223
530330291021005,1043
530330007004017,25
530330063004004,371
530330117003008,821
530330054004019,317
530330297004055,1074
530330267002001,890
530330275002001,895
530330268022000,894
530330296021007,1200
530330264001033,879
530330286005028,996
530330292031057,1249
530330297003038,1253
530330297001001,1249
530330297001004,1249
530330297001027,1249
530330294071006,1267
530330294073013,1246
530330294031018,1300
530330294082006,1268
530330294082004,1267
530330275002017,934
530330280003007,944
530330279002007,992
530330092002033,612
530330278003005,999
530330078001055,593
530330094003018,647
530330287004008,1034
530330062001019,370
530330091001004,615
530330291021007,1042
530330284021005,976
530330284021006,976
530330284023005,980
530330284024058,982
530330284023002,979
530330284022010,976
530330283002006,976
530330289011011,1038
530330290012008,1065
530330290012004,1062
530330098004020,696
530330098005012,688
530330098003008,688
530330038002013,186
530330043012012,213
530330043022005,285
530330114023011,831
530330114023002,797
530330093003204,727
530330109002029,760
530330109002053,759
530330109002008,725
530330109001023,778
530330007003006,25
530330042001021,203
530330041004013,295
530330066001023,406
530330061001009,360
530330048003021,259
530330215003016,1758
530330093002042,633
530330096001001,676
530330283001000,976
530330104012028,766
530330265003009,886
530330066001031,383
530330290011004,1065
530330215004007,1816
530330298014012,1073
530330013001003,45
530330057005008,331
530330096001003,676
530330102003014,767
530330104023019,765
530330293044009,1312
530330120002005,837
530330106001015,749
530330108001006,702
530330108001007,754
530330108001034,781
530330293073013,1284
530330054004018,317
530330032006019,151
530330287003012,1005
530330287001015,1032
530330293041005,1311
530330273002002,927
530330282001004,925
530330284023017,981
530330284031000,981
530330098002006,683
530330098002008,687
530330098004006,697
530330098004018,696
530330098004015,697
530330098003012,687
530330114021000,799
530330114022012,831
530330114022008,830
530330266001017,862
530330062001054,371
530330213002003,1868
530330213002005,1868
530330213002013,1868
530330040001031,199
530330117003021,822
530330204011015,1823
530330204021008,1819
530330215004013,1816
530330204013014,1824
530330264004011,884
530330112001011,803
530330297004056,1220
530330297003023,1255
530330048003009,328
530339901000016,445
530339901000027,449
530330081002000,492
530330053022003,305
530330273003003,930
530330009002012,21
530330110022016,775
530330297004027,1222
530330284021007,976
530330268024017,893
530330268023005,896
530330093003108,669
530330100011011,666
530330078002016,590
530330104024019,724
530330117003002,821
530330117003006,821
530330031005009,150
530330031004015,151
530330031005010,150
530330031004027,153
530330031005025,149
530330031005016,147
530330031005022,150
530330288012018,1006
530330288012021,1007
530330264003008,880
530330093003094,670
530330272001027,924
530330283001007,975
530330298023004,1077
530330073002007,477
530330105004000,732
530330098003001,687
530330098003018,698
530330098003029,697
530330113002012,829
530330265002017,861
530330113004002,798
530330113005014,800
530330113003003,801
530330053023011,287
530330002002010,14
530330002002009,14
530330001005004,16
530330112002067,804
530330275001012,936
530330279005001,997
530330284023012,981
530330286003006,1002
530330287001000,1004
530330288022024,1014
530330290042011,1061
530330291022015,1058
530330295033006,1224
530330293072010,1289
530330295033009,1223
530330093003162,725
530330093001005,629
530330074023008,547
530330057001013,331
530330119004003,857
530330006003013,29
530330006003003,29
530330100011022,710
530330208003001,1837
530330287002010,1034
530330296021009,1200
530330292061122,1048
530330117003000,811
530330117001008,819
530330041002026,201
530330102001041,718
530330279004008,997
530330279003007,997
530330268011014,868
530330032007001,153
530330031004021,153
530330032006026,154
530330032006028,247
530330032004002,248
530330264002012,882
530330031003014,158
530330031003009,146
530330033005006,158
530330030004006,144
530330119004000,856
530330119003009,856
530330272002042,920
530330073001003,406
530330106005014,742
530330111011001,771
530330111012000,772
530330111022008,771
530330111022005,771
530330102002025,768
530330113001022,802
530330214003000,1822
530330215001008,1817
530330204024002,1818
530330205003014,1855
530330109002111,757
530330112002061,757
530330043013015,214
530330214002013,1858
530330007001011,23
530330001003003,20
530330109001010,778
530330112002020,804
530330112001021,805
530330298011012,1072
530330274003026,946
530330053023040,302
530330284024012,983
530330092002009,478
530330279001018,991
530330264005011,870
530330262001138,974
530330262001160,972
530330283003066,1027
530330050003011,316
530330001001023,20
530330293035009,1306
530330288011011,1032
530330287004009,1034
530330278001008,1000
530330287004003,1034
530330287002000,1032
530330271002006,903
530330271002031,901
530330273003023,930
530330281002006,948
530330268012009,886
530330268011023,868
530330268021021,887
530330265003015,868
530330265003005,869
530330265003017,869
530330268023015,896
530330268023014,896
530330274003001,934
530330270002004,898
530330270003006,886
530330032007012,154
530330032005001,247
530330032001006,157
530330032002003,245
530330019003017,95
530330267004014,841
530330268021019,887
530330047004001,243
530330032003012,244
530330033005011,159
530330033005003,159
530330033003013,241
530330263002022,908
530330263002039,908
530330262001011,908
530330001001019,19
530330298023008,1077
530330056005041,390
530330097013022,691
530330097012002,691
530330097023008,740
530330096004004,677
530330102002018,768
530330111021009,768
530330111022009,771
530330111024002,770
530330296013006,1213
530330211001001,1855
530330211001017,1871
530330204023006,1818
530330213003016,1867
530330214001019,1861
530330050001029,268
530330268011004,865
530330112002042,806
530330112002022,804
530330281002003,950
530330272002004,905
530330288012008,1007
530330283001009,976
530330288022042,1014
530330290014016,1066
530330289013019,1039
530330290014002,1066
530330291023032,1057
530330297002033,1200
530330286005011,996
530330293033021,1305
530330285003004,990
530330295023005,1242
530330040001015,105
530330262001145,971
530330293052005,1303
530330270002005,898
530330270001001,884
530330293072031,1285
530330293072018,1287
530330270003008,886
530330279005006,997
530330278003011,999
530330279004011,997
530330279004010,997
530330058014010,335
530330047004011,244
530330047004000,241
530330047004018,242
530330263002036,908
530330263002028,908
530330273001002,904
530330273001000,904
530330282001030,953
530330097012001,691
530330097011013,691
530330096004002,677
530330096005021,678
530330096001006,678
530330117003011,821
530330117003025,822
530330110013007,812
530330205002003,1857
530330048003008,328
530330048003001,328
530330048003012,326
530330048001019,264
530330002006002,13
530330002004010,13
530330002006014,13
530330050001012,269
530330050001026,269
530330112002041,804
530330112001031,826
530330112003004,806
530330294051007,1291
530330294081005,1267
530330295023006,1229
530330214001018,1861
530330297004050,1074
530330292051012,1046
530330292063020,1046
530330292062000,1046
530330294051000,1286
530330058021006,343
530330117001014,820
530330058012010,343
530330062003009,366
530330049005011,319
530330293042004,1312
530330214001017,1861
530330095003043,663
530330104024001,708
530330036002017,126
530330042004008,208
530330081001019,449
530330286005019,996
530330286001001,1002
530330286001003,1002
530330286003018,1002
530330030002013,143
530330030004000,141
530330030004008,144
530330030004012,144
530330291021017,1059
530330291021012,1058
530330056004009,348
530330057003003,349
530330097011004,691
530330097014019,694
530330096004022,677
530330096004019,677
530330096004011,677
530330096004018,677
530330117001004,819
530330111012015,773
530330117003024,822
530330117002024,823
530330117002020,843
530330048002014,325
530330048002000,266
530330048003041,326
530330048003038,323
530330002006020,13
530330059005000,340
530330069001002,353
530330049002024,321
530330060003022,355
530330035003023,232
530330050003010,270
530330050002007,316
530330112001027,826
530330075004011,564
530330093002021,630
530330292061054,1049
530330262001015,920
530330280001008,948
530330282002011,952
530330280003001,946
530330104012003,711
530330201001000,1838
530330036001039,222
530330202002003,1835
530330203004003,1833
530330203004002,1833
530330203003005,1834
530330203004012,1831
530330204012009,1827
530330204012010,1828
530330208001006,1844
530330208002002,1844
530330207003001,1846
530330036004000,175
530330036004003,174
530330207001002,1846
530330209001012,1879
530330210004013,1877
530330004012007,1
530330290013005,1066
530330105002005,731
530330105002004,731
530330105002000,731
530330047002080,329
530330286003021,1036
530330060004008,337
530330112002027,804
530330057004011,344
530330057002005,343
530330057002010,343
530330057003004,349
530330057003011,349
530330056003030,348
530330284032000,982
530330298014009,1073
530330298014013,1072
530330298021012,1093
530330264003009,880
530330101003013,713
530330117002008,777
530330096002013,679
530330097021000,680
530330111023001,814
530330111013001,813
530330059003010,340
530330049001005,232
530330049001010,267
530330049004006,322
530330050002006,316
530330054004002,316
530330054004010,316
530330213003001,1859
530330214001013,1861
530330005002009,1
530330005002016,38
530330005002006,38
530330005002018,38
530330263001007,873
530330006004010,30
530330201002008,1840
530330201002009,1840
530330201002023,1841
530330201002016,1840
530330018003008,91
530330208003009,1843
530330209003002,1881
530330202001007,1833
530330202004002,1835
530330295035001,1227
530330093003125,705
530330056004032,348
530330119002001,853
530330293033000,1307
530330098003013,687
530330201003009,1840
530330049002010,320
530330297004030,1222
530330297001018,1249
530330121002007,841
530330058023064,394
530330016003015,86
530330285003005,990
530330035003000,231
530330286005009,996
530330272002002,905
530330271002026,901
530330271002030,901
530330271002037,901
530330056003033,348
530330103004007,721
530330103004011,721
530330098001020,679
530330098001015,683
530330098005003,682
530330111014008,772
530330102004006,719
530330118005001,813
530330060004001,336
530330059003015,340
530330059005002,340
530330049004009,319
530330049004010,320
530330022003007,103
530330024001011,110
530330054004023,314
530330060004009,337
530330215003024,1864
530330213001017,1866
530330008001004,20
530330008001007,22
530330106004018,745
530330105003009,739
530330106006006,744
530330105004010,736
530330105002011,737
530330106001002,734
530330106002007,747
530330106006011,744
530330106003004,744
530330106004020,745
530330106003019,745
530330106003006,745
530330106003002,747
530330111024007,814
530330118003003,848
530330041001019,201
530330102001017,718
530330102002004,718
530330102002030,769
530330111021006,770
530330118003007,849
530330118003006,849
530330119001018,849
530330260015011,912
530330261003010,911
530330261003006,911
530330262001020,920
530330262001044,959
530330286001006,996
530330278001004,1000
530330093001041,650
530330262001180,965
530330292061002,966
530330053022006,305
530330292043009,1303
530330293062004,1296
530330294051002,1291
530330047002005,256
530330030003015,142
530330272001001,879
530330273003009,931
530330273004006,904
530330273003021,930
530330281002023,948
530330281002000,949
530330056005009,392
530330056005044,392
530330047004015,255
530330057002014,343
530330103004010,721
530330101002019,714
530330117001006,819
530330118005007,818
530330118005010,818
530330119003005,852
530330059005015,353
530330059005020,353
530330043012000,188
530330024002005,109
530330039001006,191
530330039001003,111
530330060003000,338
530330060002013,355
530330014004013,40
530330067001002,358
530330069004000,353
530330060001004,358
530330260012003,875
530330260012000,875
530330260014007,912
530330295033007,1223
530330297005008,1223
530330296011005,1226
530330295021018,1231
530330106001018,748
530330105001015,733
530330105001005,732
530330106001017,749
530330106001022,750
530330106001025,750
530330115003001,750
530330116002003,785
530330116002007,785
530330116005000,787
530330116005002,787
530330116003004,789
530330116003014,790
530330116002001,785
530330116003016,790
530330115003018,789
530330293061009,1299
530330294071007,1267
530330293044006,1312
530330294051008,1290
530330214001023,1864
530330265003013,869
530330002005005,12
530330016003013,86
530330030003005,142
530330030003004,141
530330056002015,346
530330015001003,84
530330031005006,151
530330015002014,84
530330285003000,990
530330285002022,1004
530330284024002,950
530330053021012,305
530330056002019,346
530330056002024,346
530330056001009,331
530330056001007,331
530330056005020,392
530330056005014,392
530330057002024,349
530330058021015,350
530330058023025,350
530330103005009,720
530330103001003,715
530330103001011,720
530330102004015,719
530330261001002,910
530330261002002,909
530330119002007,853
530330119002013,853
530330260015014,912
530330038001013,188
530330038001011,190
530330042005002,190
530330042005015,210
530330022003020,102
530330024001004,102
530330024001003,102
530330022004008,103
530330060003013,355
530330060002025,355
530330042004014,207
530330060002040,357
530330060002031,357
530330049002016,317
530330219051003,1770
530330222012011,1724
530330323164001,1934
530330323175013,1939
530330323252016,1679
530330255003002,1399
530330237003026,1555
530330234012041,1513
530330229022011,1574
530330236012024,1556
530330226063015,1659
530330224001001,1695
530330222031012,1721
530330323263001,1886
530330323221002,1744
530330323221001,1744
530330222023008,1728
530330250035005,1453
530330228013003,1609
530330323192000,1783
530330254004018,1401
530330251023005,1365
530330258043002,1332
530330251022009,1394
530330319075010,1328
530330255001001,1397
530330218021026,1795
530330218042036,1798
530330323193011,1795
530330219061000,1776
530330219054009,1774
530330222024004,1724
530330323213002,1746
530330219052005,1770
530330220053024,1727
530330223002009,1722
530330224006007,1693
530330323271007,1901
530330323262046,1908
530330323262010,1711
530330221021025,1752
530330220013014,1767
530330222033008,1693
530330323203001,1783
530330229011003,1614
530330229011006,1618
530330229011007,1618
530330230002013,1572
530330229012009,1619
530330232023001,1570
530330231001001,1572
530330231002010,1571
530330323221023,1711
530330323262048,1908
530330323133001,1649
530330323283004,1912
530330323262039,1905
530330323162000,1927
530330229012010,1619
530330253021041,1355
530330238043002,1551
530330245001000,1462
530330244001027,1498
530330228031024,1625
530330319042012,1374
530330319062020,1316
530330323282011,1926
530330247023014,1422
530330319041049,1324
530330256013002,1359
530330228031021,1628
530330226051006,1703
530330226051027,1703
530330323192014,1781
530330323151009,1914
530330315021031,2081
530330312042004,2037
530330316041013,2023
530330322103076,1974
530330322133000,1952
530330322142021,1953
530330322083039,1967
530330321041006,1433
530330321041026,1433
530330322113014,1972
530330300032010,1082
530330304032012,1149
530330303102000,1140
530330309011031,1164
530330302012004,1107
530330302013023,1087
530330303091007,1121
530330300032001,1069
530330303061022,1115
530330303124002,1115
530330304032018,1149
530330303042015,1146
530330304011029,1127
530330303042027,1147
530330304042002,1154
530330299023019,1099
530330226063019,1659
530330227023017,1635
530330323231001,1710
530330253021021,1355
530330229025014,1574
530330224001015,1696
530330226031001,1701
530330226064010,1644
530330220032002,1730
530330243002021,1492
530330234042013,1450
530330229021002,1621
530330226042021,1662
530330257022009,1333
530330323212002,1745
530330323112000,1884
530330253013082,1354
530330253022000,854
530330256013021,1359
530330256021029,1335
530330221012004,1757
530330252005013,1400
530330251014001,1393
530330251014008,1392
530330323191007,1792
530330225001018,1668
530330241002000,1598
530330232021002,1568
530330249023015,1478
530330249022001,1477
530330323133008,1929
530330253022007,875
530330254004017,1401
530330256013001,1359
530330255002004,1399
530330255002005,1399
530330251012003,1396
530330255002000,1395
530330252005029,1400
530330251012005,1396
530330251022008,1361
530330255003006,1398
530330257021003,1335
530330258031011,1332
530330323071016,1883
530330323112010,1788
530330222032021,1721
530330224006020,1693
530330224006014,1693
530330241002005,1597
530330323282009,1927
530330229022010,1622
530330219052006,1774
530330220051005,1729
530330244002001,1492
530330249034016,1455
530330218022013,1796
530330246023014,1480
530330323111005,1890
530330250063008,1448
530330222021014,1726
530330323073031,1790
530330249031019,1454
530330236013017,1510
530330323171010,1937
530330250011015,1425
530330246022022,1480
530330218031004,1802
530330260023014,915
530330234031032,1518
530330315012094,2047
530330313022039,2078
530330313023003,2067
530330313012011,2075
530330315021241,2081
530330312052018,1186
530330312043013,2053
530330322103072,1974
530330322112007,1968
530330322112003,1955
530330322111000,1955
530330322032000,1956
530330322084006,1969
530330322072001,1962
530330322101066,1379
530330295021004,1231
530330292061052,1018
530330210005004,1875
530330298013003,1073
530330298014002,1073
530330298024002,1077
530330298025004,1094
530330290035007,1063
530330299021000,1075
530330306001002,1186
530330306003024,1178
530330307001013,1173
530330307001018,1173
530330311003012,1170
530330300031012,1069
530330303132018,1134
530330299011002,1095
530330303131007,1125
530330310002006,1158
530330303063005,1111
530330299023025,1099
530330303091002,1121
530330299013003,1094
530330303142008,1123
530330303141017,1123
530330305032011,1216
530330226062004,1631
530330220033000,1752
530330323174004,1939
530330323211004,1743
530330253023024,1351
530330323271039,1901
530330256023008,1364
530330249021028,1469
530330226052017,1685
530330227021008,1636
530330220011013,1770
530330228031012,1613
530330250061019,1429
530330323131010,1908
530330323262037,1907
530330223001019,1723
530330219061014,1778
530330219041025,1736
530330323213025,1704
530330323161003,1933
530330239001011,1538
530330239001017,1538
530330323163021,1936
530330323172011,1938
530330319031017,1368
530330256021024,1363
530330248002053,1469
530330250061016,1431
530330252005016,1396
530330238041000,1543
530330250032013,1452
530330230004019,1575
530330231001010,1571
530330230001011,1573
530330323181000,1924
530330319062012,1317
530330241004002,1594
530330241002014,1594
530330242001007,1541
530330240004038,1543
530330241004011,1594
530330241004016,1592
530330240004018,1543
530330224003007,1692
530330224006018,1692
530330236033007,1564
530330236044007,1510
530330236044008,1510
530330236043000,1510
530330236042018,1513
530330248002002,1472
530330323175008,1938
530330240001011,1603
530330235003014,1505
530330234012023,1471
530330234042019,1448
530330234031009,1475
530330235003022,1466
530330323153034,1922
530330319091001,1284
530330323212010,1739
530330252003003,1403
530330247013004,1459
530330224002000,1696
530330242002014,373
530330323271034,1898
530330323074021,1788
530330236033003,1531
530330224002024,1691
530330312024025,2052
530330312025037,2062
530330315021025,2018
530330314004011,2070
530330314003018,2069
530330315011008,2017
530330312043022,2058
530330315021098,2018
530330315021234,2018
530330316032007,2020
530330312024001,2052
530330314001046,2070
530330315021187,2081
530330316031031,2021
530330322121003,1976
530330321023011,1379
530330321022082,1323
530330322131016,1955
530330322131012,1955
530330321033021,1435
530330322083057,1445
530330321022039,1379
530330057001003,331
530330110013013,811
530330118002009,850
530330276003014,940
530330288021009,1012
530330292053001,1046
530330292063009,1046
530330292044003,1262
530330297004024,1222
530330296022002,1202
530330012004011,47
530330110022027,775
530330040001004,103
530330042003000,207
530330110021021,810
530330104023015,722
530330107021005,734
530330058014044,335
530330304013047,1133
530330300062004,1089
530330308011009,1166
530330304043011,1154
530330305011117,1180
530330311002010,1160
530330300033010,1070
530330301002005,1085
530330302022018,1087
530330303103021,1141
530330303041033,1146
530330303041018,1145
530330308011035,1161
530330305011103,1167
530330305044006,1192
530330311003022,1170
530330306001000,1186
530330299023000,1075
530330323092020,1655
530330230002012,1576
530330323134005,1930
530330323071009,1790
530330323271070,1900
530330226031009,1715
530330236012012,1558
530330226052016,1670
530330323194006,1746
530330323132029,1648
530330232011008,1526
530330256021021,1360
530330218021015,1795
530330256023007,1364
530330250033007,1449
530330250034012,1431
530330243002011,1492
530330227023011,1633
530330239003049,1499
530330243001008,1496
530330234013013,1511
530330234041007,1450
530330234041020,1449
530330253012025,1416
530330257021016,1333
530330218022027,1796
530330250061011,1431
530330253011005,1415
530330257015000,1343
530330234012007,1513
530330233003013,1513
530330248002009,1471
530330248002017,1470
530330256022005,1363
530330249012007,1457
530330253013010,1412
530330253021015,1355
530330253013063,1355
530330253013001,1406
530330252002008,1407
530330253013033,1409
530330253013039,1356
530330252002016,1405
530330253013027,1356
530330254004002,1405
530330254004010,1406
530330256013024,1359
530330254001024,1359
530330253022016,1352
530330250051004,1428
530330224005001,1691
530330249014004,1458
530330323072024,1788
530330319041034,1325
530330258051003,1336
530330239003008,1498
530330323152002,1921
530330323151019,1917
530330323253014,1679
530330227031021,1607
530330227031020,1607
530330234031027,1518
530330323271014,1901
530330218022049,1795
530330323213030,1703
530330323214016,1711
530330256023028,1363
530330258043007,1332
530330258031012,1311
530330323262015,1907
530330241003034,1592
530330312022003,1170
530330312022009,2059
530330312025024,1171
530330313012014,2071
530330313012016,2071
530330312024013,2051
530330316011003,2028
530330316032017,2020
530330316033021,2046
530330312024003,2052
530330316051023,2023
530330322083053,1444
530330322103012,1974
530330322083013,1445
530330322121011,1976
530330321033000,1440
530330321032033,1437
530330321043008,1437
530330321043020,1437
530330322084009,1969
530330321022010,1379
530330321022035,1379
530330005003011,38
530330061001015,361
530330067004034,401
530330043021000,285
530330295033011,1224
530330099003010,731
530330114011000,782
530330116006022,786
530330116003007,788
530330113001023,803
530330270003009,897
530330117002002,777
530330078001020,415
530330283003016,977
530330279001017,944
530330273003004,932
530330078001007,417
530330262001073,967
530330264001027,825
530330043011012,287
530330279001001,943
530330280002004,986
530330294061000,1270
530330052003026,310
530330097013005,691
530330096005007,675
530330107021003,731
530330293033018,1306
530330069003003,396
530330291023024,1058
530330053023003,299
530330033003018,239
530330119002016,853
530330288011012,1033
530330012005011,71
530330053023033,302
530330279003024,996
530330006004018,29
530330306002002,1185
530330299023008,1096
530330300041004,1079
530330305032000,1215
530330303051001,1086
530330304043021,1155
530330300046001,1080
530330308011028,1161
530330299011003,1095
530330300052012,1091
530330305011122,1193
530330304013025,1132
530330300061007,1092
530330304031008,1149
530330309022002,1162
530330303124009,1143
530330303123009,1144
530330309011005,1165
530330300046006,1080
530330256023010,1364
530330323202003,1785
530330218042009,1798
530330256022012,1362
530330223001029,1723
530330257023012,1339
530330226063007,1660
530330253011019,1411
530330253021004,1354
530330323175007,1939
530330319034017,1363
530330234032007,1517
530330253023003,1351
530330247011006,1459
530330253023031,1350
530330323202013,1782
530330257021017,1333
530330319031024,1363
530330319031025,1368
530330319032017,1367
530330319061061,1327
530330319061055,1326
530330319061051,1326
530330323071012,1883
530330221023008,1762
530330323072025,1789
530330222022007,1720
530330222011008,1726
530330218021002,1795
530330323213019,1739
530330246021012,1480
530330253011020,1415
530330220062011,1695
530330220061004,1695
530330224002016,1694
530330224003011,1691
530330224005028,1665
530330224006035,1692
530330224003013,1691
530330224005033,1691
530330224003004,1691
530330224003028,1691
530330224004004,1691
530330224004003,1691
530330225005008,1664
530330248002000,1472
530330234012040,1509
530330234012033,1511
530330249012000,1469
530330233003004,1526
530330233004006,1524
530330233004007,1524
530330233004013,1522
530330232022010,1569
530330249032017,1454
530330250032004,1479
530330250032003,1452
530330250061009,1431
530330250062022,1433
530330247025019,1416
530330252005028,1400
530330319073004,1331
530330319073001,1331
530330257021015,1333
530330253022002,854
530330319074008,1327
530330217001004,1811
530330252003001,1404
530330218042037,1772
530330323093036,1683
530330323093044,1683
530330313012013,2071
530330312024023,2063
530330313011003,2063
530330313011010,2071
530330316011011,2028
530330316011009,2027
530330312045012,2055
530330312045005,2039
530330312025006,1171
530330315011034,2017
530330312021033,1159
530330316041016,2022
530330316032048,2020
530330321021030,1378
530330322103062,1971
530330322142020,1953
530330322031009,1959
530330321032011,1439
530330321023039,1380
530330322152024,1945
530330322102073,1380
530330321021008,1377
530330321023046,1380
530330321022054,1378
530330322083063,1444
530330322083066,1444
530330261004005,918
530330264004012,883
530330286003001,1002
530330272001017,924
530330285002012,1006
530330012005010,71
530330294051006,1291
530330090001015,624
530330304042010,1154
530330304042011,1152
530330304043001,1154
530330303101001,1141
530330302014012,1086
530330303081003,1116
530330303081008,1120
530330304013038,1132
530330303131011,1125
530330303063011,1114
530330301006004,1086
530330304042022,1155
530330311004015,2060
530330301001001,1084
530330310001020,1158
530330303051004,1110
530330308011037,1161
530330299023009,1097
530330305011016,1193
530330258061003,1347
530330253023017,1350
530330323202017,1745
530330250052001,1428
530330258062006,1344
530330258041006,1338
530330251014017,1389
530330226032002,1701
530330236044001,1529
530330319074040,1315
530330241002018,1593
530330237001010,1584
530330230003023,1578
530330251014010,1393
530330227021012,1640
530330250051024,1427
530330237003039,1558
530330323092018,1674
530330323091023,1673
530330228032006,1625
530330229012003,1619
530330230004007,1573
530330234011000,1516
530330250035000,1431
530330225001027,1663
530330223001007,1723
530330260022013,956
530330258062014,1306
