,pollutantID,county,veh_type,ratePerVehicle
127,90,snohomish,transit,469.7181999999999
128,91,king,heavy,2502371.1
129,91,king,light,6708106.5
130,91,king,medium,7661080.600000001
131,91,king,transit,6394490.8999999985
132,91,kitsap,heavy,2498753.4
133,91,kitsap,light,6618433.000000001
134,91,kitsap,medium,7803171.000000001
135,91,kitsap,transit,6381002.1
136,91,pierce,heavy,2507705.0
137,91,pierce,light,6691408.8
138,91,pierce,medium,7754247.5
139,91,pierce,transit,6411892.3
140,91,snohomish,heavy,2524518.4999999995
141,91,snohomish,light,6750525.5
142,91,snohomish,medium,7852375.800000001
143,91,snohomish,transit,6457614.3
144,98,king,heavy,219.26817999999997
145,98,king,light,514.6577500000001
146,98,king,medium,635.8220799999999
147,98,king,transit,609.54759
148,98,kitsap,heavy,218.94519999999997
149,98,kitsap,light,509.8819899999999
150,98,kitsap,medium,646.1571299999998
151,98,kitsap,transit,608.39786
152,98,pierce,heavy,219.73505000000003
153,98,pierce,light,514.5058100000001
154,98,pierce,medium,643.5866100000002
155,98,pierce,transit,611.00775
156,98,snohomish,heavy,221.26654
157,98,snohomish,light,518.7111700000002
158,98,snohomish,medium,649.9036899999998
159,98,snohomish,transit,614.9429
160,100,king,heavy,0.00788149
161,100,king,light,0.09611567400000003
162,100,king,medium,0.125582037
163,100,king,transit,0.18883582499999998
164,100,kitsap,heavy,0.007881269
165,100,kitsap,light,0.10251048299999997
166,100,kitsap,medium,0.135781231
167,100,kitsap,transit,0.18761065100000002
168,100,pierce,heavy,0.007881494
169,100,pierce,light,0.10192169900000002
170,100,pierce,medium,0.133678819
171,100,pierce,transit,0.19042363000000007
172,100,snohomish,heavy,0.007881453
173,100,snohomish,light,0.10479963099999999
174,100,snohomish,medium,0.1374607210000001
175,100,snohomish,transit,0.194689584
176,110,king,heavy,0.007249015000000002
177,110,king,light,0.08505889000000001
178,110,king,medium,0.11119542299999999
179,110,king,transit,0.16754205300000002
180,110,kitsap,heavy,0.007248802000000001
181,110,kitsap,light,0.090715005
182,110,kitsap,medium,0.12021725099999998
183,110,kitsap,transit,0.16645813099999993
184,110,pierce,heavy,0.007249030000000001
185,110,pierce,light,0.090194765
186,110,pierce,medium,0.118358985
187,110,pierce,transit,0.16894671400000003
188,110,snohomish,heavy,0.007248994999999999
189,110,snohomish,light,0.09274063800000001
190,110,snohomish,medium,0.12170276
191,110,snohomish,transit,0.172720228
192,112,king,heavy,0.0013464109
193,112,king,light,0.056531030999999995
194,112,king,medium,0.065413074
195,112,king,transit,0.071045194
196,112,kitsap,heavy,0.0013463982
197,112,kitsap,light,0.05898848000000001
198,112,kitsap,medium,0.070427094
199,112,kitsap,transit,0.07056149599999999
200,112,pierce,heavy,0.0013464119
201,112,pierce,light,0.059139102000000006
202,112,pierce,medium,0.06935887200000002
203,112,pierce,transit,0.07167226499999997
204,112,snohomish,heavy,0.0013463091
205,112,snohomish,light,0.06092623999999999
206,112,snohomish,medium,0.07163913899999999
207,112,snohomish,transit,0.07335707799999999
208,115,king,heavy,0.004037181
209,115,king,light,0.0011978703999999995
210,115,king,medium,0.0026835600000000006
211,115,king,transit,0.007501110000000001
212,115,kitsap,heavy,0.004037023000000001
213,115,kitsap,light,0.0012448064
214,115,kitsap,medium,0.0026902461
215,115,kitsap,transit,0.007495665000000001
216,115,pierce,heavy,0.00403729
217,115,pierce,light,0.0012452899
218,115,pierce,medium,0.0027277581
219,115,pierce,transit,0.007508053999999999
220,115,snohomish,heavy,0.0040371420000000005
221,115,snohomish,light,0.0012759506999999997
222,115,snohomish,medium,0.002747057900000001
223,115,snohomish,transit,0.007526511
224,118,king,heavy,0.005902813999999998
225,118,king,light,0.028527754999999995
226,118,king,medium,0.045782421000000004
227,118,king,transit,0.09649671600000002
228,118,kitsap,heavy,0.005902604999999998
229,118,kitsap,light,0.031726494
230,118,kitsap,medium,0.049790233
231,118,kitsap,transit,0.09589666699999998
232,118,pierce,heavy,0.0059028249999999996
233,118,pierce,light,0.03105557
234,118,pierce,medium,0.04900009600000002
235,118,pierce,transit,0.09727427399999998
236,118,snohomish,heavy,0.0059027739999999995
237,118,snohomish,light,0.031814111000000006
238,118,snohomish,medium,0.050063518
239,118,snohomish,transit,0.099363354
240,119,king,heavy,0.0
241,119,king,light,0.0
242,119,king,medium,0.0
243,119,king,transit,0.0
244,119,kitsap,heavy,0.0
245,119,kitsap,light,0.0
246,119,kitsap,medium,0.0
247,119,kitsap,transit,0.0
248,119,pierce,heavy,0.0
249,119,pierce,light,0.0
250,119,pierce,medium,0.0
251,119,pierce,transit,0.0
252,119,snohomish,heavy,0.0
253,119,snohomish,light,0.0
254,119,snohomish,medium,0.0
255,119,snohomish,transit,0.0
