hhno pno day tour jtindex parent subtrs pdpurp tlvorig tardest tlvdest tarorig toadtyp tdadtyp topcl totaz tdpcl tdtaz tmodetp tpathtp tautotime tautocost tautodist tripsh1 tripsh2 phtindx1 phtindx2 fhtindx1 fhtindx2 toexpfac
14102485 1 1 2 0 0 0 5 1600 1610 1620 1630 1 4 1056893 296 734017 289 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 46.93
14102485 2 1 1 0 0 0 1 615 630 1500 1515 1 2 1056893 296 735369 539 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 46.93
14102486 1 1 1 0 0 0 1 615 700 1455 1725 1 2 1249048 233 213895 2411 4 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 101.36
14102486 2 1 1 0 0 0 1 855 920 1315 1805 1 2 1249048 233 1161308 534 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 101.36
14102486 3 1 1 0 0 0 7 615 640 1535 1725 1 4 1249048 233 178483 2411 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 101.36
14102487 1 1 1 0 0 0 1 730 800 1630 1700 1 2 1040684 343 920012 30 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 191.58
14102487 1 1 2 0 0 0 7 1730 1745 1800 1815 1 4 1040684 343 777764 343 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 191.58
14102487 2 1 1 0 0 0 1 750 830 1700 1745 1 2 1040684 343 1208259 607 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 191.58
14102488 1 1 1 0 0 0 4 1300 1515 1635 1640 1 4 1113447 355 1026960 440 3 1 -1.00 -1.00 -1.00 4 1 0 0 0 0 79.99
14102488 1 1 2 0 0 0 7 1810 1850 2140 2205 1 4 1113447 355 718246 453 7 3 -1.00 -1.00 -1.00 2 2 0 0 0 0 79.99
14102489 1 1 1 0 0 0 1 720 810 1610 1725 1 2 1016346 273 749194 313 5 1 -1.00 -1.00 -1.00 3 3 0 0 0 0 210.13
14102489 3 1 1 0 0 0 2 720 725 1435 1700 1 3 1016346 273 1015449 313 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 210.13
14102489 4 1 1 0 0 0 2 720 730 1645 1725 1 3 1016346 273 1024305 313 5 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 210.13
14102489 5 1 1 0 0 0 2 720 730 1720 1725 1 3 1016346 273 1024305 313 5 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 210.13
14102490 1 1 1 0 0 0 5 1810 1830 1850 1910 1 4 837229 382 1108976 281 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 165.34
14102491 1 1 1 0 0 0 1 715 755 1720 1855 1 2 827409 364 155392 2440 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 98.38
14102492 1 1 1 0 0 0 3 810 820 820 830 1 4 1068044 365 1110207 369 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 268.75
14102492 1 1 2 0 0 0 7 1005 1030 1030 1040 1 4 821176 365 847772 365 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 268.75
14102492 1 1 3 0 0 0 7 1800 1845 1845 1855 1 4 1068044 365 821138 378 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 268.75
14102492 2 1 1 0 0 0 2 810 820 1440 1505 1 3 1068044 365 1110207 369 8 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 268.75
14102492 2 1 2 0 0 0 7 1755 1845 1845 1855 1 4 1068044 365 821138 378 2 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 268.75
14102493 1 1 1 0 0 0 5 930 940 1000 1010 1 4 1096686 397 810690 386 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.31
14102493 2 1 1 0 0 0 5 930 940 1000 1010 1 4 1096686 397 810690 386 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.31
14102494 1 1 1 0 0 0 5 1430 1600 1705 1735 1 4 1063814 400 828930 531 6 3 -1.00 -1.00 -1.00 3 1 0 0 0 0 84.60
14102494 2 1 1 0 0 0 1 310 355 1315 1410 1 4 1063814 400 902588 983 9 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 84.60
14102495 1 1 1 0 0 2 1 615 730 1845 2010 1 2 805016 399 1052313 387 6 3 -1.00 -1.00 -1.00 3 2 0 0 0 0 69.03
14102495 1 1 2 0 1 0 1 1200 1230 1245 1310 2 4 1052313 610 852387 584 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 69.03
14102495 1 1 3 0 1 0 1 1400 1430 1520 1540 2 3 1052313 610 810672 387 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 69.03
14102495 2 1 1 0 0 0 1 615 620 700 725 1 4 805016 399 810672 387 6 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 69.03
14102496 1 1 1 0 0 0 1 845 855 1635 1720 1 4 289352 3686 280904 3682 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 126.83
14102496 1 1 2 0 0 0 7 1745 1755 2055 2110 1 4 289352 3686 299243 3690 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 126.83
14102497 1 1 1 0 0 0 1 910 950 1715 2215 1 2 372966 3682 0 -1 7 7 -1.00 -1.00 -1.00 1 4 0 0 0 0 84.17
14102497 2 1 1 0 0 0 5 1630 1645 1655 1710 1 4 372966 3682 270460 3479 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 84.17
14102498 1 1 1 0 0 0 1 740 800 1540 1600 1 2 288466 3686 296914 3692 2 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102498 1 1 2 0 0 0 7 1700 1730 1935 1955 1 4 288466 3686 269105 3488 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102498 2 1 1 0 0 0 1 735 800 1100 1115 1 2 288466 3686 306332 3694 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102498 2 1 2 0 0 1 1 1125 1140 1615 1640 1 2 288466 3686 306332 3694 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102498 2 1 3 0 2 0 1 1235 1250 1255 1315 2 4 306332 3694 300282 3690 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102498 2 1 4 0 0 0 7 1700 1730 1935 1955 1 4 288466 3686 269105 3488 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102498 3 1 1 0 0 0 1 1200 1210 1930 1940 1 2 288466 3686 300583 3693 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.09
14102499 1 1 1 0 0 0 1 935 1000 1815 1910 1 2 1263069 1930 733524 1466 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 69.07
14102499 1 1 2 0 0 0 7 1950 2010 2010 2025 1 4 1263069 1930 1262866 1929 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 69.07
14102500 1 1 1 0 0 0 1 655 740 1745 1820 1 2 833432 1343 1016643 383 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 283.28
14102501 1 1 1 0 0 0 1 550 705 1620 1745 1 2 288105 3687 1084080 510 6 7 -1.00 -1.00 -1.00 1 1 0 0 0 0 382.72
14102501 2 1 1 0 0 0 3 715 720 725 730 1 4 288105 3687 289712 3687 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 382.72
14102501 2 1 2 0 0 0 7 750 900 1605 1715 1 4 288105 3687 376373 3694 9 1 -1.00 -1.00 -1.00 3 2 0 0 0 0 382.72
14102501 3 1 1 0 0 0 2 715 740 1415 1540 1 3 288105 3687 296914 3692 8 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 382.72
14102501 4 1 1 0 0 0 2 715 740 1415 1540 1 3 288105 3687 296914 3692 8 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 382.72
14102502 2 1 1 0 0 0 5 1300 1315 1345 1400 1 4 303561 3693 306872 3694 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 135.39
14102503 1 1 1 0 0 0 1 600 630 1500 1540 1 2 232031 2557 1098877 200 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 392.92
14102503 1 1 2 0 0 0 7 1830 1910 2030 2100 1 4 232031 2557 210147 2641 5 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 392.92
14102503 2 1 1 0 0 0 7 1830 1910 2030 2100 1 4 232031 2557 210147 2641 5 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 392.92
14102503 3 1 1 0 0 0 7 1830 1910 2030 2100 1 4 232031 2557 210147 2641 5 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 392.92
14102504 1 1 1 0 0 1 1 1100 1140 2120 2150 1 2 1079960 92 1078590 566 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 62.80
14102504 1 1 2 0 1 0 6 1225 1235 1315 1340 2 3 1078590 566 1078365 552 1 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 62.80
14102504 2 1 1 0 0 0 1 725 800 1530 1945 1 4 1079960 92 1056254 517 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 62.80
14102505 1 1 1 0 0 0 1 630 645 1555 1620 1 2 853052 313 1161383 650 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 73.25
14102505 1 1 2 0 0 0 7 1645 1715 1715 1745 1 4 853052 313 1168554 347 2 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 73.25
14102505 2 1 1 0 0 0 1 840 905 1635 1710 1 2 853052 313 1052332 631 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 73.25
14102505 3 1 1 0 0 0 7 1650 1700 1730 1740 1 4 853052 313 1116406 272 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 73.25
14102505 4 1 1 0 0 0 2 735 740 1425 1430 1 3 853052 313 1015449 313 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 73.25
14102506 1 1 1 0 0 0 1 730 820 1740 2045 1 2 827915 324 829016 509 6 3 -1.00 -1.00 -1.00 2 7 0 0 0 0 59.17
14102507 1 1 1 0 0 0 1 755 815 1740 2105 1 2 1115556 429 716755 488 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 31.10
14102507 2 1 1 0 0 0 1 700 740 1610 1710 1 2 1115556 429 717089 1504 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 31.10
14102508 1 1 1 0 0 1 1 615 705 1535 2055 1 2 805008 397 570802 3278 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 55.71
14102508 1 1 2 0 1 0 1 900 925 1130 1205 2 4 570802 3278 625755 3293 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 55.71
14102508 2 1 1 0 0 0 1 910 940 1830 2055 1 2 805008 397 735381 545 6 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 55.71
14102509 1 1 1 0 0 0 5 1010 1020 1045 1055 1 4 693116 428 1115781 427 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 43.71
14102509 1 1 2 0 0 0 5 1235 1305 1320 1350 1 4 693116 428 751750 304 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 43.71
14102509 2 1 1 0 0 0 4 815 940 1010 1705 1 4 693116 428 103651 2255 9 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 43.71
14102510 1 1 1 0 0 1 1 730 750 1620 1635 1 2 718243 447 1052401 432 4 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 28.94
14102510 1 1 2 0 1 0 6 1145 1150 1215 1220 2 3 1052401 545 1052345 611 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 28.94
14102510 2 1 1 0 0 0 1 730 740 1300 1310 1 2 718243 447 829629 432 9 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 28.94
14102511 1 1 1 0 0 0 1 640 655 1530 1620 1 2 894078 244 829674 406 6 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 31.66
14102511 2 1 1 0 0 0 1 640 720 1425 1540 1 2 894078 244 796750 406 4 1 -1.00 -1.00 -1.00 2 3 0 0 0 0 31.66
14102511 2 1 2 0 0 0 5 1645 1650 1655 1700 1 4 894078 244 894382 244 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 31.66
14102511 2 1 3 0 0 0 7 1705 1725 1815 1925 1 4 894078 244 886485 40 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 31.66
14102512 1 1 1 0 0 0 1 915 945 1850 2125 1 2 852995 314 1067471 1617 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 67.71
14102513 1 1 1 0 0 0 4 1030 1040 1515 1800 1 4 1148095 339 895618 261 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 103.74
14102514 1 1 1 0 0 0 1 755 815 1330 1715 1 2 909659 383 716632 455 2 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 58.32
14102514 2 1 1 0 0 0 1 640 800 1645 1825 1 2 909659 383 286287 3693 4 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 58.32
14102514 3 1 1 0 0 0 2 640 745 1655 1825 1 3 909659 383 299217 3693 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 58.32
14102515 1 1 1 0 0 1 1 645 710 1900 2015 1 2 909676 383 903893 1733 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 70.46
14102515 1 1 2 0 1 0 5 1300 1310 1330 1340 2 4 903893 1733 1118695 1733 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 70.46
14102516 1 1 1 0 0 0 1 1200 1255 1610 1710 1 2 893833 244 1115737 431 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.89
14102516 1 1 2 0 0 0 5 1750 1755 1810 1815 1 4 893833 244 894068 246 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.89
14102516 1 1 3 0 0 0 6 1100 1105 1130 1135 1 3 893833 244 894382 244 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.89
14102516 2 1 1 0 0 0 1 730 820 1615 1645 1 2 893833 244 216619 170 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 41.89
14102516 2 1 2 0 0 0 5 1750 1755 1810 1815 1 4 893833 244 894068 246 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.89
14102517 1 1 1 0 0 0 7 1330 1340 1430 1505 1 4 895389 258 895645 259 1 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 74.61
14102518 1 1 1 0 0 0 1 515 620 1500 1615 1 2 1223622 219 920003 30 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 39.42
14102519 1 1 1 0 0 0 3 915 935 1000 1040 1 4 1242195 220 865379 302 5 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 57.47
14102519 1 1 2 0 0 0 3 1720 1730 1845 1900 1 4 1242195 220 865379 300 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 57.47
14102519 2 1 1 0 0 1 1 915 925 1850 1900 1 2 1242195 220 797163 302 5 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 57.47
14102519 2 1 2 0 1 0 6 1255 1305 1340 1350 2 4 797163 302 751761 304 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 57.47
14102519 3 1 1 0 0 0 2 915 935 1845 1900 1 3 1242195 220 865377 302 5 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 57.47
14102520 1 1 1 0 0 0 4 1715 1745 2115 2135 1 4 829907 441 1026738 387 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 115.12
14102521 1 1 1 0 0 0 4 1625 1635 1635 1645 1 4 995333 398 995563 398 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 63.47
14102521 1 1 2 0 0 0 7 915 930 1015 1030 1 4 995333 398 829844 443 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 63.47
14102522 1 1 1 0 0 0 1 720 735 1640 1705 1 2 995624 398 718323 447 1 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 104.74
14102523 1 1 1 0 0 0 1 755 840 1800 1905 1 2 878391 442 703023 1795 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 95.25
14102524 1 1 1 0 0 1 1 740 800 1700 1750 1 2 1027056 386 1161271 478 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 131.51
14102524 1 1 2 0 1 0 6 1230 1235 1335 1340 2 3 1161271 478 1161262 449 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 131.51
14102524 1 1 3 0 0 0 7 1800 1830 1835 1900 1 4 1027056 386 1089581 396 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 131.51
14102524 2 1 1 0 0 0 1 740 810 1645 1750 1 2 1027056 386 716661 494 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 131.51
14102524 2 1 2 0 0 0 7 1800 1830 1835 1900 1 4 1027056 386 1089581 396 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 131.51
14102525 1 1 1 0 0 0 1 620 750 1700 1730 1 2 1078429 554 829775 384 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 43.14
14102525 1 1 2 0 0 0 2 1745 1800 2045 2100 1 3 1078429 554 1067909 584 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 43.14
14102526 1 1 1 0 0 0 1 810 850 1230 1740 1 2 1026605 423 716657 550 1 1 -1.00 -1.00 -1.00 2 4 0 0 0 0 54.00
14102526 1 1 2 0 0 0 5 1800 1820 1900 1920 1 4 1026605 423 1135416 556 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 54.00
14102526 1 1 3 0 0 0 7 555 600 730 735 1 4 1026605 423 1186577 602 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 54.00
14102527 1 1 1 0 0 0 1 830 900 1830 1930 1 2 1113228 551 857244 1612 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 29.62
14102527 1 1 2 0 0 0 6 2000 2010 2100 2110 1 3 1113228 551 1115780 427 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 29.62
14102527 2 1 1 0 0 0 1 1030 1100 1830 1930 1 2 1113228 551 1067453 1616 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 29.62
14102527 2 1 2 0 0 0 6 2000 2010 2100 2110 1 3 1113228 551 1115780 427 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 29.62
14102528 1 1 1 0 0 0 1 1000 1030 1600 1710 1 2 1078595 566 1051471 1547 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 51.16
14102528 1 1 2 0 0 0 5 2000 2010 2030 2040 1 4 1078595 566 1149412 567 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 51.16
14102528 1 1 3 0 0 0 7 1800 1830 1830 1900 1 4 1078595 566 770873 380 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 51.16
14102528 2 1 1 0 0 0 5 2000 2010 2030 2040 1 4 1078595 566 1149412 567 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 51.16
14102528 2 1 2 0 0 0 7 1430 1440 1600 1610 1 4 1078595 566 852510 585 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 51.16
14102528 2 1 3 0 0 0 7 1800 1830 1830 1900 1 4 1078595 566 770873 380 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 51.16
14102529 1 1 1 0 0 0 1 705 730 1600 1635 1 2 1078813 554 909850 362 6 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 97.37
14102530 1 1 1 0 0 0 4 820 845 1225 1620 1 4 676684 739 822975 944 5 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 39.70
14102530 1 1 2 0 0 0 6 1725 1735 1735 1745 1 3 676684 739 736363 736 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 39.70
14102531 1 1 1 0 0 0 1 615 635 835 905 1 4 1213957 1733 157406 2441 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 350.96
14102531 1 1 2 0 0 0 3 1310 1335 1350 1415 1 4 1213957 1733 728199 1926 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 350.96
14102531 1 1 3 0 0 0 4 1020 1035 1140 1155 1 4 1213957 1733 810863 1743 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 350.96
14102532 1 1 1 0 0 1 1 750 830 1800 1840 1 2 1206694 1731 829073 483 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 104.07
14102532 1 1 2 0 1 0 6 1230 1235 1255 1300 2 3 829073 483 828944 511 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 104.07
14102532 1 1 3 0 0 0 7 1850 1905 1940 1955 1 4 1206694 1731 1207629 1585 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 104.07
14102533 1 1 1 0 0 0 1 710 720 1610 2110 1 2 1143004 1772 913979 1729 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 244.73
14102533 2 1 1 0 0 0 1 725 945 1500 1600 1 2 1143004 1772 1226855 1512 2 1 -1.00 -1.00 -1.00 2 2 0 0 0 0 244.73
14102533 2 1 2 0 0 0 7 1820 1915 2100 2115 1 4 1143004 1772 1013123 1723 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 244.73
14102534 1 1 1 0 0 0 1 900 935 1500 1630 1 2 1186198 598 932513 1551 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 31.99
14102534 2 1 1 0 0 0 1 855 950 1650 1830 1 2 1186198 598 751671 302 4 1 -1.00 -1.00 -1.00 3 2 0 0 0 0 31.99
14102535 1 1 1 0 0 0 1 815 900 1710 1940 1 2 825692 575 1161235 443 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 34.23
14102535 2 1 1 0 0 0 1 830 915 1830 1940 1 2 825692 575 1067461 1615 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 34.23
14102536 2 1 1 0 0 0 3 825 830 855 900 1 4 764272 423 1604 410 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 85.22
14102536 2 1 2 0 0 0 3 1530 1535 1550 1600 1 4 764272 423 1604 410 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 85.22
14102536 2 1 3 0 0 0 5 1250 1415 1505 1530 1 4 764272 423 913611 1854 3 1 -1.00 -1.00 -1.00 3 1 0 0 0 0 85.22
14102536 2 1 4 0 0 0 7 1710 1715 1800 1825 1 4 764272 423 1133671 558 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 85.22
14102536 3 1 1 0 0 0 2 825 830 1550 1600 1 3 764272 423 1604 410 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 85.22
14102536 3 1 2 0 0 0 7 1710 1715 1800 1825 1 4 764272 423 1133671 558 4 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 85.22
14102537 1 1 1 0 0 0 1 815 820 1230 1605 1 2 1039051 419 840622 372 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 206.29
14102537 1 1 2 0 0 0 3 1830 1900 1900 1940 1 4 1039051 419 797352 1869 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 206.29
14102537 2 1 1 0 0 0 1 755 800 1240 1440 1 2 1039051 419 1039253 419 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 206.29
14102537 2 1 2 0 0 0 3 2010 2030 2040 2100 1 4 1039051 419 797352 1869 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 206.29
14102537 2 1 3 0 0 0 7 1620 1640 1645 1710 1 4 1039051 419 1056455 417 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 206.29
14102537 3 1 1 0 0 0 2 720 740 1420 1530 1 3 1039051 419 1818 624 6 3 -1.00 -1.00 -1.00 1 1 0 0 0 0 206.29
14102537 3 1 2 0 0 0 7 1830 1900 2035 2100 1 4 1039051 419 1003295 1869 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 206.29
14102538 1 1 1 0 0 1 1 655 800 1735 1840 1 2 229886 2618 1161251 2627 4 1 -1.00 -1.00 -1.00 5 5 0 0 0 0 113.92
14102538 1 1 2 0 1 0 4 1205 1230 1230 1235 2 4 1161251 445 1161238 444 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 113.92
14102538 2 1 1 0 0 0 1 655 750 1710 1840 1 2 229886 2618 254325 2282 6 3 -1.00 -1.00 -1.00 1 3 0 0 0 0 113.92
14102539 1 1 1 0 0 0 7 935 1320 1600 1625 1 4 243689 2652 216580 2624 3 1 -1.00 -1.00 -1.00 5 2 0 0 0 0 172.35
14102540 1 1 1 0 0 0 1 810 920 1330 1730 1 2 186781 2475 845201 1629 9 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 80.79
14102540 1 1 2 0 0 0 7 1800 1830 1830 1900 1 4 186781 2475 176916 2474 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 80.79
14102541 1 1 1 0 0 0 1 630 700 1145 1700 1 2 578007 3236 1243939 1137 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 93.54
14102543 1 1 1 0 0 0 1 610 755 1550 1710 1 2 895424 260 1098877 200 9 3 -1.00 -1.00 -1.00 1 2 0 0 0 0 62.93
14102544 1 1 1 0 0 0 1 640 705 1650 1855 1 2 895150 240 220317 2590 3 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 33.54
14102545 1 1 1 0 0 1 1 630 645 1640 1705 1 2 895150 240 1148829 573 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 60.26
14102545 1 1 2 0 1 0 1 745 800 920 935 2 4 1148829 573 1208217 609 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 60.26
14102545 1 1 3 0 0 0 7 1900 1925 2125 2140 1 4 895150 240 704593 162 2 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 60.26
14102546 1 1 1 0 0 0 5 1805 1810 1815 1820 1 4 1041069 383 909699 382 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 45.63
14102547 1 1 1 0 0 0 1 1230 1300 1815 1835 1 2 1147954 339 891681 659 3 1 -1.00 -1.00 -1.00 2 1 0 0 0 0 333.22
14102547 1 1 2 0 0 0 5 2000 2035 2040 2120 1 4 1147954 339 1026795 387 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 333.22
14102547 2 1 1 0 0 0 5 2000 2035 2040 2120 1 4 1147954 339 1026795 387 1 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 333.22
14102548 1 1 1 0 0 0 6 1300 1620 1745 1825 1 4 810556 398 829867 509 6 3 -1.00 -1.00 -1.00 3 2 0 0 0 0 80.21
14102549 1 1 1 0 0 0 7 945 950 1035 1040 1 4 993170 316 1261294 174 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.97
14102549 1 1 2 0 0 0 7 1530 1535 1625 1630 1 4 993170 316 1261294 174 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.97
14102549 2 1 1 0 0 0 1 1250 1315 2300 2315 1 2 993170 316 823779 384 3 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.97
14102549 2 1 2 0 0 0 7 945 950 1035 1040 1 4 993170 316 1261294 174 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 41.97
14102550 1 1 1 0 0 1 1 820 850 1700 1750 1 2 1075205 316 1154606 646 3 1 -1.00 -1.00 -1.00 1 2 0 0 0 0 52.62
14102550 1 1 2 0 1 0 3 1430 1435 1445 1450 2 4 1154606 646 784922 647 4 1 -1.00 -1.00 -1.00 1 1 0 0 0 0 52.62
14102550 1 1 3 0 0 0 7 1820 1830 2020 2225 1 4 1075205 316 980942 120 4 1 -1.00 -1.00 -1.00 1 3 0 0 0 0 52.62
