hhno pno pptyp pagey pgend pwtyp pwpcl pwtaz pwautime pwaudist pstyp pspcl pstaz psautime psaudist puwmode puwarrp puwdepp ptpass ppaidprk pdiary pproxy psexpfac
300529 1 5 30 1 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 3.9070
300530 1 5 40 2 0 0 -1 -1.00 -1.00 1 1078364 511 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 15.2170
300533 1 5 50 1 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 12.4300
300534 1 5 21 2 0 0 -1 -1.00 -1.00 1 104918 2252 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 10.2650
300535 1 5 50 2 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 14.0400
300539 1 5 21 1 0 0 -1 -1.00 -1.00 1 104918 2252 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 10.2650
300543 1 5 30 2 0 0 -1 -1.00 -1.00 1 1089776 480 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 26.8130
300549 1 5 21 1 0 0 -1 -1.00 -1.00 1 1089776 756 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 31.4340
300552 1 5 30 1 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 3.9070
300553 1 5 21 1 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 3.9070
300559 1 5 30 2 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 13.9060
300564 1 5 21 1 0 0 -1 -1.00 -1.00 1 932775 47 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 3.9070
300568 1 5 50 2 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 14.2050
300569 1 5 21 2 0 0 -1 -1.00 -1.00 1 1078364 552 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 13.8890
300573 1 5 21 2 0 0 -1 -1.00 -1.00 1 932775 69 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 3.9070
300574 1 5 30 2 0 0 -1 -1.00 -1.00 1 104918 2252 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 10.2650
300577 1 5 21 1 0 0 -1 -1.00 -1.00 1 932775 72 -1.00 -1.00 -1 -1 -1 -1 -1 -1 -1 3.9070
