hhno	day	dow	jttours	phtours	fhtours	hdexpfac
301581	1	1	0	0	0	4.161
301584	1	1	0	0	0	12.122
301585	1	1	0	0	0	4.161
301587	1	1	0	0	0	14.428
301592	1	1	0	0	0	15.217
301593	1	1	0	0	0	4.128
301594	1	1	0	0	0	26.676
301600	1	1	0	0	0	4.161
301606	1	1	0	0	0	14.053
301608	1	2	0	0	0	3.907
301614	1	2	0	0	0	3.907
301620	1	2	0	0	0	10.265
301621	1	2	0	0	0	4.161
301623	1	2	0	0	0	3.907
301661	1	2	0	0	0	10.265
301700	1	2	0	0	0	34.291
301709	1	2	0	0	0	7.92
301723	1	2	0	0	0	3.907
301759	1	2	0	0	0	15.828
301761	1	2	0	0	0	5.034
301766	1	2	0	0	0	10.265
301767	1	2	0	0	0	10.265
301781	1	3	0	0	0	10.791
301799	1	3	0	0	0	4.161
301803	1	3	0	0	0	14.496
301817	1	3	0	0	0	26.835
301820	1	3	0	0	0	3.876
301821	1	3	0	0	0	34.291
301824	1	3	0	0	0	14.638
301826	1	3	0	0	0	565.822
301830	1	4	0	0	0	14.121
301831	1	4	0	0	0	4.161
301833	1	4	0	0	0	41.059
301836	1	4	0	0	0	14.235
301847	1	4	0	0	0	14.121
301848	1	5	0	0	0	13.532
301853	1	5	0	0	0	27.593
301855	1	5	0	0	0	10.265
301856	1	5	0	0	0	40.082
301865	1	5	0	0	0	16.514
301869	1	5	0	0	0	3.907
301870	1	5	0	0	0	7.92
301872	1	5	0	0	0	35.258
301876	1	5	0	0	0	4.161
301886	1	2	0	0	0	4.632
301888	1	2	0	0	0	18.383
301889	1	2	0	0	0	19.977
301890	1	2	0	0	0	4.632
301892	1	2	0	0	0	18.383
301893	1	2	0	0	0	13.624
301894	1	2	0	0	0	14.232
301896	1	2	0	0	0	4.443
301897	1	2	0	0	0	18.383
301898	1	2	0	0	0	19.977
301899	1	2	0	0	0	4.632
301901	1	2	0	0	0	4.632
301902	1	2	0	0	0	4.161
301903	1	2	0	0	0	18.383
301904	1	2	0	0	0	4.632
301905	1	2	0	0	0	4.632
301906	1	2	0	0	0	18.383
301907	1	2	0	0	0	18.383
301908	1	2	0	0	0	18.383
301909	1	2	0	0	0	4.443
301910	1	2	0	0	0	18.383
301911	1	2	0	0	0	17.632
301912	1	2	0	0	0	18.383
301913	1	2	0	0	0	4.632
301916	1	2	0	0	0	14.066
301917	1	2	0	0	0	4.443
301919	1	2	0	0	0	4.443
301920	1	2	0	0	0	4.632
301922	1	2	0	0	0	18.383
301923	1	2	0	0	0	4.632
301924	1	2	0	0	0	18.383
301925	1	2	0	0	0	18.383
301926	1	2	0	0	0	18.383
301927	1	2	0	0	0	18.383
301929	1	2	0	0	0	18.383
301931	1	2	0	0	0	18.383
301932	1	2	0	0	0	18.383
301933	1	2	0	0	0	18.383
301934	1	2	0	0	0	18.383
301935	1	2	0	0	0	18.383
301936	1	2	0	0	0	4.632
301937	1	2	0	0	0	18.383
301938	1	2	0	0	0	4.632
301939	1	2	0	0	0	4.632
301943	1	2	0	0	0	18.383
301944	1	2	0	0	0	4.443
301945	1	2	0	0	0	18.383
301946	1	2	0	0	0	4.632
301948	1	2	0	0	0	18.383
301949	1	2	0	0	0	18.383
301950	1	2	0	0	0	4.632
301951	1	2	0	0	0	4.632
301952	1	2	0	0	0	14.047
301953	1	2	0	0	0	4.632
301954	1	2	0	0	0	4.632
301955	1	2	0	0	0	4.632
301956	1	2	0	0	0	18.383
301957	1	2	0	0	0	18.383
301958	1	2	0	0	0	18.383
301959	1	2	0	0	0	18.383
301960	1	2	0	0	0	4.632
301961	1	2	0	0	0	14.372
301962	1	2	0	0	0	19.977
301964	1	2	0	0	0	4.632
301965	1	2	0	0	0	4.632
301966	1	2	0	0	0	4.632
301967	1	2	0	0	0	4.632
301968	1	2	0	0	0	4.443
301969	1	2	0	0	0	14.232
301970	1	2	0	0	0	18.383
301971	1	2	0	0	0	4.632
301972	1	2	0	0	0	4.632
301973	1	2	0	0	0	4.632
301975	1	2	0	0	0	4.632
301976	1	2	0	0	0	14.066
301977	1	2	0	0	0	18.383
301978	1	2	0	0	0	4.632
301979	1	2	0	0	0	19.977
301981	1	2	0	0	0	4.443
301982	1	2	0	0	0	18.383
301983	1	2	0	0	0	4.11
301984	1	2	0	0	0	4.632
301985	1	2	0	0	0	13.624
301986	1	2	0	0	0	4.632
301987	1	2	0	0	0	18.383
301989	1	2	0	0	0	18.383
301990	1	2	0	0	0	14.204
301994	1	2	0	0	0	18.383
301996	1	2	0	0	0	4.632
301997	1	2	0	0	0	18.383
301998	1	2	0	0	0	4.632
302000	1	2	0	0	0	4.632
302001	1	2	0	0	0	18.383
302002	1	2	0	0	0	4.632
302003	1	2	0	0	0	4.632
302004	1	2	0	0	0	18.383
302005	1	2	0	0	0	4.632
302006	1	2	0	0	0	4.632
302007	1	2	0	0	0	18.383
302008	1	2	0	0	0	14.372
302011	1	2	0	0	0	4.632
302012	1	2	0	0	0	4.632
302013	1	2	0	0	0	18.383
302015	1	2	0	0	0	5.034
302016	1	2	0	0	0	4.632
302018	1	2	0	0	0	4.443
302021	1	2	0	0	0	18.383
302025	1	2	0	0	0	13.492
302026	1	2	0	0	0	10.265
302027	1	2	0	0	0	18.383
302028	1	2	0	0	0	19.977
302030	1	2	0	0	0	4.632
302031	1	2	0	0	0	14.066
302034	1	2	0	0	0	4.632
302036	1	2	0	0	0	18.383
302037	1	2	0	0	0	18.383
302038	1	3	0	0	0	4.632
302039	1	3	0	0	0	18.383
302041	1	3	0	0	0	13.651
302042	1	3	0	0	0	18.383
302043	1	3	0	0	0	4.632
302044	1	3	0	0	0	4.443
302046	1	3	0	0	0	4.11
302047	1	3	0	0	0	4.11
302048	1	3	0	0	0	4.443
302051	1	3	0	0	0	4.11
302052	1	3	0	0	0	15.537
302054	1	3	0	0	0	19.977
302056	1	3	0	0	0	4.11
302060	1	3	0	0	0	4.11
302061	1	3	0	0	0	18.383
302064	1	3	0	0	0	12.603
302065	1	3	0	0	0	5.034
302066	1	3	0	0	0	4.11
302072	1	3	0	0	0	19.977
302073	1	3	0	0	0	16.31
302074	1	3	0	0	0	5.034
302078	1	3	0	0	0	5.034
302079	1	3	0	0	0	4.11
302081	1	3	0	0	0	4.11
302082	1	3	0	0	0	4.443
302084	1	3	0	0	0	4.443
302088	1	3	0	0	0	19.977
302089	1	3	0	0	0	19.977
302091	1	3	0	0	0	17.632
302093	1	3	0	0	0	19.977
302095	1	3	0	0	0	4.11
302096	1	3	0	0	0	18.383
302097	1	3	0	0	0	4.11
302098	1	3	0	0	0	17.265
302099	1	3	0	0	0	4.11
302100	1	3	0	0	0	19.977
302101	1	3	0	0	0	19.977
302102	1	3	0	0	0	13.651
302104	1	3	0	0	0	18.383
302107	1	3	0	0	0	4.443
302110	1	3	0	0	0	14.232
302111	1	3	0	0	0	4.11
302112	1	3	0	0	0	4.11
302113	1	3	0	0	0	17.632
302114	1	3	0	0	0	4.443
302116	1	3	0	0	0	4.11
302117	1	3	0	0	0	18.383
302118	1	3	0	0	0	19.977
302119	1	3	0	0	0	18.383
302120	1	3	0	0	0	19.977
302122	1	3	0	0	0	5.034
302123	1	3	0	0	0	4.11
302124	1	3	0	0	0	4.11
302126	1	3	0	0	0	16.31
302127	1	3	0	0	0	18.383
302128	1	3	0	0	0	4.11
302129	1	3	0	0	0	19.977
302134	1	3	0	0	0	18.383
302135	1	3	0	0	0	4.632
302137	1	3	0	0	0	19.977
302138	1	3	0	0	0	19.977
302139	1	3	0	0	0	5.034
302140	1	3	0	0	0	4.11
302141	1	3	0	0	0	4.443
302142	1	3	0	0	0	4.443
302143	1	3	0	0	0	19.977
302144	1	3	0	0	0	16.31
302150	1	3	0	0	0	5.034
302155	1	3	0	0	0	4.11
302156	1	3	0	0	0	4.11
302157	1	3	0	0	0	4.443
302159	1	3	0	0	0	13.348
302160	1	3	0	0	0	17.632
302161	1	3	0	0	0	5.034
302162	1	3	0	0	0	18.383
302163	1	3	0	0	0	4.11
302164	1	3	0	0	0	4.632
302165	1	3	0	0	0	13.785
302166	1	3	0	0	0	19.977
302167	1	3	0	0	0	4.11
302168	1	3	0	0	0	4.443
302169	1	3	0	0	0	4.443
302170	1	3	0	0	0	12.603
302172	1	3	0	0	0	5.034
302174	1	3	0	0	0	18.383
302175	1	3	0	0	0	19.977
302176	1	3	0	0	0	4.632
302177	1	3	0	0	0	4.11
302178	1	3	0	0	0	19.977
302181	1	3	0	0	0	19.977
302182	1	3	0	0	0	5.034
302184	1	3	0	0	0	4.443
302185	1	3	0	0	0	4.443
302187	1	3	0	0	0	19.977
302189	1	3	0	0	0	16.058
302191	1	3	0	0	0	16.31
302193	1	3	0	0	0	4.11
302194	1	3	0	0	0	4.443
302196	1	3	0	0	0	4.443
302197	1	3	0	0	0	19.977
302198	1	3	0	0	0	15.66
302200	1	3	0	0	0	17.632
302202	1	3	0	0	0	19.977
302203	1	3	0	0	0	19.977
302204	1	3	0	0	0	4.11
302207	1	3	0	0	0	4.11
302208	1	3	0	0	0	19.977
302209	1	3	0	0	0	18.383
302210	1	3	0	0	0	17.632
302212	1	3	0	0	0	4.11
302213	1	3	0	0	0	19.977
302214	1	3	0	0	0	4.443
302215	1	3	0	0	0	4.11
302216	1	3	0	0	0	13.399
302218	1	3	0	0	0	19.977
302219	1	3	0	0	0	4.443
302220	1	3	0	0	0	4.11
302221	1	3	0	0	0	19.977
302223	1	3	0	0	0	12.463
302224	1	3	0	0	0	19.977
302225	1	3	0	0	0	16.31
302226	1	3	0	0	0	19.977
302227	1	3	0	0	0	4.443
302229	1	3	0	0	0	18.383
302231	1	3	0	0	0	4.11
302232	1	3	0	0	0	4.11
302233	1	3	0	0	0	16.31
302237	1	3	0	0	0	4.11
302239	1	3	0	0	0	18.383
302240	1	3	0	0	0	4.443
302241	1	3	0	0	0	19.977
302242	1	3	0	0	0	3.675
302243	1	3	0	0	0	19.977
302244	1	3	0	0	0	16.64
302247	1	3	0	0	0	4.11
302250	1	3	0	0	0	4.443
302252	1	3	0	0	0	17.632
302253	1	3	0	0	0	19.977
302255	1	3	0	0	0	19.977
302256	1	3	0	0	0	5.034
302257	1	3	0	0	0	4.443
302258	1	3	0	0	0	19.977
302259	1	3	0	0	0	4.077
302260	1	3	0	0	0	19.977
302262	1	3	0	0	0	13.709
302263	1	3	0	0	0	16.31
302264	1	3	0	0	0	5.034
302265	1	3	0	0	0	19.977
302267	1	3	0	0	0	4.443
302268	1	3	0	0	0	19.977
302269	1	3	0	0	0	4.11
302270	1	3	0	0	0	17.632
302271	1	3	0	0	0	4.443
302272	1	3	0	0	0	4.443
302273	1	3	0	0	0	19.977
302274	1	3	0	0	0	18.383
302275	1	3	0	0	0	5.034
302276	1	3	0	0	0	19.977
302277	1	3	0	0	0	4.632
302278	1	3	0	0	0	17.632
302279	1	3	0	0	0	17.632
302280	1	3	0	0	0	17.632
302281	1	3	0	0	0	5.034
302283	1	3	0	0	0	17.632
302284	1	3	0	0	0	19.977
302286	1	3	0	0	0	19.977
302287	1	3	0	0	0	4.443
302288	1	3	0	0	0	19.977
302289	1	3	0	0	0	4.443
302292	1	3	0	0	0	4.11
302294	1	3	0	0	0	4.11
302296	1	3	0	0	0	4.443
302297	1	3	0	0	0	4.443
302298	1	3	0	0	0	19.977
302299	1	3	0	0	0	17.632
302300	1	3	0	0	0	4.11
302303	1	3	0	0	0	4.11
302304	1	3	0	0	0	14.115
302307	1	3	0	0	0	4.11
302308	1	3	0	0	0	4.11
302309	1	3	0	0	0	17.632
302311	1	3	0	0	0	19.977
302312	1	3	0	0	0	4.11
302313	1	3	0	0	0	13.492
302314	1	3	0	0	0	4.443
302315	1	3	0	0	0	18.383
302317	1	3	0	0	0	4.443
302319	1	3	0	0	0	4.11
302322	1	3	0	0	0	19.977
302324	1	3	0	0	0	4.11
302326	1	3	0	0	0	16.31
302328	1	3	0	0	0	4.443
302329	1	3	0	0	0	4.11
302330	1	3	0	0	0	19.977
302331	1	3	0	0	0	17.632
302333	1	3	0	0	0	4.11
302334	1	3	0	0	0	17.632
302337	1	3	0	0	0	4.443
302339	1	3	0	0	0	18.383
302341	1	3	0	0	0	19.977
302344	1	3	0	0	0	4.443
302346	1	3	0	0	0	19.977
302347	1	3	0	0	0	4.11
302348	1	3	0	0	0	19.977
302349	1	3	0	0	0	4.11
302350	1	3	0	0	0	16.31
302351	1	3	0	0	0	4.11
302352	1	3	0	0	0	19.977
302353	1	3	0	0	0	19.977
302354	1	3	0	0	0	17.632
302355	1	3	0	0	0	19.977
302356	1	3	0	0	0	4.11
302357	1	3	0	0	0	19.977
302359	1	3	0	0	0	4.443
302360	1	3	0	0	0	4.11
302364	1	3	0	0	0	18.383
302365	1	3	0	0	0	4.443
302366	1	3	0	0	0	4.11
302367	1	3	0	0	0	19.977
302368	1	3	0	0	0	4.443
302370	1	3	0	0	0	17.632
302371	1	3	0	0	0	17.632
302373	1	3	0	0	0	19.977
302375	1	3	0	0	0	4.443
302376	1	3	0	0	0	19.977
302377	1	3	0	0	0	4.11
302379	1	3	0	0	0	4.443
302380	1	3	0	0	0	19.977
302381	1	3	0	0	0	4.443
302382	1	3	0	0	0	14.584
302383	1	3	0	0	0	19.977
302384	1	3	0	0	0	18.383
302386	1	3	0	0	0	19.977
302391	1	3	0	0	0	19.977
302393	1	3	0	0	0	4.632
302395	1	3	0	0	0	4.443
302396	1	3	0	0	0	3.675
302399	1	3	0	0	0	3.675
302400	1	3	0	0	0	3.675
302401	1	3	0	0	0	3.675
302405	1	3	0	0	0	17.632
302407	1	3	0	0	0	13.08
302408	1	3	0	0	0	11.269
302409	1	3	0	0	0	4.443
302410	1	3	0	0	0	12.878
302412	1	3	0	0	0	3.675
302414	1	3	0	0	0	3.675
302415	1	3	0	0	0	18.383
302416	1	3	0	0	0	3.675
302417	1	3	0	0	0	13.08
302418	1	3	0	0	0	12.411
302421	1	3	0	0	0	3.675
302424	1	3	0	0	0	3.646
302425	1	3	0	0	0	3.675
302426	1	3	0	0	0	3.675
302429	1	3	0	0	0	14.584
302430	1	3	0	0	0	14.584
302431	1	3	0	0	0	12.411
