GEOID,Large_Area,PSRC_TAZ,BKR_TAZ,External_Station,Station_Name,Total_IE,Total_EI,SOV_IE,SOV_EI,HOV_IE,HOV_EI
530530718081002,Tacoma,3015,562,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530718081008,Tacoma,3014,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530718081010,Tacoma,3014,562,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530718082011,SW Pierce,3016,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530718082014,SW Pierce,3016,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530719011019,SW Pierce,3022,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530719011020,SW Pierce,3022,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530719011021,SW Pierce,3022,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530719011023,SW Pierce,3022,562,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530719011025,SW Pierce,3024,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530719011029,SW Pierce,3046,562,3744,I-5 Skagit,0.00,0.39,0.00,0.31,0.00,0.04
530530719011030,SW Pierce,3046,562,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530719011034,SW Pierce,3046,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530719011036,SW Pierce,3046,562,3744,I-5 Skagit,0.00,0.77,0.00,0.62,0.00,0.08
530530719011040,SW Pierce,3046,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530719013002,SW Pierce,3053,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530719021009,SW Pierce,3026,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530719021014,SW Pierce,3026,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530719023018,SW Pierce,3045,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530719023024,SW Pierce,3045,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530719025013,SW Pierce,3059,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530720001007,SW Pierce,3347,565,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530720002000,SW Pierce,3346,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530720002002,SW Pierce,3347,565,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530720002005,SW Pierce,3347,565,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530720002007,SW Pierce,3347,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530720004013,SW Pierce,3061,562,3744,I-5 Skagit,0.00,0.39,0.00,0.31,0.00,0.04
530530720004016,SW Pierce,3061,562,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530721052000,SW Pierce,3000,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721052002,SW Pierce,3000,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530721052003,SW Pierce,3000,562,3744,I-5 Skagit,0.39,0.00,0.31,0.00,0.04,0.00
530530721052004,SW Pierce,3000,562,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530721053003,SW Pierce,3005,562,3744,I-5 Skagit,0.10,0.19,0.08,0.15,0.01,0.02
530530721061015,SW Pierce,3008,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530721062010,SW Pierce,3008,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530721062014,SW Pierce,3008,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721063007,SW Pierce,3007,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721063008,SW Pierce,3007,562,3744,I-5 Skagit,0.10,0.10,0.08,0.08,0.01,0.01
530530721072005,SW Pierce,3043,562,3744,I-5 Skagit,0.68,0.00,0.54,0.00,0.07,0.00
530530721072006,SW Pierce,3043,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721074010,SW Pierce,3029,562,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530721083002,SW Pierce,3064,562,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530721083003,SW Pierce,3064,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721083005,SW Pierce,3064,562,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530721083009,SW Pierce,3064,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530721084015,SW Pierce,3067,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530721091052,SW Pierce,3034,562,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530721092003,SW Pierce,3004,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530721111015,SW Pierce,3036,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721112006,SW Pierce,3035,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721122002,SW Pierce,3038,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530721122006,SW Pierce,3038,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723054006,SW Pierce,2967,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723054010,SW Pierce,2967,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530723054011,SW Pierce,2967,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530723054013,SW Pierce,2967,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723055001,SW Pierce,2969,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723073001,SW Pierce,2977,562,3744,I-5 Skagit,0.39,0.00,0.31,0.00,0.04,0.00
530530723084004,SW Pierce,2986,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530723093015,SW Pierce,2943,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723094000,SW Pierce,2942,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530723094002,SW Pierce,2942,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723094004,SW Pierce,2943,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723103012,SW Pierce,2974,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723111000,SW Pierce,2939,562,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530723112001,SW Pierce,2947,562,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530723113003,SW Pierce,2972,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723113010,SW Pierce,2972,562,3744,I-5 Skagit,0.10,0.10,0.08,0.08,0.01,0.01
530530723113011,SW Pierce,2973,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723121000,SW Pierce,2988,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530723123003,Tacoma,2990,562,3744,I-5 Skagit,0.39,0.00,0.31,0.00,0.04,0.00
530530723123004,Tacoma,2990,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723123005,Tacoma,2990,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723132015,SW Pierce,2971,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530723132017,SW Pierce,2971,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530723132018,SW Pierce,2971,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530724051000,Peninsula,2716,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530724051019,Peninsula,2733,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530724051020,Peninsula,2733,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530724061002,Peninsula,2718,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724061003,Peninsula,2718,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724061007,Peninsula,2718,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724062010,Peninsula,2720,566,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530724071001,Peninsula,2729,566,3744,I-5 Skagit,0.10,0.19,0.08,0.15,0.01,0.02
530530724071005,Peninsula,2730,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724071006,Peninsula,2730,566,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530724071009,Peninsula,2728,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724081012,Peninsula,2737,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530724081014,Peninsula,2744,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530724082003,Peninsula,2738,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530724082004,Peninsula,2738,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530724082005,Peninsula,2738,566,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530724082009,Peninsula,2744,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530724083002,Peninsula,2739,566,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530724091003,Peninsula,2747,566,3744,I-5 Skagit,0.10,0.10,0.08,0.08,0.01,0.01
530530724101005,Peninsula,2752,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724101008,Peninsula,2752,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530724101009,Peninsula,2752,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530725031012,Peninsula,2676,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530725031014,Peninsula,2672,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530725031015,Peninsula,2672,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530725041009,Peninsula,2704,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530725041014,Peninsula,2694,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530725041031,Peninsula,2704,566,3744,I-5 Skagit,0.58,0.00,0.46,0.00,0.06,0.00
530530725041033,Peninsula,2704,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530725052005,Peninsula,2700,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530725052006,Peninsula,2701,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530725052007,Peninsula,2701,566,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530725052008,Peninsula,2701,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530725053007,Peninsula,2703,566,3744,I-5 Skagit,0.00,0.39,0.00,0.31,0.00,0.04
530530725053033,Peninsula,2706,566,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530725053050,Peninsula,2707,566,3744,I-5 Skagit,0.00,0.87,0.00,0.70,0.00,0.09
530530725061001,Peninsula,2699,566,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530725062001,Peninsula,2699,566,3744,I-5 Skagit,0.29,0.19,0.23,0.15,0.03,0.02
530530725062002,Peninsula,2699,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530725062003,Peninsula,2699,566,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530725071023,Peninsula,2722,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530725072008,Peninsula,2722,566,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530725072028,Peninsula,2724,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726011006,Peninsula,2675,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726012001,Peninsula,2669,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530726012005,Peninsula,2669,566,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530726012022,Peninsula,2678,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726012027,Peninsula,2678,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726012030,Peninsula,2678,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726013012,Peninsula,2679,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726013019,Peninsula,2679,566,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530726022006,Peninsula,2682,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530726022015,Peninsula,2681,566,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530726034004,Peninsula,2686,566,3744,I-5 Skagit,0.48,0.00,0.39,0.00,0.05,0.00
530530726034018,Peninsula,2686,566,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530728001002,SW Pierce,3073,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530728001004,SW Pierce,3074,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530728001005,SW Pierce,3074,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530728001048,SW Pierce,3074,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530728001086,SW Pierce,3074,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530728001087,SW Pierce,3074,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530728001088,SW Pierce,3074,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530728002004,SW Pierce,3075,562,3744,I-5 Skagit,0.58,0.00,0.46,0.00,0.06,0.00
530530728002026,SW Pierce,3075,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530728002036,SW Pierce,3075,565,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530728002069,SW Pierce,3075,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729011004,SW Pierce,3348,565,3744,I-5 Skagit,0.00,0.97,0.00,0.77,0.00,0.10
530530729011020,SW Pierce,3348,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729011065,SW Pierce,3348,565,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530729011068,SW Pierce,3348,565,3744,I-5 Skagit,0.00,1.26,0.00,1.01,0.00,0.13
530530729011089,SW Pierce,3346,565,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530729011099,SW Pierce,3346,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530729031096,SW Pierce,3070,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729031143,SW Pierce,3070,562,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729031144,SW Pierce,3070,562,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530729031152,SW Pierce,3070,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530729031155,SW Pierce,3070,562,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530729031156,SW Pierce,3070,562,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530729053007,SW Pierce,3351,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530729053008,SW Pierce,3351,565,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530729053017,SW Pierce,3351,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530729061027,SW Pierce,3355,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729061112,SW Pierce,3355,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729061126,SW Pierce,3353,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530729062005,SW Pierce,3353,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729072017,SW Pierce,3350,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530729073024,SW Pierce,3349,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530729073031,SW Pierce,3349,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530730014021,Pierce Other,3454,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530730014022,Pierce Other,3454,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530730014024,Pierce Other,3454,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530730015000,Pierce Other,3455,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530730015002,Pierce Other,3455,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530730054007,Pierce Other,3453,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530730054008,Pierce Other,3453,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530730054011,Pierce Other,3453,565,3744,I-5 Skagit,0.39,0.00,0.31,0.00,0.04,0.00
530530730062021,Pierce Other,3460,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530730062023,Pierce Other,3460,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731082001,Pierce Other,3430,565,3744,I-5 Skagit,0.00,0.68,0.00,0.54,0.00,0.07
530530731082011,Pierce Other,3430,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731082016,Pierce Other,3430,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731082018,Pierce Other,3430,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731082019,Pierce Other,3430,565,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530731082022,Pierce Other,3430,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731082032,Pierce Other,3430,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731083000,Pierce Other,3430,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731102001,Pierce Other,3377,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731102004,Pierce Other,3379,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731111005,Pierce Other,3380,563,3744,I-5 Skagit,0.00,0.48,0.00,0.39,0.00,0.05
530530731111011,Pierce Other,3380,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731112001,Pierce Other,3380,563,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731113001,Pierce Other,3410,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731133001,Pierce Other,3425,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731133002,Pierce Other,3425,565,3744,I-5 Skagit,0.48,0.00,0.39,0.00,0.05,0.00
530530731133006,Pierce Other,3425,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731142008,Pierce Other,3357,565,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530731151000,Pierce Other,3440,565,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530731152000,Pierce Other,3440,565,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530731152003,Pierce Other,3440,565,3744,I-5 Skagit,0.48,0.00,0.39,0.00,0.05,0.00
530530731152005,Pierce Other,3440,565,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731162002,Pierce Other,3441,565,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530731162003,Pierce Other,3441,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731172017,Pierce Other,3462,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731182006,Pierce Other,3444,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731182014,Pierce Other,3444,565,3744,I-5 Skagit,0.39,0.00,0.31,0.00,0.04,0.00
530530731192081,Pierce Other,3451,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731201005,Pierce Other,3407,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731202002,Pierce Other,3407,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731202003,Pierce Other,3407,563,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731211000,Pierce Other,3408,563,3744,I-5 Skagit,0.00,0.58,0.00,0.46,0.00,0.06
530530731211014,Pierce Other,3408,563,3744,I-5 Skagit,0.00,0.48,0.00,0.39,0.00,0.05
530530731211015,Pierce Other,3408,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731212008,Pierce Other,3408,563,3744,I-5 Skagit,0.58,0.10,0.46,0.08,0.06,0.01
530530731212015,Pierce Other,3406,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731221000,Pierce Other,3409,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731222011,Pierce Other,3411,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731222012,Pierce Other,3411,563,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530731231005,Pierce Other,3411,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731232008,Pierce Other,3411,563,3744,I-5 Skagit,0.39,0.10,0.31,0.08,0.04,0.01
530530731232009,Pierce Other,3411,563,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530731232010,Pierce Other,3411,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530731242005,Pierce Other,3428,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731242006,Pierce Other,3428,565,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530731242007,Pierce Other,3428,565,3744,I-5 Skagit,0.10,0.29,0.08,0.23,0.01,0.03
530530731253000,Pierce Other,3427,565,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530731253004,Pierce Other,3427,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731253007,Pierce Other,3427,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731253009,Pierce Other,3427,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731253010,Pierce Other,3427,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530731261000,Pierce Other,3427,565,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530731261021,Pierce Other,3427,565,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530732004230,Pierce Other,3465,564,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530732004232,Pierce Other,3465,564,3744,I-5 Skagit,0.29,0.00,0.23,0.00,0.03,0.00
530530733011003,Pierce Other,3221,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733011004,Pierce Other,3221,563,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530733011005,Pierce Other,3221,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733011008,Pierce Other,3223,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733011022,Pierce Other,3223,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733012000,Pierce Other,3230,563,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530733012001,Pierce Other,3230,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733012003,Pierce Other,3230,563,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530733012009,Pierce Other,3230,563,3744,I-5 Skagit,0.19,0.00,0.15,0.00,0.02,0.00
530530733012010,Pierce Other,3230,563,3744,I-5 Skagit,0.10,0.00,0.08,0.00,0.01,0.00
530530733013001,Green River,3157,563,3744,I-5 Skagit,0.00,0.58,0.00,0.46,0.00,0.06
530530733013007,Pierce Other,3158,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733013010,Pierce Other,3158,563,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
530530733013013,Pierce Other,3158,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733013016,Green River,3152,563,3744,I-5 Skagit,0.00,1.26,0.00,1.01,0.00,0.13
530530733013031,Pierce Other,3153,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733013032,Pierce Other,3153,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733013035,Pierce Other,3156,563,3744,I-5 Skagit,0.00,0.58,0.00,0.46,0.00,0.06
530530733013037,Pierce Other,3156,563,3744,I-5 Skagit,0.00,0.77,0.00,0.62,0.00,0.08
530530733013039,Pierce Other,3156,563,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530733013042,Pierce Other,3170,563,3744,I-5 Skagit,0.00,0.39,0.00,0.31,0.00,0.04
530530733013049,Pierce Other,3170,563,3744,I-5 Skagit,0.00,1.26,0.00,1.01,0.00,0.13
530530733013054,Pierce Other,3170,563,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530733013066,Pierce Other,3171,563,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530733014002,Pierce Other,3221,563,3744,I-5 Skagit,0.00,0.68,0.00,0.54,0.00,0.07
530530733014004,Pierce Other,3221,563,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530733014007,Pierce Other,3221,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733014016,Pierce Other,3222,563,3744,I-5 Skagit,0.00,0.19,0.00,0.15,0.00,0.02
530530733014026,Pierce Other,3222,563,3744,I-5 Skagit,0.00,0.10,0.00,0.08,0.00,0.01
530530733014029,Pierce Other,3222,563,3744,I-5 Skagit,0.00,0.29,0.00,0.23,0.00,0.03
