FID,FID_bussto,BUSSTOP_ID,ZONEKEY,BEGIN_DATE,END_DATE,TLINK_ID,RAMKEY,ACCESS_LVL,LANDING_PD,TRNSFR_PT,AUTHORITY,AWNING,BEARING_CD,CURB,CURB_HT,BAY,BIKE_RACK,CREATED_BY,CROSS_STRE,CURB_PAINT,DT_CREATED,DT_MAPPED,DT_MOD,DISPLACEMT,RAMPOSITIO,DITCH,EXT_SURFC,EXT_WIDTH,FRM_CROSS,FRM_INTRST,JURIS,REG_FARE,RFP_DIST,ZIP_CODE,I_SGN_ANCH,I_SGN,INT_LOC,LINK_LEN,PCNT_FROM,T_ND_FROM,MOD_BY,NEWS_BOX,NON_MT_SGN,BOLLARDS,NUM_SHELT,ON_STREET,OTHR_COV_A,OWNER,PAINT_LEN,PK_STP_SUR,PULLOUT,RET_WALL,RFA_FLAG,RT_SGN_TP,SCHED_HOLD,SHDR_SURF,SHDR_WIDTH,SIDE,SIDE_CROSS,SIDE_ON,SWLK_WIDTH,SGN_MT_DIR,SGN_PST_AN,SGN_PST_TP,SPC_SGN_TP,LENGTH,STATUS,STOP_TYPE,ADDRESS,STRP_WIDTH,T_SIGNAL,WLK_SURF,XCOORD,YCOORD,XCOORD_OFF,YCOORD_OFF,ROUTES,ADD_COMMNT,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
10,2976,57774,57774,2/15/2014 0:00:00,1/1/4000 0:00:00,168652,168652,Yes,NO,YES,Sound Transit,NO,S,Yes,6.0000000,2,NO,SIS data load,2nd St SW,YelRed- stop,9/20/2002 0:00:00,9/20/2002 0:00:00,11/12/2013 0:00:00,45.009999999999998,45.009999999999998,No,Concrete,0.0000000,50,45,AUB,24,S,98002,None,null,Near side,95.355999999999995,47.2000008,126014,Korthad,NO,Other,0,1,Auburn Sounder Station AcRd,NO,Sound Transit,0,Unknown,No,NO,n,Non-Metro,Midsize,Concrete,0.0000000,0,N,W,0.0000000,Away,Concrete,Pillar,None,70,Active,REG/LAY,null,0.0000000,N,Unknown,1293418.672180000000000,114695.464485000000000,1293393.680220000000000,114696.098690000000000,"180,915,186",ST Shelter,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
11,2992,57793,57793,9/27/2014 0:00:00,1/1/4000 0:00:00,155708,155708,Yes,NO,NO,Auburn,NO,N,UNK,0.0000000,nu,NO,Paul Alexander,2nd St SW,Unknown,12/7/2004 0:00:00,12/7/2004 0:00:00,7/15/2014 0:00:00,42.759999999999998,42.759999999999998,UNK,Unknown,0.0000000,115,43,AUB,24,S,98002,None,null,Far side,157.761000000000000,27.1000004,126071,Korthad,NO,None,0,1,A St SW,NO,Metro Transit,110,Unknown,UNK,NO,N,A2 <=6 rts,None,Unknown,0.0000000,1,N,E,0.0000000,Toward,Base plate,None,None,125,Active,REGULAR,null,0.0000000,Y,Unknown,1293654.892689999900000,114757.037723999990000,1293679.890510000100000,114756.707794000000000,"180,917,915,910,186,181",null,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
12,2977,57773,57773,2/15/2014 0:00:00,1/1/4000 0:00:00,168662,168662,Yes,YES,YES,Sound Transit,NO,S,Yes,6.0000000,1,NO,SIS data load,1st St SW,Unknown,4/23/2002 0:00:00,4/23/2002 0:00:00,11/12/2013 0:00:00,51.409999999999997,51.409999999999997,No,Concrete,0.0000000,100,51,AUB,24,S,98002,None,null,Far side,166.563999999999990,30.8700008,126009,Korthad,NO,Other,0,1,Auburn Sounder Station AcRd,NO,Sound Transit,0,Unknown,No,NO,n,Non-Metro,Midsize,Concrete,0.0000000,0,S,W,0.0000000,Away,Concrete,Pillar,None,60,Active,REG/LAY,null,0.0000000,N,Unknown,1293421.927459999900000,114855.594658999990000,1293396.931670000100000,114856.053492000010000,"180,910,181",ST Shelter,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
13,2978,57772,57772,9/19/2016 0:00:00,1/1/4000 0:00:00,107561,107561,Yes,YES,YES,Sound Transit,NO,S,Yes,6.0000000,6,NO,Korthad,W Main St,None,9/19/2016 0:00:00,9/19/2016 0:00:00,9/19/2016 0:00:00,163.699999999999990,163.699999999999990,No,Concrete,0.0000000,175,164,AUB,24,S,98001,None,null,Far side,166.563999999999990,46.2400017,295935,Korthad,NO,Other,0,1,B St SW,NO,Sound Transit,0,Unknown,No,NO,N,Non-Metro,Midsize,Concrete,0.0000000,1,S,W,0.0000000,Away,Concrete,Pillar,None,60,Active,PARATRANSIT,null,0.0000000,N,Unknown,1293421.510000000000000,115108.450000000000000,1293396.530000000000000,115109.440000000000000,null,ST Shelter,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
14,1689,80890,80890,6/6/2015 0:00:00,1/1/4000 0:00:00,6275,6275,Yes,NO,NO,Auburn,NO,W,Yes,0.0000000,nu,NO,SIS data load,D St NE,YelRed- stop,5/16/2002 0:00:00,5/16/2002 0:00:00,6/2/2015 0:00:00,60.000000000000000,60.000000000000000,UNK,Unknown,0.0000000,60,60,AUB,24,S,98002,None,null,Near side,293.175000000000010,20.4699993,125789,Korthad,NO,None,0,0,E Main St,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,E,N,0.0000000,Toward,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1295446.063679999900000,115316.929899000000000,1295444.933720000100000,115341.904350000000000,181,null,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
15,2967,57840,57840,12/2/2014 0:00:00,1/1/4000 0:00:00,16605,16605,Yes,NO,NO,Auburn,NO,E,Yes,6.0000000,nu,NO,SIS data load,B St NE,YelRed- stop,11/11/1994 0:00:00,11/11/1994 0:00:00,12/2/2014 0:00:00,263.220000000000030,263.220000000000030,No,Unknown,0.0000000,45,263,AUB,24,S,98002,None,null,Near side,333.798000000000000,78.8099976,285596,Korthad,NO,None,0,1,1st St NE,NO,Metro Transit,135,Unknown,No,NO,N,A1 <=2 rts,Midsize,Unknown,0.0000000,0,W,S,8.0000000,Toward,Base plate,2in metal,None,135,Active,REGULAR,null,0.0000000,N,Concrete,1294636.600000000100000,115580.820000000010000,1294638.379999999900000,115555.880000000000000,"180,910",null,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
16,3254,58320,58320,9/27/2014 0:00:00,1/1/4000 0:00:00,13068,13068,Yes,NO,NO,Auburn,NO,S,Yes,6.0000000,nu,NO,SIS data load,2nd St NE,YelRed- stop,5/16/2002 0:00:00,5/16/2002 0:00:00,7/15/2014 0:00:00,256.180000000000010,256.180000000000010,No,Concrete,0.0000000,110,256,AUB,24,S,98002,None,null,Far side,366.185000000000000,69.9599991,285596,Korthad,NO,None,0,0,Auburn Ave,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Single,Unknown,0.0000000,1,S,W,0.0000000,Away,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1294466.319380000000000,115783.387353000000000,1294442.894610000100000,115792.121190000010000,"180,910",4' Wabash bench,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
17,3382,60636,60636,12/5/2015 0:00:00,1/1/4000 0:00:00,112148,112148,Yes,NO,NO,Federal Way,NO,E,UNK,0.0000000,nu,NO,SIS data load,Pebble Beach Cir,Unknown,4/29/1987 0:00:00,4/29/1987 0:00:00,12/1/2015 0:00:00,592.809999999999950,592.809999999999950,UNK,Unknown,0.0000000,72,593,FDY,24,S,98003,None,null,Near side,692.907000000000040,85.5500031,124438,hallcc,NO,Other,0,1,S 324th St,NO,Metro Transit,10,Unknown,UNK,NO,n,A2 <=6 rts,Single,Unknown,0.0000000,0,E,S,0.0000000,Toward,Cncrt-earth,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1275052.258130000000000,117161.441959000000000,1275052.663430000000000,117136.445244000000000,"182,903",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
18,3569,60634,60634,12/5/2015 0:00:00,1/1/4000 0:00:00,89572,89572,Yes,NO,NO,Federal Way,NO,E,UNK,0.0000000,nu,NO,SIS data load,17th Ave S,Unknown,5/15/1998 0:00:00,5/15/1998 0:00:00,12/1/2015 0:00:00,145.000000000000000,145.000000000000000,UNK,Unknown,0.0000000,145,145,FDY,24,S,98003,None,null,Far side,820.380000000000000,17.6700001,124457,hallcc,NO,Other,0,1,S 324th St,NO,Metro Transit,10,Unknown,UNK,NO,n,A2 <=6 rts,Single,Unknown,0.0000000,0,E,S,0.0000000,Away,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1273791.211140000000000,117199.811535999990000,1273790.022960000000000,117174.839787000000000,"182,903",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
19,3446,61336,61336,9/26/2015 0:00:00,1/1/4000 0:00:00,112148,112148,Yes,NO,NO,Federal Way,NO,W,Yes,6.0000000,nu,NO,SIS data load,Pebble Beach Cir,YelRed- stop,4/29/1987 0:00:00,4/29/1987 0:00:00,8/5/2015 0:00:00,627.210000000000040,627.210000000000040,No,Unknown,0.0000000,66,627,FDY,24,S,98003,None,null,Far side,692.907000000000040,90.5199966,124438,Korthad,NO,Other,0,0,S 324th St,NO,Metro Transit,10,Unknown,UNK,NO,N,A1 <=2 rts,Single,Unknown,0.0000000,1,W,N,0.0000000,Away,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1275086.653609999900000,117161.999642000000000,1275086.248320000000000,117186.996356000000000,"182,903",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
20,3464,61338,61338,9/26/2015 0:00:00,1/1/4000 0:00:00,89572,89572,Yes,NO,NO,Federal Way,NO,W,UNK,0.0000000,nu,NO,SIS data load,17th Ave S,Unknown,11/17/1997 0:00:00,11/17/1997 0:00:00,7/30/2015 0:00:00,190.000000000000000,190.000000000000000,UNK,Unknown,0.0000000,190,190,FDY,24,S,98003,None,null,Near side,820.380000000000000,23.1599998,334927,Korthad,NO,Other,0,1,S 324th St,NO,Metro Transit,10,Unknown,UNK,NO,N,A1 <=2 rts,None,Unknown,0.0000000,1,E,N,0.0000000,Away,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1273836.160290000000000,117197.672806000000000,1273837.348470000100000,117222.644554000000000,"182,903",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
21,447,83752,83752,10/1/2011 0:00:00,1/1/4000 0:00:00,173112,173112,Yes,NO,YES,Metro King County,NO,W,Yes,6.0000000,2,NO,SIS data load,25th Ave S,Unknown,1/4/1999 0:00:00,1/4/1999 0:00:00,2/17/2012 0:00:00,125.440000000000000,125.440000000000000,No,Concrete,0.0000000,175,125,FDY,24,S,98003,None,null,Near side,139.309000000000000,90.0400009,285379,Lori Kittredge,NO,None,0,5,FedWay/S 320th St P&R AcRd,NO,Metro Transit,0,Unknown,UNK,NO,n,Single,None,Unknown,0.0000000,1,E,N,0.0000000,Away,Base plate,2in metal,None,159,Active,REG/LAY,null,0.0000000,N,Unknown,1276431.407050000000000,117450.523528000010000,1276432.166870000100000,117475.511979000000000,"177,193,178",Stop has large information sign.,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
22,3447,61335,61335,2/14/2015 0:00:00,1/1/4000 0:00:00,110806,110806,Yes,NO,NO,Federal Way,NO,S,UNK,0.0000000,nu,NO,SIS data load,S 322nd St,Unknown,12/28/2001 0:00:00,12/28/2001 0:00:00,12/15/2014 0:00:00,180.000000000000000,180.000000000000000,UNK,Unknown,0.0000000,180,180,FDY,24,S,98003,None,null,Far side,390.630999999999970,46.0800018,124172,Korthad,NO,Other,0,1,23rd Ave S,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,0,S,W,0.0000000,Away,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1275737.724160000000000,117475.989282000000000,1275712.870210000100000,117478.687637000000000,"182,903",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
23,448,83751,83751,6/9/2012 0:00:00,1/1/4000 0:00:00,173111,173111,Yes,YES,YES,Metro King County,NO,W,Yes,6.0000000,1,NO,SIS data load,25th Ave S,YelRed- stop,12/17/1998 0:00:00,12/17/1998 0:00:00,4/30/2012 0:00:00,89.590000000000003,89.590000000000003,No,Unknown,0.0000000,45,90,FDY,24,S,98003,None,null,Near side,108.268000000000000,82.7500000,124279,Korthad,NO,Other,0,3,FedWay/S 320th St P&R AcRd,NO,Metro Transit,102,Unknown,UNK,NO,n,C1H <=48 rts,None,Unknown,0.0000000,1,E,N,0.0000000,Away,Base plate,2in metal,None,102,Active,REGULAR,null,0.0000000,N,Unknown,1276287.355500000100000,117454.903930000000000,1276288.115659999900000,117479.892370999990000,"177,193,178",FW/320 P&R Bay 1,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
24,3568,60637,60637,8/29/2015 0:00:00,1/1/4000 0:00:00,110806,110806,Yes,NO,NO,Federal Way,NO,N,UNK,0.0000000,nu,NO,SIS data load,S 322nd St,Unknown,12/28/2001 0:00:00,12/28/2001 0:00:00,8/25/2015 0:00:00,80.000000000000000,80.000000000000000,UNK,Unknown,0.0000000,80,80,FDY,24,S,98003,None,null,Near side,390.630999999999970,20.4799995,124172,Korthad,NO,Other,0,0,23rd Ave S,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,None,Unknown,0.0000000,1,S,E,0.0000000,Away,Base plate,2in metal,None,0,Active,REGULAR,null,0.0000000,N,Unknown,1275728.248300000100000,117575.363551000000000,1275753.009420000000000,117578.811290000000000,"182,903",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
25,3448,61332,61332,8/19/2013 0:00:00,1/1/4000 0:00:00,4540,4540,Yes,NO,NO,Federal Way,NO,E,UNK,0.0000000,nu,NO,SIS data load,20th Ave S,Unknown,2/6/1995 0:00:00,2/6/1995 0:00:00,1/10/2014 0:00:00,165.000000000000000,165.000000000000000,UNK,Unknown,0.0000000,165,165,FDY,24,S,98003,None,null,Far side,598.816000000000030,27.5499992,123580,Korthad,NO,None,0,1,S 320th St,NO,Metro Transit,10,Unknown,UNK,NO,n,A1 <=2 rts,Double,Unknown,0.0000000,0,E,S,0.0000000,Toward,Base plate,2in metal,None,60,Active,REGULAR,null,0.0000000,N,Unknown,1274665.193160000000000,118451.427553000000000,1274664.537040000100000,118426.436164000000000,"181,187",null,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
