FID,FID_juncti,OBJECTID,ANCILLARYR,ENABLED,PSRCjunctI,JunctionTy,TRANSITSTO,P_RStalls,Modes,FTRdescrip,inServiceD,outService,dateLastUp,EMME2nodeI,EMME2nodeL,DateCreate,LastEditor,EditNotes,Processing,EMME2Dir,EMME2HOV,PSRC_E2ID,ScenarioID,Scen_Node,IsZone,XCoord,YCoord,lat,lon,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
590,14530,60732810,0,1,135985,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139985,0,1292416.000000000000000,115411.235294000000000,47.3077011,-122.2360001,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
591,3184,60732592,0,1,135975,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139975,0,1291822.529410000000000,115432.647059000000000,47.3077011,-122.2379990,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
592,7322,60742604,0,1,135840,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139840,0,1294380.647060000100000,115630.470588000000000,47.3083992,-122.2279968,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
593,14119,60732513,0,1,135827,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139827,0,1294972.529410000000000,115650.176471000000000,47.3084984,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
594,8224,60748962,0,1,193130,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1179,n/a,9/30/2011 0:00:00,Stefan,New Centroids,7, ,0,1179,107,1179,1,1294171.941180000100000,115795.235294000000000,47.3087997,-122.2289963,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
595,5048,60732855,0,1,135666,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139666,0,1294501.235290000000000,115940.294118000010000,47.3092003,-122.2279968,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
596,14204,60732624,0,1,135664,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139664,0,1293666.764710000000000,115941.117647000010000,47.3092003,-122.2310028,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
597,14284,60732623,0,1,135662,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139662,0,1294944.882350000100000,115943.705881999990000,47.3092995,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
598,3568,60732577,0,1,135486,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139486,0,1294603.764710000000000,116212.176471000000000,47.3100014,-122.2269974,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
599,3623,60732618,0,1,135485,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139485,0,1294927.647060000100000,116215.823529000000000,47.3100014,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
600,3479,60732485,0,1,134886,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138886,0,1275037.647060000100000,117163.117647000010000,47.3115997,-122.3059998,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
601,14409,60732710,0,1,134862,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138862,0,1273644.235290000000000,117206.647059000000000,47.3116989,-122.3119965,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
602,3818,60732557,0,1,134814,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138814,0,1275660.000000000000000,117293.941175999990000,47.3120003,-122.3040009,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
603,5759,60744395,0,1,134777,7,0,877,a,1068,1995,2050,5/4/2015 0:00:00,3781,1068,12/30/1899 0:00:00,Stefan,Federal Way/S 320th St,0, ,0,3781,107,3781,1,1276219.000000000000000,117359.235294000000000,47.3121986,-122.3010025,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
604,3501,60732554,0,1,134710,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138710,0,1276220.294120000000000,117472.764706000000000,47.3125000,-122.3010025,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
605,14233,60732567,0,1,134594,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138594,0,1276209.117649999900000,117643.647059000000000,47.3129997,-122.3020020,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
606,3249,60732540,0,1,134592,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138592,0,1276075.647060000100000,117647.058824000010000,47.3129997,-122.3020020,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
607,14116,60732443,0,1,134586,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138586,0,1275716.352939999900000,117655.470588000000000,47.3129997,-122.3040009,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
608,7329,60749067,0,1,193076,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1125,n/a,9/30/2011 0:00:00,Stefan,New Centroids,7, ,0,1125,107,1125,1,1274453.117649999900000,117902.529412000000000,47.3135986,-122.3089981,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
609,2881,60732348,0,1,134190,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138190,0,1276254.764710000000000,118402.588235000000000,47.3151016,-122.3010025,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
610,4195,60732401,0,1,134178,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,6828,0,107,138178,0,1275714.647060000100000,118418.352941000000000,47.3151016,-122.3040009,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
611,14332,60732376,0,1,134156,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138156,0,1274729.647060000100000,118448.000000000000000,47.3151016,-122.3079987,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
612,8328,60742561,0,1,134151,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138151,0,1274498.235290000000000,118454.941175999990000,47.3151016,-122.3089981,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
613,14593,60732375,0,1,134145,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,138145,0,1274179.000000000000000,118464.588235000000000,47.3151016,-122.3099976,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
614,25445,0,0,0,99,0,0,0, , ,0,0,12/30/1899 0:00:00,0, ,12/30/1899 0:00:00, , ,0, ,0,0,0,200245,0,1274180.906089999900000,118466.494326000000000,47.3151016,-122.3099976,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
615,16867,60731391,0,1,133772,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,bi,0,0,107,137772,0,1275923.235290000000000,119255.058824000010000,47.3174019,-122.3030014,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
616,9121,60749749,0,1,133604,7,0,1198,a,   0,2000,2050,5/4/2015 0:00:00,3842,1133,12/30/1899 0:00:00,Stefan,Federal Way Transit Center,0, ,0,3842,107,3842,1,1275433.647060000100000,119455.470588000000000,47.3179016,-122.3050003,11,0,Federal Way,8700220.482999999100000,13419.683999999999000,0,0,5956,3516,10450,3135,0,1.600000000000000,199.729999999999990,80.828000000000003,8700220.482999999100000,13419.683999999999000, 
617,8509,60731464,0,1,123585,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127585,0,1293589.647060000100000,140961.000000000000000,47.3778000,-122.2330017,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
618,8340,60731463,0,1,123583,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127583,0,1294214.352939999900000,140961.117647000010000,47.3778000,-122.2310028,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
619,15559,60729984,0,1,123582,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127582,0,1293520.529410000000000,140961.176471000010000,47.3778000,-122.2330017,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
620,1579,60730850,0,1,123581,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127581,0,1292873.529410000000000,140961.294117999990000,47.3778000,-122.2360001,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
621,521,60730450,0,1,123580,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127580,0,1294001.882350000100000,140961.411765000000000,47.3778000,-122.2320023,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
622,16571,60731443,0,1,123502,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,wb,4923,0,107,127502,0,1291231.000000000000000,141102.176471000010000,47.3781013,-122.2429962,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
623,2233,60731092,0,1,123499,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127499,0,1292558.117649999900000,141104.176471000010000,47.3781013,-122.2369995,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
624,15987,60729936,0,1,123424,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127424,0,1294159.529410000000000,141249.294117999990000,47.3786011,-122.2310028,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
625,16934,60731439,0,1,123416,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127416,0,1292559.235290000000000,141254.647059000010000,47.3785019,-122.2369995,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
626,16181,60730735,0,1,123203,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127203,0,1292567.235290000000000,141680.058824000010000,47.3796997,-122.2369995,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
627,7424,60738652,0,1,123190,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,127190,0,1294136.117649999900000,141698.705882000010000,47.3797989,-122.2310028,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
628,6503,60748412,0,1,193206,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1255,n/a,9/30/2011 0:00:00,Stefan,New Centroids,7, ,0,1255,107,1255,1,1293365.000000000000000,141932.235294000010000,47.3804016,-122.2340012,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
629,17563,60749109,0,1,193210,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1259,n/a,9/30/2011 0:00:00,Stefan,New Centroids,7, ,0,1259,107,1259,1,1291717.647060000100000,142001.000000000000000,47.3805008,-122.2409973,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
630,2726,60730975,0,1,122998,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126998,0,1291802.529410000000000,142087.647059000010000,47.3807983,-122.2409973,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
631,7974,60738650,0,1,122990,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126990,0,1292247.235290000000000,142095.529412000000000,47.3807983,-122.2389984,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
632,7395,60738649,0,1,122989,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126989,0,1292576.235290000000000,142101.529412000000000,47.3809013,-122.2369995,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
633,6887,60729906,0,1,122988,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126988,0,1293217.882350000100000,142106.764705999990000,47.3809013,-122.2350006,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
634,16041,60730371,0,1,122986,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126986,0,1293534.529410000000000,142110.941175999990000,47.3809013,-122.2340012,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
635,2972,60730974,0,1,122983,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126983,0,1293817.000000000000000,142115.058824000010000,47.3810005,-122.2320023,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
636,16533,60731366,0,1,122980,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126980,0,1294140.235290000000000,142118.705882000010000,47.3810005,-122.2310028,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
637,5822,60729882,0,1,122977,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126977,0,1294860.352939999900000,142125.117647000010000,47.3810005,-122.2279968,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
638,7296,60738648,0,1,122972,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126972,0,1295055.647060000100000,142140.823528999990000,47.3810997,-122.2269974,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
639,1898,60731278,0,1,122887,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126887,0,1290970.000000000000000,142331.235294000010000,47.3814011,-122.2440033,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
640,20013,60744487,0,1,181069,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,1/6/2009 0:00:00,Stefan, ,0, ,0,0,107,185069,0,1291457.470590000000000,142333.411765000000000,47.3814011,-122.2419968,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
641,2309,60731361,0,1,122882,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,126882,0,1291813.529410000000000,142334.941175999990000,47.3815002,-122.2399979,3,0,Kent,12769720.335000001000000,15140.828000000000000,2724,619,10309,2431,18872,306,4992,2.100000000000000,292.358000000000000,118.635000000000010,12769720.335000001000000,15140.828000000000000, 
