beghom,day,endhom,esstops,estours,hbtours,hhno,mestops,metours,mlstops,mltours,pbstops,pbtours,pdexpfac,pno,restops,retours,scstops,sctours,shstops,shtours,sostops,sotours,uwtours,wbtours,wkathome,wkstops,wktours
1,1,1,0,0,1,2507,0,0,0,0,0,1,54.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,2507,0,0,0,0,0,0,54.15,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,1,0,0,0,2507,0,0,0,0,0,0,54.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,3,2509,0,0,0,0,4,2,130.39,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,1,3,2509,0,0,0,0,0,2,130.39,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,1,1,0,0,1,2512,0,0,0,0,0,0,60.83,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,1,2512,0,0,0,0,0,0,60.83,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0,2,3,2512,0,0,0,0,1,0,60.83,1,0,0,0,0,0,0,0,0,0,0,0,5,1
1,2,1,0,0,2,2512,0,1,0,0,0,0,60.83,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,2,2535,1,0,0,0,0,1,86.72,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1,2,2535,0,0,0,0,0,1,86.72,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,0,0,2,2535,0,1,0,0,0,0,86.72,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,1,2535,0,0,0,0,0,0,86.72,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,2539,0,0,0,0,1,0,114.18,1,0,0,0,0,0,0,0,0,1,0,260,1,1
1,1,1,1,1,1,2539,0,0,0,0,0,0,114.18,2,1,0,0,0,0,0,0,0,0,0,543,0,0
1,2,0,0,0,0,2539,0,0,0,0,0,0,114.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,2539,0,0,0,0,0,0,114.18,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,2542,0,0,0,0,0,1,41.38,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,0,0,2542,0,0,0,0,0,0,41.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,2543,0,0,1,0,1,0,147.89,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,2543,0,0,0,0,0,1,147.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,2543,0,0,0,0,0,0,147.89,3,0,0,0,0,1,0,0,0,1,1,0,0,1
1,1,1,0,1,1,2543,0,0,0,0,0,0,147.89,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,2543,0,0,0,0,0,0,147.89,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,1,0,0,0,2543,0,0,0,0,0,0,147.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,2,2543,0,0,1,0,3,0,147.89,3,0,0,0,0,3,0,0,0,2,1,0,0,2
1,2,1,0,0,0,2543,0,0,0,0,0,0,147.89,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,2551,0,0,0,0,0,0,165.21,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,2551,0,0,0,0,1,0,165.21,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,1,1,2,2551,0,0,0,0,1,0,165.21,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,2551,0,0,0,0,0,0,165.21,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,2563,0,0,0,0,0,1,158.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,2563,0,0,0,0,0,0,158.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,2563,0,0,0,0,0,0,158.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,2563,0,0,0,0,0,0,158.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,2,2575,0,0,0,0,0,0,390.99,1,0,1,0,0,1,1,0,0,0,0,0,0,0
1,2,1,0,0,1,2575,0,0,1,0,0,0,390.99,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,0,2,2591,0,0,0,0,0,0,92.72,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,1,1,0,0,2,2591,0,0,0,0,1,1,92.72,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,1,2591,0,0,0,0,1,0,92.72,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,2,2591,0,0,0,1,1,0,92.72,2,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,0,1,2605,1,0,0,0,1,0,140.59,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,2605,0,0,0,0,0,0,140.59,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,2605,0,0,0,0,0,0,140.59,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,1,2605,0,0,0,0,0,0,140.59,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,1,1,2622,0,0,0,0,1,0,134.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,2622,0,0,0,0,1,0,134.1,2,1,0,0,0,0,0,0,0,1,1,0,1,1
1,2,1,0,0,1,2622,0,0,0,0,0,1,134.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,2622,0,0,0,0,0,0,134.1,2,0,0,0,0,0,0,0,0,1,0,0,2,1
1,1,1,0,0,1,2658,0,0,0,0,0,0,143.22,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,2658,0,0,0,0,0,0,143.22,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,2,2658,0,0,0,1,0,0,143.22,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,0,2,2658,0,0,0,1,0,0,143.22,2,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,0,0,0,0,2673,0,0,0,0,0,0,54.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,1,1,2673,0,0,1,0,0,0,54.54,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,0,0,1,2702,0,0,0,0,0,0,137.93,1,0,0,0,0,1,0,0,0,1,0,0,0,1
